,rockwell_male,rockwell_female,tuple,automation_male,automation_female,inc_male,inc_female,average_male,average_female,male-female
4,-0.5713888,-0.2848185,"('disliked', 'liked')",-0.74561036,-0.5176992,-6.5507164,-6.519438,-2.6225719,-2.4406519,-0.18192
55,-0.546866,-0.78156203,"('incompetent', 'clever')",-0.52521366,-0.9697954,0.07364026,0.06496039,-0.3328131,-0.5621324,0.2293193
36,0.5405591,0.8718921,"('hostile', 'amicable')",-0.11203935,0.3085588,0.21004926,0.40458128,0.2128563,0.5283441,-0.3154878
50,-0.5379016,-0.51076823,"('clumsy', 'skillful')",-0.027295386,-0.11901795,0.2992165,0.10868021,-0.0886602,-0.173702,0.0850418
38,-0.50955904,-0.44422883,"('untruthful', 'truthful')",-1.2635665,-1.2136494,-0.31915262,-0.24991721,-0.6974261,-0.6359318,-0.0614943
83,-0.48384684,-0.3201362,"('powerless', 'powerful')",-0.26806852,-0.10398455,-1.021165,-1.1196876,-0.5910268,-0.5146027,-0.0764241
45,-0.47142693,-0.67288935,"('incompetent', 'competent')",-0.745589,-1.0590022,-0.25163406,-0.35378247,-0.48955,-0.6952247,0.2056747
35,0.46557242,0.8565164,"('corrupt', 'incorrupt')",0.5457518,1.0088376,-0.089082845,0.12218068,0.3074138,0.6625116,-0.3550978
73,0.4598768,0.48899773,"('helpless', 'self-reliant')",0.10122978,0.28626633,-3.1198342,-3.3223982,-0.8529092,-0.8490447,-0.0038645
11,-0.43690774,-0.55707645,"('unhelpful', 'helpful')",-0.17666897,-0.40290448,1.5432075,1.6352142,0.3098769,0.2250777,0.0847992
72,-0.42313528,-0.60988903,"('unambitious', 'ambitious')",-0.1949708,-0.10470828,-0.69603086,-0.82216936,-0.4380457,-0.5122555,0.0742098
6,-0.42093176,-0.07664947,"('distant', 'open')",-1.3444425,-1.0462208,0.46106517,0.51859933,-0.4347697,-0.2014236,-0.2333461
48,0.41651237,0.35237712,"('unintelligent', 'intelligent')",1.0178757,0.7710915,0.48058054,0.6229643,0.6383229,0.5821443,0.0561786
47,0.3739627,0.2951586,"('stupid', 'smart')",-0.200841,-0.31728217,5.5446405,5.5027413,1.9059208,1.8268725,0.0790483
20,0.36857378,0.27855504,"('rough', 'thoughtful')",1.348847,1.2000248,1.148383,1.1902559,0.9552679,0.8896119,0.065656
65,-0.36355585,-0.45029578,"('insecure', 'secure')",-0.35011208,-0.45618135,-0.27178174,-0.2465332,-0.3284832,-0.3843367,0.0558535
78,0.36120048,0.08539645,"('nonresilient', 'resilient')",1.5413595,0.6861378,0.4660104,0.3030734,0.7895234,0.3582025,0.4313209
31,0.35867077,0.5449384,"('evil', 'good')",-0.80851376,-0.3357706,-0.9321967,-0.81450206,-0.4606799,-0.2017781,-0.2589018
19,-0.3526258,-0.07592937,"('inhospitable', 'hospitable')",-0.77611256,-0.5578316,-0.25728208,0.016020652,-0.4620068,-0.2059134,-0.2560934
66,-0.34987253,-0.46218914,"('inactive', 'active')",-0.021202251,-0.16437243,1.1060985,1.1119448,0.2450079,0.1617944,0.0832135
76,-0.34079733,-0.6307886,"('anxious', 'daring')",0.23672079,-0.23588338,0.19295241,0.20621295,0.0296253,-0.220153,0.2497783
82,-0.32348597,-0.41737238,"('poor', 'rich')",-0.3994856,-0.6040774,6.2776413,6.2189283,1.8515566,1.7324928,0.1190638
29,0.27207124,0.4294546,"('unfair', 'fair')",-1.2843119,-1.1276519,-0.42321283,-0.32980746,-0.4784845,-0.3426683,-0.1358162
7,-0.26409596,-0.3398132,"('insensitive', 'sensitive')",-1.1959984,-1.3341544,0.59500754,0.47335246,-0.2883623,-0.4002051,0.1118428
52,0.25301367,0.5465782,"('irrational', 'rational')",-0.15455179,0.17781454,0.058885925,0.21344279,0.0524493,0.3126119,-0.2601626
63,0.24464461,-0.009640411,"('unperceptive', 'insightful')",0.14581749,-0.33365893,0.7174695,0.60883206,0.3693105,0.0885109,0.2807996
60,-0.22970794,-0.4248078,"('inefficient', 'efficient')",1.1533272,0.8001699,-0.119893804,0.0048476346,0.2679085,0.1267366,0.1411719
0,-0.22048062,-0.23126397,"('unsociable', 'sociable')",0.1421535,-0.021423683,-0.45003945,-0.31451318,-0.1761222,-0.1890669,0.0129447
80,-0.20196377,-0.4536077,"('dominated', 'dominating')",0.510151,-0.117743246,-1.0781771,-1.3491079,-0.2566633,-0.6401529,0.3834896
24,0.1998708,0.27027088,"('dishonest', 'honest')",-1.7470421,-1.38081,0.48824415,0.6937108,-0.3529757,-0.1389428,-0.2140329
18,-0.19590896,-0.04905738,"('disagreeable', 'welcoming')",-0.6809049,-0.39180934,-0.32617196,-0.08925934,-0.4009953,-0.1767087,-0.2242866
34,-0.19391859,-0.14332516,"('mean', 'honorable')",0.28567404,0.22098455,5.686952,5.885425,1.9262358,1.9876949,-0.0614591
14,-0.19179541,-0.05884879,"('antisocial', 'social')",-0.17965454,-0.09427975,-0.91240597,-0.68211097,-0.427952,-0.2784132,-0.1495388
28,-0.19035429,-0.17182721,"('disloyal', 'loyal')",-1.4791815,-1.3750015,1.031435,1.0134788,-0.2127003,-0.1777833,-0.034917
54,0.18606271,0.2398592,"('incapable', 'capable')",-0.47731113,-0.40434402,1.1016873,1.1836088,0.2701463,0.339708,-0.0695617
88,-0.18448459,0.17688972,"('low', 'eminent')",-1.1147987,-0.85286987,-0.13088919,-0.0015835911,-0.4767241,-0.2258546,-0.2508695
32,0.17917314,0.41221416,"('unkind', 'kind')",-1.3867756,-1.223957,0.83258885,0.992025,-0.1250045,0.0600941,-0.1850986
27,-0.17870836,-0.3302783,"('hardhearted', 'softhearted')",-0.32309282,-0.3948145,1.7114888,1.5520004,0.4032292,0.2756359,0.1275933
5,0.1691762,0.620617,"('distant', 'outgoing')",-1.1839828,-0.708695,-0.25526127,-0.14954211,-0.423356,-0.0792067,-0.3441493
23,-0.16595823,-0.32473698,"('insincere', 'sincere')",-1.2150718,-1.3939155,5.5806036,5.589625,1.3998578,1.2903241,0.1095337
46,-0.16277629,-0.7613888,"('uncompetitive', 'competitive')",0.8663715,-0.08677141,-0.47534326,-0.70306385,0.076084,-0.5170747,0.5931587
67,0.14705735,0.43053707,"('doubtful', 'determined')",0.7823796,1.0753341,-0.78330135,-0.55468297,0.0487119,0.3170627,-0.2683508
37,-0.14677344,-0.37548915,"('fake', 'genuine')",0.19017348,-0.03230627,0.39554107,0.2669429,0.1463137,-0.0469508,0.1932645
15,0.13488233,0.5334027,"('boring', 'funny')",-0.74847734,-0.34962294,0.06948174,0.3097142,-0.1813711,0.164498,-0.3458691
22,-0.1328464,-0.60122794,"('untrustworthy', 'trustworthy')",-0.6051095,-0.9897348,-0.77526677,-0.8938364,-0.5044076,-0.8282664,0.3238588
43,-0.13167709,-0.29686153,"('irresponsible', 'responsible')",-0.8488771,-1.0030566,0.25017422,0.33706012,-0.24346,-0.3209527,0.0774927
62,-0.06901149,-0.42300993,"('incompetent', 'brilliant')",-0.1573379,-0.66071105,0.0053848512,-0.12193219,-0.0736548,-0.4018844,0.3282296
13,0.057672136,-0.21508348,"('impolite', 'polite')",-0.22871783,-0.3542014,-0.3489787,-0.25171772,-0.1733415,-0.2736675,0.100326
59,-0.015053291,0.21831965,"('foolish', 'wise')",-1.1620742,-0.7275623,0.3824567,0.38451037,-0.2648903,-0.0415774,-0.2233129
41,0.0135175735,0.20836681,"('unforgiving', 'forgiving')",-0.7847241,-0.62528354,0.058380973,0.26684028,-0.2376085,-0.0500255,-0.187583
