,paramount_male,paramount_female,tuple,global_male,global_female,average_male,average_female,male-female
35,-0.3772675,-0.75972605,"('corrupt', 'incorrupt')",-0.7603841,-0.76724404,-0.5688258,-0.7634851,0.1946593
17,-0.34434733,-0.4469184,"('nasty', 'nice')",-0.84604377,-0.7364262,-0.5951955,-0.5916723,-0.0035232
20,0.32357156,0.45708537,"('rough', 'thoughtful')",0.2926202,0.24155852,0.3080959,0.349322,-0.0412261
32,0.31946456,0.79058576,"('unkind', 'kind')",1.1460764,1.2780282,0.7327705,1.034307,-0.3015365
6,-0.31001133,-0.8902909,"('distant', 'open')",-0.2712459,-0.3198845,-0.2906286,-0.6050877,0.3144591
46,-0.3048138,0.0928952,"('uncompetitive', 'competitive')",-0.18307367,-0.21823326,-0.2439437,-0.062669,-0.1812747
30,-0.30133754,0.13349915,"('intolerant', 'tolerant')",0.979952,1.132051,0.3393072,0.6327751,-0.2934679
52,-0.29400492,-0.33659735,"('irrational', 'rational')",-0.50676674,-0.14658429,-0.4003858,-0.2415908,-0.158795
65,-0.28466246,0.38127506,"('insecure', 'secure')",0.24697007,0.19589491,-0.0188462,0.288585,-0.3074312
84,0.28111213,0.5196315,"('inferior', 'superior')",0.559407,0.6809029,0.4202596,0.6002672,-0.1800076
37,0.27960768,0.22516981,"('fake', 'genuine')",0.8210941,0.7443799,0.5503509,0.4847748,0.0655761
42,-0.2790542,-0.0723536,"('unreliable', 'reliable')",-3.1290631,-3.0989146,-1.7040586,-1.5856341,-0.1184245
13,-0.2765062,-0.08190859,"('impolite', 'polite')",0.13108549,0.09386868,-0.0727104,0.00598,-0.0786904
70,-0.26728097,0.01151143,"('lethargic', 'energetic')",0.6673682,0.55491495,0.2000436,0.2832132,-0.0831696
49,-0.24700613,-0.065915465,"('unable', 'able')",-0.1863848,-0.34122932,-0.2166955,-0.2035724,-0.0131231
43,-0.24071753,0.04336057,"('irresponsible', 'responsible')",1.1956214,1.0741442,0.4774519,0.5587524,-0.0813005
36,0.2280356,-0.10374893,"('hostile', 'amicable')",-0.622135,-0.38181877,-0.1970497,-0.2427838,0.0457341
38,0.21690516,0.043310322,"('untruthful', 'truthful')",0.821941,0.80893517,0.5194231,0.4261228,0.0933003
5,-0.21308023,-0.6899281,"('distant', 'outgoing')",-0.36396608,-0.39730895,-0.2885231,-0.5436186,0.2550955
77,-0.20258386,0.08297484,"('unmotivated', 'motivated')",-1.0316125,-1.20132,-0.6170982,-0.5591726,-0.0579256
79,-0.18398368,-0.617668,"('wavering', 'unwavering')",0.13911796,0.23153308,-0.0224329,-0.1930674,0.1706345
14,-0.17840053,0.5257809,"('antisocial', 'social')",-0.15285185,-0.047580566,-0.1656262,0.2391002,-0.4047264
74,0.15074627,0.3690481,"('undedicated', 'dedicated')",0.31104228,0.2197565,0.2308943,0.2944023,-0.063508
18,0.12685683,0.3645726,"('disagreeable', 'welcoming')",-0.17693749,-0.15294117,-0.0250403,0.1058157,-0.130856
78,0.099838324,-0.080102116,"('nonresilient', 'resilient')",0.03211727,-0.12823683,0.0659778,-0.1041695,0.1701473
0,-0.09662512,0.18404058,"('unsociable', 'sociable')",-0.1596958,-0.17949453,-0.1281605,0.002273,-0.1304335
57,-0.081140384,-0.33586916,"('unimaginative', 'imaginative')",-3.466312,-3.578789,-1.7737261,-1.957329,0.1836029
10,0.08040053,0.5074289,"('unsympathetic', 'sympathetic')",0.1483774,0.17100301,0.114389,0.3392159,-0.2248269
58,0.07886299,-0.14161298,"('undiscriminating', 'discriminating')",-0.040785372,-0.077346295,0.0190388,-0.1094796,0.1285184
19,-0.07874773,-0.15899487,"('inhospitable', 'hospitable')",0.20125079,0.21459354,0.0612515,0.0277993,0.0334522
82,0.07578023,0.1277967,"('poor', 'rich')",6.1599426,6.2058444,3.1178615,3.1668205,-0.048959
66,-0.07078334,-0.48264757,"('inactive', 'active')",0.77963936,0.5712221,0.354428,0.0442873,0.3101407
47,0.05965263,0.2778234,"('stupid', 'smart')",5.5078526,5.5918994,2.7837527,2.9348614,-0.1511087
63,-0.056290872,0.15559399,"('unperceptive', 'insightful')",1.5782764,1.4530287,0.7609928,0.8043113,-0.0433185
61,0.042449795,0.30366987,"('illogical', 'logical')",0.51974696,0.6613653,0.2810984,0.4825176,-0.2014192
40,-0.04217895,-0.35196716,"('stingy', 'generous')",-2.2948089,-2.3554592,-1.1684939,-1.3537132,0.1852193
11,-0.035536643,0.13363424,"('unhelpful', 'helpful')",2.5467868,2.5316067,1.2556251,1.3326205,-0.0769954
80,-0.03170698,0.1993879,"('dominated', 'dominating')",-0.25458363,-0.5083244,-0.1431453,-0.1544682,0.0113229
21,0.029173464,0.75799924,"('immoral', 'moral')",-0.52510726,-0.39415056,-0.2479669,0.1819243,-0.4298912
69,0.0018160865,-0.5433319,"('lazy', 'industrious')",-1.0585806,-1.2689047,-0.5283823,-0.9061183,0.377736
