,lsi_male,lsi_female,tuple,corp_male,corp_female,average_male,average_female,male-female
78,-0.22636063,-0.7323759,"('nonresilient', 'resilient')",0.40999013,0.26047558,0.0918147,-0.2359502,0.3277649
27,-0.21872033,-0.4563498,"('hardhearted', 'softhearted')",0.5916692,0.3955116,0.1864744,-0.0304191,0.2168935
32,0.20700458,0.13286713,"('unkind', 'kind')",1.0509316,1.0369303,0.6289681,0.5848987,0.0440694
7,0.20136298,-0.107814446,"('insensitive', 'sensitive')",0.79023063,0.5044259,0.4957968,0.1983057,0.2974911
12,-0.17914551,-0.22683527,"('unsupportive', 'supportive')",-1.7420872,-1.7778075,-0.9606164,-1.0023214,0.041705
82,-0.16133115,-0.12552617,"('poor', 'rich')",6.621707,6.2445803,3.2301879,3.0595272,0.1706607
77,0.15437178,-0.022068836,"('unmotivated', 'motivated')",-0.28244027,-0.6342136,-0.0640342,-0.3281412,0.264107
40,0.15306981,-0.28944343,"('stingy', 'generous')",-1.7277834,-2.0315819,-0.7873568,-1.1605127,0.3731559
23,-0.15044689,-0.28943792,"('insincere', 'sincere')",6.3019547,5.586426,3.0757539,2.648494,0.4272599
69,0.1377411,0.074150726,"('lazy', 'industrious')",-1.0680066,-0.6618521,-0.4651328,-0.2938507,-0.1712821
43,-0.13461736,-0.3267207,"('irresponsible', 'responsible')",0.9552484,0.66668206,0.4103155,0.1699807,0.2403348
29,-0.13328817,-0.17766163,"('unfair', 'fair')",-0.38288447,-0.5948701,-0.2580863,-0.3862659,0.1281796
83,-0.11013458,-0.15778604,"('powerless', 'powerful')",-0.92339176,-0.9469746,-0.5167632,-0.5523803,0.0356171
22,-0.10820762,-0.08422449,"('untrustworthy', 'trustworthy')",-0.55777127,-1.0583849,-0.3329895,-0.5713047,0.2383152
34,0.09582476,-0.096733,"('mean', 'honorable')",5.7120194,5.556319,2.9039221,2.7297931,0.174129
50,-0.09001627,0.015347637,"('clumsy', 'skillful')",-0.06486095,-0.048484616,-0.0774386,-0.0165685,-0.0608701
61,0.086348414,0.18411246,"('illogical', 'logical')",0.5820202,0.7516241,0.3341843,0.4678683,-0.133684
46,0.079115316,-0.19718322,"('uncompetitive', 'competitive')",-0.18588983,-0.10498512,-0.0533873,-0.1510842,0.0976969
84,0.078260705,0.22603814,"('inferior', 'superior')",0.81471264,1.0341607,0.4464867,0.6300994,-0.1836127
74,-0.0686174,-0.115929924,"('undedicated', 'dedicated')",-0.27990782,-0.38771147,-0.1742626,-0.2518207,0.0775581
17,0.059508514,0.25716835,"('nasty', 'nice')",-0.69994324,-0.42457056,-0.3202174,-0.0837011,-0.2365163
63,0.050412633,-0.27286106,"('unperceptive', 'insightful')",1.1742365,0.8018448,0.6123246,0.2644919,0.3478327
44,0.049481325,0.25886428,"('prejudiced', 'unprejudiced')",-1.596851,-1.2596029,-0.7736849,-0.5003693,-0.2733156
73,0.032372545,0.25864473,"('helpless', 'self-reliant')",-3.4548652,-3.0902686,-1.7112464,-1.4158119,-0.2954345
11,-0.0014707819,-0.20422332,"('unhelpful', 'helpful')",2.5570426,2.2159674,1.2777859,1.005872,0.2719139
70,-0.000104136765,-0.24978483,"('lethargic', 'energetic')",0.69595665,0.38723373,0.3479263,0.0687245,0.2792018
