,exelon_male,exelon_female,tuple,corp_male,corp_female,average_male,average_female,male-female
24,-0.7746249,-0.8121026,"('dishonest', 'honest')",0.42243764,0.58958226,-0.1760936,-0.1112602,-0.0648334
76,-0.75476027,-0.46043524,"('anxious', 'daring')",-0.47332224,-0.28757626,-0.6140413,-0.3740057,-0.2400356
19,-0.7513619,-0.7735014,"('inhospitable', 'hospitable')",-0.5601678,-0.43595067,-0.6557648,-0.604726,-0.0510388
31,0.73912597,0.46433905,"('evil', 'good')",-0.55525535,-0.78631675,0.0919353,-0.1609889,0.2529242
78,-0.71790206,-0.5426182,"('nonresilient', 'resilient')",0.12259498,0.17368525,-0.2976536,-0.1844665,-0.1131871
39,0.7109941,0.6062513,"('exploitative', 'cooperative')",0.34601355,0.2892708,0.5285038,0.4477611,0.0807427
74,-0.6818843,-0.51333994,"('undedicated', 'dedicated')",-0.3581537,-0.14321496,-0.520019,-0.3282774,-0.1917416
9,-0.6648767,-0.8546922,"('unaffectionate', 'caring')",0.9300945,1.1085671,0.1326089,0.1269374,0.0056715
59,0.636003,0.65817183,"('foolish', 'wise')",0.17533335,0.17195913,0.4056682,0.4150655,-0.0093973
5,0.6169949,0.31380484,"('distant', 'outgoing')",-0.4761827,-0.5349862,0.0704061,-0.1105907,0.1809968
33,0.6068169,0.38272795,"('wrong', 'right')",-0.72567487,-0.7890681,-0.059429,-0.2031701,0.1437411
68,-0.56918114,-0.56429774,"('dependent', 'independent')",-0.6700369,-0.6199083,-0.619609,-0.592103,-0.027506
80,-0.56555814,-0.4343989,"('dominated', 'dominating')",-1.0400071,-0.76924604,-0.8027827,-0.6018225,-0.2009602
44,0.5568978,0.75061846,"('prejudiced', 'unprejudiced')",-1.4411197,-1.4022971,-0.4421109,-0.3258393,-0.1162716
1,-0.55027866,-1.0174292,"('unfriendly', 'friendly')",1.6625214,1.5484508,0.5561213,0.2655108,0.2906105
79,0.5495656,0.36764044,"('wavering', 'unwavering')",-0.47735244,-0.47175255,0.0361066,-0.0520561,0.0881627
47,-0.53123933,-0.639283,"('stupid', 'smart')",4.9442487,5.09405,2.2065046,2.2273834,-0.0208788
29,-0.52649546,-0.45987758,"('unfair', 'fair')",-0.17196773,-0.21771082,-0.3492316,-0.3387942,-0.0104374
41,-0.5015849,-0.44158724,"('unforgiving', 'forgiving')",-0.02672173,-0.11924663,-0.2641533,-0.2804169,0.0162636
88,-0.5013301,-0.6857362,"('low', 'eminent')",-0.22282569,-0.10556157,-0.3620779,-0.3956489,0.033571
48,-0.48796758,-0.22915989,"('unintelligent', 'intelligent')",1.0348442,1.0547987,0.2734383,0.4128194,-0.1393811
61,-0.4310509,-0.68547004,"('illogical', 'logical')",0.7902036,0.682044,0.1795763,-0.001713,0.1812893
87,-0.42244768,-0.27104595,"('unsuccessful', 'successful')",0.626783,0.8660243,0.1021677,0.2974892,-0.1953215
58,-0.39218947,-0.6971213,"('undiscriminating', 'discriminating')",0.262704,0.2932252,-0.0647427,-0.2019481,0.1372054
72,-0.3752627,-0.3730928,"('unambitious', 'ambitious')",-0.6297438,-0.62932026,-0.5025033,-0.5012065,-0.0012968
25,0.3735031,0.26305044,"('egoistic', 'altruistic')",1.5473471,1.3783238,0.9604251,0.8206871,0.139738
20,0.30074137,0.11037146,"('rough', 'thoughtful')",1.1612557,0.9478176,0.7309985,0.5290945,0.201904
84,0.29424414,0.16177648,"('inferior', 'superior')",1.11244,1.0414107,0.7033421,0.6015936,0.1017485
18,-0.2917005,-0.032715306,"('disagreeable', 'welcoming')",-0.62985367,-0.46573925,-0.4607771,-0.2492273,-0.2115498
64,-0.26917475,0.023929939,"('shy', 'confident')",-6.013887,-5.996438,-3.1415308,-2.986254,-0.1552768
6,0.25554687,-0.13343494,"('distant', 'open')",-0.4866619,-0.6245872,-0.1155575,-0.3790111,0.2634536
8,-0.24561152,-0.43924356,"('unaffectionate', 'affectionate')",0.5378397,0.5434184,0.1461141,0.0520874,0.0940267
40,0.21150148,0.2837832,"('stingy', 'generous')",-1.3587815,-1.4755251,-0.57364,-0.595871,0.022231
4,-0.21081738,-0.17535086,"('disliked', 'liked')",-6.3884435,-6.2967973,-3.2996304,-3.236074,-0.0635564
27,-0.18109225,-0.04225017,"('hardhearted', 'softhearted')",1.2631826,1.2768303,0.5410452,0.6172901,-0.0762449
71,-0.18073824,-0.06531763,"('diffident', 'self-confident')",0.19095637,0.51710105,0.0051091,0.2258917,-0.2207826
66,0.16593124,-0.011711091,"('inactive', 'active')",0.23892623,0.25535715,0.2024287,0.121823,0.0806057
26,0.112020954,0.0014343057,"('hardhearted', 'benevolent')",1.7349298,1.7682643,0.9234754,0.8848493,0.0386261
16,0.09592786,-0.04349473,"('unpopular', 'popular')",0.2315585,0.24972187,0.1637432,0.1031136,0.0606296
49,-0.09497392,0.13019745,"('unable', 'able')",-0.24259922,-0.09845365,-0.1687866,0.0158719,-0.1846585
17,-0.08868634,-0.2468799,"('nasty', 'nice')",-0.3344002,-0.5110637,-0.2115433,-0.3789718,0.1674285
67,-0.083703905,0.07373132,"('doubtful', 'determined')",-0.6468544,-0.5881246,-0.3652791,-0.2571966,-0.1080825
37,-0.04401153,-0.08773138,"('fake', 'genuine')",0.068001494,0.13221195,0.011995,0.0222403,-0.0102453
54,-0.0362249,-0.0014832839,"('incapable', 'capable')",0.730688,0.7942889,0.3472315,0.3964028,-0.0491713
83,0.030554157,-0.09988287,"('powerless', 'powerful')",-0.8664101,-0.778947,-0.417928,-0.4394149,0.0214869
50,0.017438807,0.3672855,"('clumsy', 'skillful')",-0.06536134,0.020898007,-0.0239613,0.1940918,-0.2180531
15,-0.016675191,-0.13263892,"('boring', 'funny')",0.011468755,-0.043178465,-0.0026032,-0.0879087,0.0853055
34,-0.00094458833,0.082819015,"('mean', 'honorable')",5.1452045,5.531419,2.57213,2.8071189,-0.2349889
