,gamestop_male,gamestop_female,tuple,corp_male,corp_female,average_male,average_female,male-female
35,0.81545484,0.64294606,"('corrupt', 'incorrupt')",-0.83501655,-0.76476127,-0.0097809,-0.0609076,0.0511267
64,-0.8043409,-0.7372254,"('shy', 'confident')",-6.356333,-6.4020967,-3.5803368,-3.5696611,-0.0106757
44,-0.7882086,-0.6893106,"('prejudiced', 'unprejudiced')",-1.2562286,-1.1396087,-1.0222186,-0.9144597,-0.1077589
38,-0.7808373,-0.65535456,"('untruthful', 'truthful')",-0.26522532,-0.15487096,-0.5230313,-0.4051127,-0.1179186
34,-0.7732271,-0.6221843,"('mean', 'honorable')",5.5870395,5.6735873,2.4069061,2.5257015,-0.1187954
69,0.7388903,0.7748598,"('lazy', 'industrious')",-1.0762992,-1.0362734,-0.1687045,-0.1307068,-0.0379977
30,-0.737324,-0.63923454,"('intolerant', 'tolerant')",0.6912238,0.65847594,-0.0230501,0.0096207,-0.0326708
80,-0.73647904,-0.65265054,"('dominated', 'dominating')",-0.7223216,-0.73453796,-0.7294003,-0.6935942,-0.0358061
39,0.7075372,0.5455531,"('exploitative', 'cooperative')",0.42887118,0.40364242,0.5682042,0.4745978,0.0936064
18,-0.70519096,-0.69782364,"('disagreeable', 'welcoming')",-0.89279944,-0.9244317,-0.7989952,-0.8111277,0.0121325
52,0.6763937,0.52572316,"('irrational', 'rational')",-0.2827002,-0.1822029,0.1968467,0.1717601,0.0250866
1,0.6703504,0.45781127,"('unfriendly', 'friendly')",1.1477965,0.99217874,0.9090735,0.724995,0.1840785
5,0.6459644,0.6209207,"('distant', 'outgoing')",-0.82546973,-0.6191941,-0.0897527,0.0008633,-0.090616
24,-0.6343202,-0.5411705,"('dishonest', 'honest')",0.7227068,0.8260882,0.0441933,0.1424589,-0.0982656
19,-0.6204223,-0.68320185,"('inhospitable', 'hospitable')",-0.81166834,-0.70858,-0.7160453,-0.6958909,-0.0201544
61,0.61663526,0.6088896,"('illogical', 'logical')",0.49232253,0.49270612,0.5544789,0.5507978,0.0036811
82,-0.607928,-0.4239768,"('poor', 'rich')",6.878084,7.0926733,3.1350782,3.3343482,-0.19927
25,0.6033821,0.43273115,"('egoistic', 'altruistic')",0.9814071,0.9901882,0.7923946,0.7114596,0.080935
20,-0.60217506,-0.6011148,"('rough', 'thoughtful')",1.1483873,0.9402302,0.2731061,0.1695577,0.1035484
58,-0.5664687,-0.5812502,"('undiscriminating', 'discriminating')",-0.13819966,-0.2143984,-0.3523342,-0.3978243,0.0454901
36,0.5661061,0.46716845,"('hostile', 'amicable')",-0.37687817,-0.43667927,0.094614,0.0152446,0.0793694
32,-0.55937296,-0.43594745,"('unkind', 'kind')",0.908432,0.95172995,0.1745295,0.2578912,-0.0833617
55,-0.55615747,-0.37839228,"('incompetent', 'clever')",0.71900904,0.49332678,0.0814258,0.0574673,0.0239585
62,-0.54556125,-0.37928012,"('incompetent', 'brilliant')",0.46507552,0.5840569,-0.0402429,0.1023884,-0.1426313
6,0.53900146,0.44776094,"('distant', 'open')",-0.88443506,-0.8623057,-0.1727168,-0.2072724,0.0345556
84,0.5305318,0.40483016,"('inferior', 'superior')",1.1377072,1.1612875,0.8341196,0.7830589,0.0510607
23,-0.51549864,-0.6020622,"('insincere', 'sincere')",6.33511,6.2407417,2.9098058,2.8193398,0.090466
26,0.5136248,0.5330511,"('hardhearted', 'benevolent')",1.4592204,1.431201,0.9864226,0.982126,0.0042966
54,0.5113021,0.6003789,"('incapable', 'capable')",0.59609824,0.8972906,0.5537002,0.7488347,-0.1951345
40,-0.48595387,-0.47863877,"('stingy', 'generous')",-2.1555395,-2.485016,-1.3207467,-1.4818275,0.1610808
48,0.47484115,0.42106396,"('unintelligent', 'intelligent')",1.3164123,1.0146149,0.8956267,0.7178395,0.1777872
63,-0.46540213,-0.63153315,"('unperceptive', 'insightful')",0.75489974,0.44593766,0.1447488,-0.0927977,0.2375465
49,0.45175034,0.41955698,"('unable', 'able')",-0.13913271,-0.10939672,0.1563088,0.1550801,0.0012287
2,-0.42622316,-0.14238746,"('unlikable', 'likable')",0.24162246,0.5783261,-0.0923003,0.2179693,-0.3102696
74,-0.41036975,-0.25211877,"('undedicated', 'dedicated')",-0.5663853,-0.56015635,-0.4883775,-0.4061376,-0.0822399
88,-0.3983262,-0.3696641,"('low', 'eminent')",-0.40019184,-0.28552943,-0.399259,-0.3275968,-0.0716622
33,0.37675712,0.42165732,"('wrong', 'right')",-0.7961748,-0.77604294,-0.2097089,-0.1771928,-0.0325161
37,-0.37012574,-0.4544871,"('fake', 'genuine')",-0.014760554,-0.29060507,-0.1924431,-0.3725461,0.180103
0,-0.36374938,-0.32011563,"('unsociable', 'sociable')",0.019329386,-0.121980906,-0.17221,-0.2210483,0.0488383
79,-0.3578554,-0.37168154,"('wavering', 'unwavering')",-0.8556051,-0.78098565,-0.6067303,-0.5763336,-0.0303967
12,-0.3404902,-0.32577115,"('unsupportive', 'supportive')",-2.0551598,-2.255692,-1.197825,-1.2907315,0.0929065
53,0.33856794,0.28031406,"('uncreative', 'creative')",0.5836025,0.41149038,0.4610852,0.3459022,0.115183
28,0.32064137,0.28114486,"('disloyal', 'loyal')",1.3215101,1.2093449,0.8210757,0.7452449,0.0758308
56,-0.31721213,0.0040317774,"('impractical', 'practical')",-0.33705282,-0.2470381,-0.3271325,-0.1215032,-0.2056293
77,-0.31254655,-0.38383138,"('unmotivated', 'motivated')",-0.9454955,-0.88090897,-0.629021,-0.6323702,0.0033492
67,0.2976511,0.6072732,"('doubtful', 'determined')",-0.60777366,-0.2876876,-0.1550613,0.1597928,-0.3148541
73,0.27970922,0.4208531,"('helpless', 'self-reliant')",-3.64257,-3.6015754,-1.6814303,-1.5903611,-0.0910692
17,-0.27594003,-0.39966825,"('nasty', 'nice')",-0.7004683,-0.7100016,-0.4882042,-0.5548349,0.0666307
50,0.2734514,0.23630503,"('clumsy', 'skillful')",-0.059278976,-0.12481075,0.1070862,0.0557471,0.0513391
27,-0.23168884,-0.45624185,"('hardhearted', 'softhearted')",0.8724198,0.5871551,0.3203655,0.0654566,0.2549089
60,-0.13919933,-0.03098825,"('inefficient', 'efficient')",0.64548916,0.5942437,0.2531449,0.2816277,-0.0284828
78,-0.13179992,-0.28173557,"('nonresilient', 'resilient')",0.13945104,0.10088426,0.0038256,-0.0904257,0.0942513
41,-0.11974297,-0.13239689,"('unforgiving', 'forgiving')",-0.019039178,-0.23351848,-0.0693911,-0.1829577,0.1135666
87,0.10550995,0.26023176,"('unsuccessful', 'successful')",0.8800026,1.0995746,0.4927563,0.6799031,-0.1871468
75,0.09193544,0.178143,"('meek', 'impulsive')",-0.8302193,-0.5570557,-0.3691419,-0.1894564,-0.1796855
83,0.09169114,0.06515115,"('powerless', 'powerful')",-0.98054683,-1.0276858,-0.4444278,-0.4812673,0.0368395
29,-0.08856078,-0.031682074,"('unfair', 'fair')",-0.34288177,-0.410605,-0.2157213,-0.2211435,0.0054222
11,-0.06901905,-0.08922005,"('unhelpful', 'helpful')",2.046409,2.0546145,0.9886949,0.9826972,0.0059977
86,-0.061990537,-0.14470081,"('uninfluential', 'influential')",-0.4139614,-0.5821031,-0.237976,-0.3634019,0.1254259
31,-0.057877757,-0.31962714,"('evil', 'good')",-1.4311198,-1.5474268,-0.7444988,-0.933527,0.1890282
4,-0.008747843,0.075703405,"('disliked', 'liked')",-7.453534,-7.3119555,-3.7311411,-3.6181259,-0.1130152
16,-0.0015289914,0.07839479,"('unpopular', 'popular')",0.18493065,0.4793021,0.0917008,0.2788484,-0.1871476
