,compuware_male,compuware_female,tuple,corp_male,corp_female,average_male,average_female,male-female
21,-0.6471606,-1.0132667,"('immoral', 'moral')",-0.44403076,-0.3344282,-0.5455956,-0.6738474,0.1282518
44,0.63089323,0.94579583,"('prejudiced', 'unprejudiced')",-1.8800948,-1.6335602,-0.6246008,-0.3438822,-0.2807186
78,-0.6144848,-0.6664145,"('nonresilient', 'resilient')",0.23114532,0.1219242,-0.1916697,-0.2722451,0.0805754
15,0.6102592,0.6768773,"('boring', 'funny')",-0.17744929,-0.2139741,0.2164049,0.2314516,-0.0150467
83,0.596523,0.3899504,"('powerless', 'powerful')",-0.90761805,-0.70404637,-0.1555475,-0.157048,0.0015005
34,-0.58095044,-0.40315264,"('mean', 'honorable')",5.2559648,5.212644,2.3375072,2.4047458,-0.0672386
88,-0.57701606,-0.5952165,"('low', 'eminent')",-0.5917556,-0.41842058,-0.5843859,-0.5068185,-0.0775674
9,-0.5714603,-0.6813028,"('unaffectionate', 'caring')",1.0462213,0.8256102,0.2373805,0.0721537,0.1652268
27,-0.5637196,-0.512313,"('hardhearted', 'softhearted')",0.919849,0.7037271,0.1780647,0.0957071,0.0823576
1,-0.5557014,-0.66998464,"('unfriendly', 'friendly')",1.2687958,0.86556435,0.3565472,0.0977899,0.2587573
74,-0.55082285,-0.57014936,"('undedicated', 'dedicated')",-0.54182166,-0.504834,-0.5463222,-0.5374917,-0.0088305
11,-0.54106337,-0.38811237,"('unhelpful', 'helpful')",1.9089621,1.955946,0.6839494,0.7839168,-0.0999674
33,0.5231485,0.601338,"('wrong', 'right')",-0.6353802,-0.48063293,-0.0561159,0.0603525,-0.1164684
81,-0.5126625,-0.47831345,"('submissive', 'aggressive')",-0.37225235,0.13935964,-0.4424574,-0.1694769,-0.2729805
62,-0.5093483,-0.40346694,"('incompetent', 'brilliant')",0.55837435,0.7765063,0.024513,0.1865197,-0.1620067
75,0.50543123,0.93761796,"('meek', 'impulsive')",-0.6571697,-0.39827788,-0.0758692,0.26967,-0.3455392
79,-0.47007895,-0.3838235,"('wavering', 'unwavering')",-0.71645105,-0.65166116,-0.593265,-0.5177423,-0.0755227
85,0.45465994,0.40747768,"('insignificant', 'prestigious')",-0.4702851,-0.68756336,-0.0078126,-0.1400428,0.1322302
80,-0.43815982,-0.46573192,"('dominated', 'dominating')",-0.79808015,-0.46125865,-0.61812,-0.4634953,-0.1546247
56,-0.4361221,-0.34155157,"('impractical', 'practical')",-0.20514677,0.07109742,-0.3206344,-0.1352271,-0.1854073
68,-0.4281384,-0.5131243,"('dependent', 'independent')",-0.28279883,-0.21712017,-0.3554686,-0.3651222,0.0096536
29,0.4043673,0.28405252,"('unfair', 'fair')",-0.10651509,-0.26791468,0.1489261,0.0080689,0.1408572
41,-0.3935854,-0.6142247,"('unforgiving', 'forgiving')",0.0793315,0.017903296,-0.157127,-0.2981607,0.1410337
54,-0.37081915,-0.16886184,"('incapable', 'capable')",0.25652033,0.31994817,-0.0571494,0.0755432,-0.1326926
14,-0.35129285,-0.7902517,"('antisocial', 'social')",-0.034086034,-0.13548212,-0.1926894,-0.4628669,0.2701775
67,0.32791954,0.6384015,"('doubtful', 'determined')",-0.53746593,-0.16020486,-0.1047732,0.2390983,-0.3438715
71,0.2841101,0.23373058,"('diffident', 'self-confident')",0.21779916,0.19912976,0.2509546,0.2164302,0.0345244
30,0.252877,0.17101288,"('intolerant', 'tolerant')",0.9418857,0.8732247,0.5973814,0.5221188,0.0752626
31,0.2402216,0.13232423,"('evil', 'good')",-0.95318633,-1.1566869,-0.3564824,-0.5121813,0.1556989
60,-0.22043967,-0.28440815,"('inefficient', 'efficient')",0.3710244,0.45676044,0.0752924,0.0861761,-0.0108837
20,-0.20174035,-0.23136304,"('rough', 'thoughtful')",0.8226753,0.5699211,0.3104675,0.169279,0.1411885
61,-0.1954341,-0.343566,"('illogical', 'logical')",0.6096507,0.4620424,0.2071083,0.0592382,0.1478701
87,-0.19004583,-0.3036144,"('unsuccessful', 'successful')",0.6161293,0.77176905,0.2130417,0.2340773,-0.0210356
49,0.16953568,0.20289081,"('unable', 'able')",-0.4295444,-0.39664263,-0.1300043,-0.0968759,-0.0331284
6,-0.16680752,0.06194239,"('distant', 'open')",-0.8910656,-1.0364859,-0.5289366,-0.4872718,-0.0416648
26,-0.13765843,-0.33035463,"('hardhearted', 'benevolent')",1.2964973,1.0039129,0.5794194,0.3367791,0.2426403
58,-0.12969454,-0.5127563,"('undiscriminating', 'discriminating')",0.42642188,0.38618454,0.1483637,-0.0632859,0.2116496
4,0.12016208,-0.04413717,"('disliked', 'liked')",-6.249678,-6.0406203,-3.0647581,-3.0423787,-0.0223794
36,0.113568775,-0.0150984,"('hostile', 'amicable')",-0.41660148,-0.71676666,-0.1515163,-0.3659325,0.2144162
47,-0.10784213,-0.0916311,"('stupid', 'smart')",5.3797326,5.1804214,2.6359453,2.5443952,0.0915501
5,0.084563,0.33454213,"('distant', 'outgoing')",-0.66866875,-0.6504193,-0.2920529,-0.1579386,-0.1341143
40,0.080723666,-0.08539979,"('stingy', 'generous')",-1.591988,-1.7719533,-0.7556322,-0.9286765,0.1730443
2,-0.06914249,0.047114775,"('unlikable', 'likable')",0.43785134,0.48694935,0.1843544,0.2670321,-0.0826777
64,-0.06577775,-0.33972746,"('shy', 'confident')",-5.8858542,-5.573485,-2.975816,-2.9566061,-0.0192099
16,0.06549878,0.030669443,"('unpopular', 'popular')",0.28152466,0.020608813,0.1735117,0.0256391,0.1478726
48,0.05141598,-0.25767264,"('unintelligent', 'intelligent')",1.3459158,1.1211146,0.6986659,0.431721,0.2669449
50,0.033034053,0.25468597,"('clumsy', 'skillful')",-0.25463226,-0.4117849,-0.1107991,-0.0785495,-0.0322496
25,0.031800184,-0.08753618,"('egoistic', 'altruistic')",0.89559597,0.7144587,0.4636981,0.3134613,0.1502368
17,-0.010546558,-0.1462551,"('nasty', 'nice')",-0.6862089,-0.7183274,-0.3483777,-0.4322913,0.0839136
