,sherwin_male,sherwin_female,tuple,williams_male,williams_female,co_male,co_female,average_male,average_female,male-female
26,0.7740886,0.745066,"('hardhearted', 'benevolent')",0.5524889,0.46424013,1.161081,0.9352622,0.8292195,0.7148561,0.1143634
27,0.76320803,0.6680771,"('hardhearted', 'softhearted')",0.34997353,0.41285422,0.82926196,0.70811945,0.6474812,0.5963503,0.0511309
25,0.7580584,0.53648484,"('egoistic', 'altruistic')",1.0520755,0.590024,1.034857,0.7527944,0.9483303,0.6264344,0.3218959
51,-0.7508609,-0.8988874,"('uneducated', 'educated')",-0.23195605,-0.3479762,0.14301734,0.1307776,-0.2799332,-0.3720287,0.0920955
84,0.74922466,0.70891905,"('inferior', 'superior')",0.4992342,0.2516609,0.90835255,0.8404904,0.7189372,0.6003568,0.1185804
52,0.7355618,0.6441526,"('irrational', 'rational')",0.90983164,0.83089715,0.15121531,-0.113916546,0.5988696,0.4537111,0.1451585
61,-0.7296758,-0.8074986,"('illogical', 'logical')",0.81277215,0.47007033,0.33007804,0.19521685,0.1377248,-0.0474038,0.1851286
73,0.7252398,0.86412084,"('helpless', 'self-reliant')",0.79030555,0.97918445,-2.8220873,-2.6629648,-0.435514,-0.2732198,-0.1622942
39,-0.7191373,-0.6116372,"('exploitative', 'cooperative')",-0.05088006,-0.040764064,0.71948206,0.79793066,-0.0168451,0.0485098,-0.0653549
54,0.65935373,0.67930776,"('incapable', 'capable')",0.9028894,0.84654933,1.0137019,1.0655209,0.8586483,0.8637927,-0.0051444
50,0.6373115,0.3121806,"('clumsy', 'skillful')",0.3389092,0.119987056,-0.3804686,-0.62208426,0.198584,-0.0633055,0.2618895
18,0.6246055,0.57309645,"('disagreeable', 'welcoming')",-0.31620565,-0.32166842,-1.17503,-1.2265016,-0.2888767,-0.3250245,0.0361478
49,-0.6172631,-0.50716364,"('unable', 'able')",-0.678416,-0.5923335,-0.3370741,-0.22731693,-0.544251,-0.4422714,-0.1019796
42,0.59287137,0.58120567,"('unreliable', 'reliable')",1.1229905,1.2038634,-2.1219628,-1.9005933,-0.135367,-0.0385081,-0.0968589
24,-0.57079697,-0.7658406,"('dishonest', 'honest')",-0.013923973,-0.1593993,1.1514996,1.2090884,0.1889262,0.0946162,0.09431
67,0.5106357,0.49022827,"('doubtful', 'determined')",0.19745585,0.04005584,0.008151002,-0.07169732,0.2387475,0.1528623,0.0858852
29,0.46376356,0.48421636,"('unfair', 'fair')",-0.001175113,0.049983867,-0.32671034,-0.28060558,0.0452927,0.0845316,-0.0392389
12,-0.415599,-0.48036093,"('unsupportive', 'supportive')",1.647638,1.6508485,-1.3537816,-1.393164,-0.0405809,-0.0742255,0.0336446
4,0.40686935,0.48143739,"('disliked', 'liked')",1.7178595,1.8107044,-6.620966,-6.533326,-1.4987456,-1.4137281,-0.0850175
58,0.39377213,0.42719194,"('undiscriminating', 'discriminating')",0.41630825,0.18270636,0.28837553,0.19672185,0.366152,0.2688734,0.0972786
53,0.38851297,0.42028698,"('uncreative', 'creative')",1.3190596,1.0893877,0.9559433,0.8839076,0.8878386,0.7978608,0.0899778
74,-0.37298134,-0.36542964,"('undedicated', 'dedicated')",1.1697645,1.1088051,-0.021328913,0.0392963,0.2584848,0.2608906,-0.0024058
17,0.36120948,0.46546447,"('nasty', 'nice')",0.7199225,0.791452,-0.21375127,-0.1964939,0.2891269,0.3534742,-0.0643473
37,0.34951955,0.276345,"('fake', 'genuine')",0.45912877,0.35263455,0.235807,0.33957043,0.3481518,0.32285,0.0253018
40,-0.34864613,-0.2061157,"('stingy', 'generous')",0.34600288,0.34835646,-2.1363547,-2.163134,-0.7129993,-0.6736311,-0.0393682
88,-0.32091534,-0.3412561,"('low', 'eminent')",-0.058802325,-0.17566927,-0.6023325,-0.5056839,-0.3273501,-0.3408697,0.0135196
20,-0.2782461,-0.10996214,"('rough', 'thoughtful')",0.17744474,0.21211776,0.44051868,0.40168703,0.1132391,0.1679476,-0.0547085
83,-0.27699026,-0.3291738,"('powerless', 'powerful')",0.37622118,0.13233441,-0.6773072,-0.7022225,-0.1926921,-0.2996873,0.1069952
78,0.26122504,0.15687665,"('nonresilient', 'resilient')",0.12011117,-0.0859774,-0.11846843,-0.19579215,0.0876226,-0.041631,0.1292536
64,-0.21517518,-0.34382486,"('shy', 'confident')",0.06435249,-0.17552675,-4.9848695,-4.9030814,-1.7118974,-1.8074776,0.0955802
8,-0.2120511,-0.3550236,"('unaffectionate', 'affectionate')",0.64976275,0.7016461,0.56883794,0.46901906,0.3355165,0.2718805,0.063636
68,0.1951354,0.15503468,"('dependent', 'independent')",0.23294543,0.10191936,-1.0960829,-1.1548085,-0.2226674,-0.2992848,0.0766174
34,0.19322069,0.15953617,"('mean', 'honorable')",0.25249138,0.14951092,5.119297,4.890873,1.855003,1.7333067,0.1216963
87,0.18369767,0.111211196,"('unsuccessful', 'successful')",0.74202657,0.47668746,0.06934339,-0.10803959,0.3316892,0.159953,0.1717362
9,0.10102016,-0.027258247,"('unaffectionate', 'caring')",1.6523333,1.5687407,1.5159738,1.4224377,1.0897757,0.9879734,0.1018023
44,0.095851555,0.35380533,"('prejudiced', 'unprejudiced')",-0.790792,-0.36429402,-1.3918012,-1.2244719,-0.6955806,-0.4116535,-0.2839271
38,-0.03635768,-0.1694237,"('untruthful', 'truthful')",0.40175128,0.39640883,0.16835766,0.14066704,0.1779171,0.1225507,0.0553664
2,-0.03521525,0.014037892,"('unlikable', 'likable')",0.85335386,0.79375434,0.49808863,0.5124338,0.4387424,0.4400754,-0.001333
1,0.016849995,-0.05637946,"('unfriendly', 'friendly')",1.030881,0.8175617,1.2754836,1.142023,0.7744048,0.6344017,0.1400031
