,williams_male,williams_female,tuple,cos_male,cos_female,average_male,average_female,male-female
24,1.2959447,1.4334152,"('dishonest', 'honest')",0.29659566,0.15442096,0.7962702,0.7939181,0.0023521
85,-1.2866,-1.3280805,"('insignificant', 'prestigious')",-1.518782,-1.800839,-1.402691,-1.5644598,0.1617688
0,1.2642623,1.161235,"('unsociable', 'sociable')",0.26100126,0.34179175,0.7626318,0.7515134,0.0111184
60,1.2529148,1.7826743,"('inefficient', 'efficient')",0.9592357,1.3252835,1.1060753,1.5539789,-0.4479036
5,-1.2142228,-0.97885495,"('distant', 'outgoing')",-1.3084134,-1.2930112,-1.2613181,-1.135933,-0.1253851
6,-1.2140241,-0.9627491,"('distant', 'open')",-1.2721113,-1.3885198,-1.2430677,-1.1756344,-0.0674333
13,1.1867616,1.2721978,"('impolite', 'polite')",0.33359137,0.51227254,0.7601765,0.8922352,-0.1320587
14,1.1856631,1.4182872,"('antisocial', 'social')",-0.04350874,0.5453606,0.5710772,0.9818239,-0.4107467
61,1.1666092,1.3095033,"('illogical', 'logical')",-0.049322993,0.2386032,0.5586431,0.7740533,-0.2154102
49,-1.1620176,-0.9533143,"('unable', 'able')",-0.80818254,-0.32935673,-0.9851,-0.6413355,-0.3437645
72,1.1517185,1.3770517,"('unambitious', 'ambitious')",-0.2119186,-0.19996193,0.4699,0.5885449,-0.1186449
23,1.107247,1.2649691,"('insincere', 'sincere')",2.568326,2.912286,1.8377864,2.0886276,-0.2508412
16,-1.0830694,-0.98032135,"('unpopular', 'popular')",-0.4415893,-0.16905281,-0.7623293,-0.5746871,-0.1876422
76,0.93575513,0.9260265,"('anxious', 'daring')",0.38725704,0.5878888,0.6615061,0.7569577,-0.0954516
73,0.90287304,1.1733825,"('helpless', 'self-reliant')",-1.329354,-1.275704,-0.2132405,-0.0511608,-0.1620797
3,0.9010864,1.0282284,"('repellent', 'pleasant')",0.2516328,0.25207758,0.5763596,0.640153,-0.0637934
87,0.8966213,1.1261398,"('unsuccessful', 'successful')",1.1196206,1.3355281,1.0081209,1.230834,-0.2227131
8,-0.8772353,-1.0809062,"('unaffectionate', 'affectionate')",-0.51472366,-0.8090585,-0.6959795,-0.9449823,0.2490028
11,0.8480164,0.68252677,"('unhelpful', 'helpful')",1.560724,1.60699,1.2043703,1.1447583,0.059612
25,-0.8460916,-0.58327353,"('egoistic', 'altruistic')",-0.11689204,-0.21571516,-0.4814918,-0.3994943,-0.0819975
84,0.84068805,0.66843534,"('inferior', 'superior')",0.3623752,0.35614708,0.6015316,0.5122912,0.0892404
63,0.81444156,0.91987514,"('unperceptive', 'insightful')",0.8466461,0.7440309,0.8305438,0.831953,-0.0014092
41,0.7626532,1.0302515,"('unforgiving', 'forgiving')",-0.0044218525,0.25981733,0.3791157,0.6450344,-0.2659187
18,-0.7615814,-0.42147955,"('disagreeable', 'welcoming')",-1.2924501,-1.1631389,-1.0270157,-0.7923092,-0.2347065
29,-0.7569968,-0.6378893,"('unfair', 'fair')",-0.97188455,-1.0843513,-0.8644407,-0.8611203,-0.0033204
26,-0.7087195,-0.73179215,"('hardhearted', 'benevolent')",0.96007365,0.67801416,0.1256771,-0.026889,0.1525661
2,0.70288193,1.3633704,"('unlikable', 'likable')",0.50778216,0.79143095,0.605332,1.0774007,-0.4720687
75,-0.6987613,-0.38865462,"('meek', 'impulsive')",-1.013272,-1.060693,-0.8560166,-0.7246738,-0.1313428
9,0.6887192,0.49779356,"('unaffectionate', 'caring')",0.20969704,-0.032313682,0.4492081,0.2327399,0.2164682
45,0.6755944,0.5719863,"('incompetent', 'competent')",0.29659215,0.18668772,0.4860933,0.379337,0.1067563
37,0.66064817,0.44131833,"('fake', 'genuine')",0.5345052,0.12948525,0.5975767,0.2854018,0.3121749
79,-0.6481279,-1.2872264,"('wavering', 'unwavering')",-0.9299257,-1.1867362,-0.7890268,-1.2369814,0.4479546
42,0.62814325,0.7675093,"('unreliable', 'reliable')",-0.928723,-1.095376,-0.1502899,-0.1639334,0.0136435
82,-0.6180107,-0.42034122,"('poor', 'rich')",2.8343217,3.122206,1.1081555,1.3509324,-0.2427769
69,-0.6146258,-0.38973847,"('lazy', 'industrious')",-0.26693976,-0.3323416,-0.4407828,-0.3610401,-0.0797427
32,0.60194767,0.6560383,"('unkind', 'kind')",1.1139858,0.8307918,0.8579667,0.743415,0.1145517
33,0.59994054,0.8751313,"('wrong', 'right')",-0.43517047,-0.46681908,0.082385,0.2041561,-0.1217711
34,-0.5980105,-0.4195615,"('mean', 'honorable')",2.3379574,2.631903,0.8699734,1.1061707,-0.2361973
80,0.55785096,0.49030185,"('dominated', 'dominating')",0.51209295,0.42718196,0.534972,0.4587419,0.0762301
83,0.50624686,0.28995246,"('powerless', 'powerful')",-0.68581015,-0.7248993,-0.0897816,-0.2174734,0.1276918
78,-0.50334895,-0.5829315,"('nonresilient', 'resilient')",0.27583438,0.045095928,-0.1137573,-0.2689178,0.1551605
22,0.4675222,0.63355136,"('untrustworthy', 'trustworthy')",-0.85872823,-0.7015828,-0.195603,-0.0340157,-0.1615873
47,0.45572212,0.6517092,"('stupid', 'smart')",2.3635006,2.70624,1.4096113,1.6789746,-0.2693633
67,0.4397908,0.22034149,"('doubtful', 'determined')",0.55996877,0.5287643,0.4998798,0.3745529,0.1253269
28,0.41556585,0.42203698,"('disloyal', 'loyal')",0.42707253,0.3881906,0.4213192,0.4051138,0.0162054
15,-0.4094215,-0.68814963,"('boring', 'funny')",0.17816214,0.100359835,-0.1156297,-0.2938949,0.1782652
50,-0.39359283,-0.8271791,"('clumsy', 'skillful')",0.53914535,0.009784788,0.0727763,-0.4086971,0.4814734
64,0.38694182,0.68121994,"('shy', 'confident')",-2.7572343,-2.4106207,-1.1851462,-0.8647004,-0.3204458
59,-0.38217306,-0.38486195,"('foolish', 'wise')",-0.13358772,-0.33702427,-0.2578804,-0.3609431,0.1030627
1,-0.3511624,-0.1802194,"('unfriendly', 'friendly')",-0.075064436,-0.32453114,-0.2131134,-0.2523753,0.0392619
88,0.3047605,0.053045698,"('low', 'eminent')",-0.25937483,-0.6677973,0.0226928,-0.3073758,0.3300686
71,0.29820228,0.36705422,"('diffident', 'self-confident')",0.08042216,0.18192823,0.1893122,0.2744912,-0.085179
38,0.2839255,0.5212235,"('untruthful', 'truthful')",-0.24821097,-0.05843492,0.0178573,0.2313943,-0.213537
43,0.25205028,0.7524981,"('irresponsible', 'responsible')",0.61575156,0.7482562,0.4339009,0.7503772,-0.3164763
58,0.232478,-0.16715233,"('undiscriminating', 'discriminating')",0.5255354,0.26907387,0.3790067,0.0509608,0.3280459
53,0.22763388,0.37423873,"('uncreative', 'creative')",0.33740488,0.23091015,0.2825194,0.3025745,-0.0200551
77,0.1911314,0.5381122,"('unmotivated', 'motivated')",-0.5497741,-0.3474922,-0.1793213,0.09531,-0.2746313
4,-0.17382368,-0.11795192,"('disliked', 'liked')",-3.184065,-3.2735085,-1.6789443,-1.6957302,0.0167859
17,-0.16557328,-0.12375876,"('nasty', 'nice')",-0.96985537,-0.98365366,-0.5677143,-0.5537062,-0.0140081
27,-0.091855496,-0.23442197,"('hardhearted', 'softhearted')",0.5931636,0.19076242,0.250654,-0.0218298,0.2724838
66,0.08766948,-0.31187367,"('inactive', 'active')",0.2374683,-0.10239929,0.1625689,-0.2071365,0.3697054
39,0.0875421,0.6577177,"('exploitative', 'cooperative')",0.7993692,1.2148211,0.4434557,0.9362694,-0.4928137
54,0.08312665,-0.051858053,"('incapable', 'capable')",-0.17215267,-0.031520948,-0.044513,-0.0416895,-0.0028235
48,0.057625156,0.021166407,"('unintelligent', 'intelligent')",-0.22377369,-0.29668832,-0.0830743,-0.137761,0.0546867
40,-0.03834178,0.39066496,"('stingy', 'generous')",-1.4538984,-1.5896506,-0.7461201,-0.5994928,-0.1466273
68,0.018172942,0.05096464,"('dependent', 'independent')",-1.1625726,-1.1249038,-0.5721998,-0.5369696,-0.0352302
65,0.017344847,0.452834,"('insecure', 'secure')",0.060235187,0.50158125,0.03879,0.4772076,-0.4384176
20,-0.016819626,0.124871776,"('rough', 'thoughtful')",0.30209592,0.40044832,0.1426381,0.2626601,-0.120022
19,-0.0038382486,-0.4387082,"('inhospitable', 'hospitable')",-0.4702372,-0.69376314,-0.2370377,-0.5662357,0.329198
