,zions_male,zions_female,tuple,bancorporation_male,bancorporation_female,n_male,n_female,a_male,a_female,average_male,average_female,male-female
25,-0.9430737,-1.292079,"('egoistic', 'altruistic')",0.6228467,0.51811105,-0.36318815,-0.3523317,0.84403044,0.75451136,0.0401538,-0.0929471,0.1331009
56,0.9159134,1.1932929,"('impractical', 'practical')",-0.19841278,-0.113180615,1.8554887,2.0439057,0.16178034,0.4383116,0.6836924,0.8905824,-0.20689
80,0.8754004,1.2422584,"('dominated', 'dominating')",-0.3733461,-0.2855288,1.0876122,1.2596269,-0.35912418,-0.15463659,0.3076356,0.51543,-0.2077944
23,0.8739303,0.7797703,"('insincere', 'sincere')",-0.55072534,-0.66428465,1.2562482,0.9930861,5.7828608,5.6469183,1.8405786,1.6888726,0.151706
73,0.87180614,0.81794417,"('helpless', 'self-reliant')",1.1541338,1.1879898,-1.0705924,-0.7654647,-3.610195,-3.3846717,-0.6637118,-0.5360506,-0.1276612
6,-0.8706708,-0.9798554,"('distant', 'open')",0.23092446,0.19613361,-1.5311303,-1.3585342,0.032767538,0.031799793,-0.5345272,-0.5276141,-0.0069131
19,-0.853165,-0.9306001,"('inhospitable', 'hospitable')",-1.4369801,-1.492095,-0.52972037,-0.64224,-0.6888267,-0.7013194,-0.8771731,-0.9415637,0.0643906
2,0.8433488,0.7883753,"('unlikable', 'likable')",1.5636377,1.512471,1.5323063,1.5260177,0.9509586,1.1144421,1.2225629,1.2353265,-0.0127636
47,-0.81503856,-0.56568325,"('stupid', 'smart')",0.0673147,0.039642613,1.4164411,1.1850243,5.216765,5.0678506,1.4713706,1.4317086,0.039662
74,0.7979919,0.89734095,"('undedicated', 'dedicated')",-0.48475122,-0.4391325,0.7354943,0.7856124,-0.035042793,0.04654649,0.253423,0.3225918,-0.0691688
16,-0.79153055,-0.94047517,"('unpopular', 'popular')",-0.09862955,-0.107577786,-0.51371616,-0.5814367,0.42283604,0.45687348,-0.2452601,-0.2931541,0.047894
84,-0.7713987,-0.8484267,"('inferior', 'superior')",-0.5394501,-0.48968187,-0.5430432,-0.63761663,-0.5679407,-0.63663137,-0.6054582,-0.6530892,0.047631
52,-0.7102002,-1.0661446,"('irrational', 'rational')",-0.1970276,-0.33761647,-0.70467556,-0.8194557,0.9173937,0.70308423,-0.1736274,-0.3800331,0.2064057
45,-0.70827055,-0.08445742,"('incompetent', 'competent')",-1.8984216,-1.6143501,1.0659827,1.382547,0.6816426,0.91509646,-0.2147668,0.149709,-0.3644758
44,-0.6979406,-0.67642087,"('prejudiced', 'unprejudiced')",0.8730168,0.91334254,-0.8669448,-0.79166013,-1.9558694,-1.8876655,-0.6619345,-0.610601,-0.0513335
5,-0.6930862,-0.8273743,"('distant', 'outgoing')",0.61085826,0.6143107,-1.3560082,-1.3001398,-0.8975832,-0.9104045,-0.5839548,-0.605902,0.0219472
70,0.6900989,0.92721874,"('lethargic', 'energetic')",-0.90079343,-0.73766613,1.5847502,1.5888529,0.818965,0.8564458,0.5482551,0.6587128,-0.1104577
11,0.6868812,0.5768634,"('unhelpful', 'helpful')",-0.9523994,-0.95214844,1.4083432,1.2041693,2.017834,2.013622,0.7901647,0.7106266,0.0795381
53,-0.67517304,-0.78596324,"('uncreative', 'creative')",-0.80297226,-0.87349886,0.20070559,0.17461218,0.62172264,0.6342754,-0.1639293,-0.2126436,0.0487143
26,0.6291898,0.520823,"('hardhearted', 'benevolent')",0.7644681,0.67079824,0.63528836,0.63178056,0.9935495,0.9027637,0.755624,0.6815414,0.0740826
83,-0.61220425,-0.64769804,"('powerless', 'powerful')",0.3133162,0.3572503,-0.99969375,-0.92637795,-1.228931,-1.2236611,-0.6318782,-0.6101217,-0.0217565
57,-0.6077266,-0.5048936,"('unimaginative', 'imaginative')",-1.2233424,-1.0566356,0.2260293,0.45838293,-2.8422327,-2.4354737,-1.1118181,-0.884655,-0.2271631
38,0.6059345,0.5774981,"('untruthful', 'truthful')",-0.20001842,-0.075812384,0.20168588,0.3465623,1.2994007,1.4339902,0.4767507,0.5705596,-0.0938089
18,0.5969655,0.30802742,"('disagreeable', 'welcoming')",0.12787801,-0.08587727,-0.2894901,-0.41146693,-0.4021454,-0.3824751,0.008302,-0.142948,0.15125
41,0.5959414,0.6680706,"('unforgiving', 'forgiving')",0.18837304,0.20876406,0.5898187,0.5963461,0.64032125,0.65122277,0.5036136,0.5311009,-0.0274873
60,0.58858424,0.70004886,"('inefficient', 'efficient')",-0.6130136,-0.62393886,1.587278,1.2957292,0.2751786,0.24511082,0.4595068,0.4042375,0.0552693
85,-0.5606172,-0.9110931,"('insignificant', 'prestigious')",0.42749137,0.28511247,-1.0784776,-1.1487058,-0.21411319,-0.31825146,-0.3564292,-0.5232345,0.1668053
17,-0.5375093,-0.6105854,"('nasty', 'nice')",0.36226392,0.33745447,-0.5795955,-0.6586362,-0.86942595,-0.7516453,-0.4060667,-0.4208531,0.0147864
75,-0.52534854,-0.3732603,"('meek', 'impulsive')",0.9894334,1.1869466,-1.018341,-0.9575893,-0.525303,-0.40662175,-0.2698898,-0.1376312,-0.1322586
51,0.5182612,0.44529873,"('uneducated', 'educated')",-1.4139574,-1.4335265,1.9487913,1.9025787,-0.07040991,0.027952239,0.2456713,0.2355758,0.0100955
14,0.48333555,0.45865995,"('antisocial', 'social')",0.08893643,0.119142115,1.8442624,1.5744982,-0.73123425,-0.63336474,0.421325,0.3797339,0.0415911
35,-0.48314175,-0.6109491,"('corrupt', 'incorrupt')",1.4525172,1.3604581,-2.3787494,-2.1876376,-0.6360119,-0.63366944,-0.5113465,-0.5179495,0.006603
81,0.4619823,0.11154319,"('submissive', 'aggressive')",-0.7654443,-0.9038501,1.0489104,0.6113822,-0.28142324,-0.4102613,0.1160063,-0.1477965,0.2638028
82,-0.45478517,-0.4332041,"('poor', 'rich')",-0.6861813,-0.8057451,1.7195655,1.5508327,5.988287,6.024336,1.6417215,1.5840548,0.0576667
64,-0.4523186,-0.406784,"('shy', 'confident')",-0.44299522,-0.3302842,-0.37488616,-0.2206711,-5.7369723,-5.4485383,-1.7517931,-1.6015694,-0.1502237
79,0.44431847,0.2990191,"('wavering', 'unwavering')",-0.024298543,-0.01468793,-0.5279024,-0.16835123,0.10448151,0.305873,-0.0008502,0.1054632,-0.1063134
88,-0.4361106,-1.0530245,"('low', 'eminent')",-1.0001047,-1.2976879,0.09790027,-0.20810054,-0.40122107,-0.56460655,-0.434884,-0.7808548,0.3459708
72,0.4211871,0.5935502,"('unambitious', 'ambitious')",-0.85747355,-0.6909113,0.68142205,0.6927567,0.9841381,1.1745089,0.3073184,0.4424762,-0.1351578
54,-0.38507456,-0.57759106,"('incapable', 'capable')",0.22402626,0.10097766,0.48700106,0.3857633,1.4803289,1.4360982,0.4515704,0.336312,0.1152584
50,-0.35609603,-0.671187,"('clumsy', 'skillful')",0.115729176,0.02536518,0.039674092,-0.03607861,0.56238174,0.5784357,0.0904222,-0.0258662,0.1162884
37,-0.34815305,-0.31315047,"('fake', 'genuine')",-1.3367712,-1.3651448,-0.17720056,-0.17211874,0.5205247,0.48983958,-0.3354,-0.3401437,0.0047437
71,0.34043825,0.09999195,"('diffident', 'self-confident')",0.26048726,0.26003975,-0.12386425,-0.022428706,-0.25198466,-0.19394717,0.0562692,0.035914,0.0203552
63,0.32012925,0.56767815,"('unperceptive', 'insightful')",-0.80261695,-0.56075794,0.5358805,0.59818417,0.9780868,1.1604196,0.2578699,0.441381,-0.1835111
62,0.31866997,0.72936326,"('incompetent', 'brilliant')",-0.55401754,-0.34453273,1.8190261,1.9903435,1.0371386,1.3980759,0.6552043,0.9433125,-0.2881082
3,-0.31023234,-0.201291,"('repellent', 'pleasant')",-0.27189252,-0.19249599,1.2944882,1.2076427,1.1776633,1.1416035,0.4725067,0.4888648,-0.0163581
78,-0.30986533,-0.25875467,"('nonresilient', 'resilient')",-0.35059565,-0.26274464,-0.012854636,0.14156462,-0.13648193,0.19923937,-0.2024494,-0.0451738,-0.1572756
20,-0.30890054,-0.14939749,"('rough', 'thoughtful')",-0.032928757,0.024818946,0.15011644,0.18837485,0.17409623,0.22864099,-0.0044042,0.0731093,-0.0775135
8,-0.2984254,-0.42882752,"('unaffectionate', 'affectionate')",-1.1409831,-1.1910492,-0.31904808,-0.36131883,0.4397967,0.31818724,-0.329665,-0.4157521,0.0860871
65,0.2976926,0.41517583,"('insecure', 'secure')",-0.6206417,-0.72971624,1.4972638,1.349333,0.28248808,0.4277605,0.3642007,0.3656383,-0.0014376
21,0.2894107,0.3081331,"('immoral', 'moral')",-1.0907009,-1.0526235,1.609559,1.3876749,0.11916626,0.101636596,0.2318588,0.1862053,0.0456535
34,-0.287787,-0.17269069,"('mean', 'honorable')",0.21730907,0.14169356,0.76501924,0.67644006,4.684389,4.6240773,1.3447326,1.3173801,0.0273525
59,0.2833996,0.064777166,"('foolish', 'wise')",0.11422555,0.050218657,0.11870353,0.112468116,1.2231047,1.2406156,0.4348584,0.3670199,0.0678385
22,-0.25364888,0.18599926,"('untrustworthy', 'trustworthy')",-1.0938998,-0.9351435,0.96341354,1.1404586,-0.5555663,-0.27638924,-0.2349254,0.0287313,-0.2636567
15,0.25187442,0.10748868,"('boring', 'funny')",0.95896214,0.87949896,0.989006,0.92653304,0.11746295,0.05383428,0.5793263,0.4918388,0.0874875
48,-0.24762848,-0.19764487,"('unintelligent', 'intelligent')",-1.8731382,-1.9037017,-0.2661952,-0.19540921,0.8065517,0.8482679,-0.3951026,-0.362122,-0.0329806
46,-0.24350502,-0.03248968,"('uncompetitive', 'competitive')",-1.0716614,-0.9401176,0.123665266,-0.016631238,-0.19743448,-0.18004751,-0.3472339,-0.2923215,-0.0549124
27,0.24077304,0.21342337,"('hardhearted', 'softhearted')",-0.4645007,-0.5406272,-0.29528943,-0.5829872,0.93768805,0.7002335,0.1046677,-0.0524894,0.1571571
77,-0.227324,-0.351352,"('unmotivated', 'motivated')",0.15069866,0.080879234,-0.5398982,-0.677544,-0.6127829,-0.53965575,-0.3073266,-0.3719181,0.0645915
69,0.21344243,-0.114041634,"('lazy', 'industrious')",2.5425699,2.4714262,-0.9383973,-0.82196474,-0.7820796,-0.8331075,0.2588838,0.1755781,0.0833057
67,0.20452228,-0.18991408,"('doubtful', 'determined')",0.94014394,0.8634578,0.24184622,-0.05120137,-0.77469045,-0.93257684,0.1529555,-0.0775586,0.2305141
86,0.196796,0.08383814,"('uninfluential', 'influential')",-2.3338983,-2.3599613,0.23964342,0.047177397,0.59483784,0.4837311,-0.3256553,-0.4363037,0.1106484
24,-0.19337109,0.093761966,"('dishonest', 'honest')",-1.7512476,-1.6891972,-0.5903433,-0.32895938,1.2319492,1.306407,-0.3257532,-0.1544969,-0.1712563
33,0.17935538,-0.04207308,"('wrong', 'right')",1.0396907,0.99579847,0.2986291,0.23781417,0.012602376,-0.0382792,0.3825694,0.2883151,0.0942543
28,0.16767654,-0.11320804,"('disloyal', 'loyal')",-1.4546357,-1.5847839,0.8951532,0.8961758,1.9588487,1.8560089,0.3917607,0.2635482,0.1282125
58,-0.16600437,-0.092707865,"('undiscriminating', 'discriminating')",0.3824707,0.43463156,-0.3467247,-0.45033705,-0.090869635,-0.0732255,-0.055282,-0.0454097,-0.0098723
10,-0.14581464,0.048638813,"('unsympathetic', 'sympathetic')",-2.4180787,-2.3887124,0.7436448,0.77620596,0.40804854,0.539222,-0.35305,-0.2561614,-0.0968886
4,0.1437419,0.026517075,"('disliked', 'liked')",0.374423,0.5358183,-0.24653085,0.04101511,-6.1784825,-5.920032,-1.4767121,-1.3291703,-0.1475418
32,0.14056076,0.13192855,"('unkind', 'kind')",0.0052325726,-0.16968642,1.4425286,1.2223597,1.1487826,1.0938878,0.6842761,0.5696224,0.1146537
55,-0.10147994,0.112436324,"('incompetent', 'clever')",-2.017152,-1.9484192,1.2604648,1.3734232,0.3529715,0.46283305,-0.1262989,6.83e-05,-0.1263672
30,0.09859325,0.25315458,"('intolerant', 'tolerant')",-0.42195708,-0.54092944,0.008841813,-0.00013813749,0.10860011,0.034646712,-0.0514805,-0.0633166,0.0118361
9,-0.059687637,-0.10943101,"('unaffectionate', 'caring')",-0.5955607,-0.5576716,0.06401724,0.049968336,1.4376571,1.3964823,0.2116065,0.194837,0.0167695
0,-0.043884188,-0.32742733,"('unsociable', 'sociable')",-0.52558994,-0.6185373,1.4322503,1.1950221,-0.11317563,-0.22002532,0.1874001,0.007258,0.1801421
66,-0.039306775,-0.06501018,"('inactive', 'active')",0.91793275,0.99114454,-0.37466937,-0.34803283,0.56936353,0.5374242,0.26833,0.2788814,-0.0105514
13,-0.035769485,0.2752288,"('impolite', 'polite')",-0.20843625,-0.20977134,0.13209626,0.2475743,-0.21618721,-0.07595845,-0.0820742,0.0592683,-0.1413425
87,-0.028027523,-0.0030696634,"('unsuccessful', 'successful')",0.6740183,0.701553,1.7975281,1.7160571,0.6499369,0.8919633,0.7733639,0.8266259,-0.053262
