,broadcom_male,broadcom_female,tuple,corp_male,corp_female,average_male,average_female,male-female
4,-0.30126825,-0.3407824,"('disliked', 'liked')",-7.2055974,-7.5897193,-3.7534328,-3.965251,0.2118182
76,-0.27369678,0.2956214,"('anxious', 'daring')",-0.46707857,0.25649658,-0.3703877,0.276059,-0.6464467
29,0.2721928,0.44312373,"('unfair', 'fair')",-0.060854137,-0.40516087,0.1056693,0.0189814,0.0866879
15,-0.25632223,-0.27187857,"('boring', 'funny')",0.021509977,-0.20423518,-0.1174061,-0.2380569,0.1206508
14,0.24163395,0.5950948,"('antisocial', 'social')",-0.22590202,-0.14051083,0.007866,0.227292,-0.219426
80,0.22986239,0.585307,"('dominated', 'dominating')",-0.7738712,-0.24930362,-0.2720044,0.1680017,-0.4400061
83,0.2174906,0.2731408,"('powerless', 'powerful')",-0.9054993,-0.7774902,-0.3440043,-0.2521747,-0.0918296
79,0.21720168,-0.0249913,"('wavering', 'unwavering')",-0.09276579,-0.22485289,0.0622179,-0.1249221,0.18714
26,0.21521749,-0.5124571,"('hardhearted', 'benevolent')",1.8675193,0.72570837,1.0413684,0.1066256,0.9347428
18,-0.2124286,-0.6285475,"('disagreeable', 'welcoming')",-0.28338692,-0.48955598,-0.2479078,-0.5590518,0.311144
58,0.20790708,0.22080007,"('undiscriminating', 'discriminating')",0.37259594,0.08157481,0.2902515,0.1511874,0.1390641
22,-0.20374772,-0.107038885,"('untrustworthy', 'trustworthy')",-0.97833,-0.65439546,-0.5910389,-0.3807172,-0.2103217
77,-0.20023347,-0.03804259,"('unmotivated', 'motivated')",-1.3390656,-0.8822981,-0.7696495,-0.4601704,-0.3094791
5,-0.1919468,-0.49831876,"('distant', 'outgoing')",-0.26577026,-0.53765446,-0.2288585,-0.5179866,0.2891281
52,0.17497952,-0.5906645,"('irrational', 'rational')",0.4178837,-0.11833725,0.2964316,-0.3545009,0.6509325
20,0.16970521,0.38766408,"('rough', 'thoughtful')",0.7289548,0.5805759,0.44933,0.48412,-0.03479
27,-0.16373277,-0.55983824,"('hardhearted', 'softhearted')",1.5851772,0.989648,0.7107222,0.2149049,0.4958173
62,-0.15295504,0.64967704,"('incompetent', 'brilliant')",-0.024250982,1.0484171,-0.088603,0.8490471,-0.9376501
37,0.14287421,0.18623653,"('fake', 'genuine')",0.38942868,0.40565872,0.2661514,0.2959476,-0.0297962
68,-0.12094647,0.27555022,"('dependent', 'independent')",-0.80700815,-0.44254228,-0.4639773,-0.083496,-0.3804813
67,0.1159507,-0.076792136,"('doubtful', 'determined')",-0.77278733,-1.1311514,-0.3284183,-0.6039718,0.2755535
71,0.11358554,0.12766743,"('diffident', 'self-confident')",0.5686746,0.4303299,0.3411301,0.2789987,0.0621314
36,-0.10190617,-0.62038636,"('hostile', 'amicable')",0.27549046,-0.6740626,0.0867921,-0.6472245,0.7340166
61,0.0830179,-0.0085245,"('illogical', 'logical')",0.67056286,0.7324606,0.3767904,0.3619681,0.0148223
50,0.07859281,-0.098173544,"('clumsy', 'skillful')",-0.014540698,0.15858719,0.0320261,0.0302068,0.0018193
3,-0.054547623,0.14020172,"('repellent', 'pleasant')",0.74025524,1.1382604,0.3428538,0.639231,-0.2963772
66,0.05260782,-0.65828985,"('inactive', 'active')",0.598388,-0.09298571,0.3254979,-0.3756378,0.7011357
42,0.051082358,0.046962626,"('unreliable', 'reliable')",-3.389473,-3.06311,-1.6691953,-1.5080737,-0.1611216
74,0.035389956,0.033942595,"('undedicated', 'dedicated')",-0.27016255,-0.30649996,-0.1173863,-0.1362787,0.0188924
59,0.030163214,-0.3933181,"('foolish', 'wise')",0.079201706,-0.11858003,0.0546825,-0.2559491,0.3106316
64,0.017148245,-0.28733954,"('shy', 'confident')",-6.7863426,-6.7683606,-3.3845973,-3.5278502,0.1432529
75,0.0027559698,0.09652095,"('meek', 'impulsive')",-0.90029067,-1.0293996,-0.4487674,-0.4664393,0.0176719
