,bard_male,bard_female,tuple,cr_male,cr_female,inc_male,inc_female,average_male,average_female,male-female
51,0.6657234,0.74651134,"('uneducated', 'educated')",0.7170775,0.82207584,0.72029257,0.64618284,0.7010311,0.7382567,-0.0372256
83,0.47631568,0.56666315,"('powerless', 'powerful')",-1.1101264,-0.9881756,-0.91006166,-0.9493237,-0.5146241,-0.4569454,-0.0576787
54,-0.44406027,-0.5354575,"('incapable', 'capable')",-0.08612597,-0.2716854,0.80981034,0.83163816,0.093208,0.0081651,0.0850429
32,0.402231,0.42661497,"('unkind', 'kind')",1.312544,1.4082979,0.5017727,0.44263935,0.7388492,0.759184,-0.0203348
73,0.37292004,0.45735243,"('helpless', 'self-reliant')",0.19603226,0.17962737,-2.8063908,-2.815285,-0.7458128,-0.7261017,-0.0197111
27,-0.35944968,-0.43861276,"('hardhearted', 'softhearted')",0.19962128,0.12350676,1.093034,1.0017511,0.3110685,0.2288817,0.0821868
41,0.35856983,0.26959494,"('unforgiving', 'forgiving')",0.14468485,0.079619244,-0.027225196,-0.09753415,0.1586765,0.0838933,0.0747832
25,-0.35014132,-0.34730026,"('egoistic', 'altruistic')",-1.2367336,-1.3350168,1.2176147,1.2609812,-0.1230867,-0.1404453,0.0173586
29,-0.34194914,-0.5362079,"('unfair', 'fair')",-0.107963085,-0.14328653,-0.2526575,-0.35297003,-0.2341899,-0.3441548,0.1099649
84,0.32350558,0.15439892,"('inferior', 'superior')",0.672976,0.6738235,1.1903204,1.1878077,0.728934,0.67201,0.056924
82,-0.27326196,-0.0667837,"('poor', 'rich')",0.040996023,0.06054315,5.3005953,5.233741,1.6894431,1.7425001,-0.053057
88,-0.2640346,-0.39557573,"('low', 'eminent')",-0.93391955,-1.0067005,0.16779709,0.15937547,-0.3433857,-0.4143003,0.0709146
47,0.17480698,0.39955872,"('stupid', 'smart')",0.8752891,0.8728299,4.786979,4.8543696,1.9456917,2.0422529,-0.0965612
61,0.1313094,0.028603695,"('illogical', 'logical')",1.435562,1.2874911,0.2507001,0.1515396,0.6058572,0.4892114,0.1166458
71,0.12251666,0.052363344,"('diffident', 'self-confident')",0.076312535,0.009356253,0.19976662,0.15235764,0.1328653,0.0713591,0.0615062
33,0.06390006,-0.11437243,"('wrong', 'right')",-0.045519162,-0.19984627,-0.557158,-0.6337134,-0.1795924,-0.3159774,0.136385
42,-0.059538804,0.060335655,"('unreliable', 'reliable')",0.2514821,0.37386557,-2.9199133,-2.808536,-0.9093234,-0.7914449,-0.1178785
2,-0.057725217,0.16236815,"('unlikable', 'likable')",0.3423267,0.39426374,0.43580663,0.52171206,0.240136,0.359448,-0.119312
38,0.048609085,-0.06707663,"('untruthful', 'truthful')",-0.4047708,-0.44660023,-0.14624612,-0.16579834,-0.1674693,-0.2264917,0.0590224
64,0.00979545,-0.035480343,"('shy', 'confident')",0.3379389,0.42642182,-5.4908137,-5.3307986,-1.7143598,-1.646619,-0.0677408
87,0.0061664227,-0.06692836,"('unsuccessful', 'successful')",0.6684417,0.6774797,0.95634174,0.9139406,0.54365,0.508164,0.035486
