,entergy_male,entergy_female,tuple,corp_male,corp_female,average_male,average_female,male-female
62,-0.31139186,-0.31548697,"('incompetent', 'brilliant')",0.1520234,0.15494572,-0.0796842,-0.0802706,0.0005864
47,-0.29979002,-0.21590477,"('stupid', 'smart')",5.5984125,5.632361,2.6493113,2.7082281,-0.0589168
75,0.29327875,0.27867898,"('meek', 'impulsive')",-0.5559323,-0.6144394,-0.1313268,-0.1678802,0.0365534
48,-0.29220042,-0.68605244,"('unintelligent', 'intelligent')",0.7464812,0.66648483,0.2271404,-0.0097838,0.2369242
56,0.26005197,0.46134678,"('impractical', 'practical')",-0.7311817,-0.65806824,-0.2355649,-0.0983607,-0.1372042
80,0.25050485,0.07761188,"('dominated', 'dominating')",-1.0141224,-0.9444655,-0.3818088,-0.4334268,0.051618
14,-0.23409821,-0.031564567,"('antisocial', 'social')",-0.49578634,-0.365427,-0.3649423,-0.1984958,-0.1664465
16,-0.22681886,-0.30586767,"('unpopular', 'popular')",0.43970785,0.41941094,0.1064445,0.0567716,0.0496729
30,-0.22231922,-0.19223739,"('intolerant', 'tolerant')",0.6816397,0.6421696,0.2296602,0.2249661,0.0046941
42,0.22114077,0.22033466,"('unreliable', 'reliable')",-3.3434324,-3.2736592,-1.5611458,-1.5266622,-0.0344836
52,-0.21365745,-0.3221592,"('irrational', 'rational')",0.24063374,0.2675114,0.0134881,-0.0273239,0.040812
50,0.20205323,-0.012617703,"('clumsy', 'skillful')",0.48676288,0.3441982,0.3444081,0.1657902,0.1786179
35,-0.19654948,-0.2566664,"('corrupt', 'incorrupt')",-0.1865674,-0.1989714,-0.1915584,-0.2278189,0.0362605
68,-0.19574994,-0.31607798,"('dependent', 'independent')",-0.7569363,-0.839105,-0.4763431,-0.5775915,0.1012484
78,-0.19294396,-0.26584888,"('nonresilient', 'resilient')",0.23746109,0.28276023,0.0222586,0.0084557,0.0138029
12,-0.16687338,0.105749935,"('unsupportive', 'supportive')",-2.250804,-2.169574,-1.2088387,-1.0319121,-0.1769266
38,-0.16634816,-0.058255844,"('untruthful', 'truthful')",-0.13412361,-0.18866056,-0.1502359,-0.1234582,-0.0267777
26,0.16301776,0.3018645,"('hardhearted', 'benevolent')",1.6100254,1.7969301,0.8865216,1.0493972,-0.1628756
49,-0.15873936,-0.37670976,"('unable', 'able')",-0.034937862,-0.016552426,-0.0968386,-0.1966311,0.0997925
83,0.15734023,0.27310747,"('powerless', 'powerful')",-1.1474173,-1.029792,-0.4950385,-0.3783422,-0.1166963
41,-0.14015417,-0.20521249,"('unforgiving', 'forgiving')",-0.15487465,-0.26431748,-0.1475144,-0.234765,0.0872506
63,-0.13257939,0.034069855,"('unperceptive', 'insightful')",0.49347085,0.44553277,0.1804457,0.2398013,-0.0593556
66,0.116196506,0.36092412,"('inactive', 'active')",0.51124775,0.52914625,0.3137221,0.4450352,-0.1313131
20,-0.11295511,-0.17747462,"('rough', 'thoughtful')",0.7786626,0.9074189,0.3328538,0.3649721,-0.0321183
84,0.1028725,-0.08663443,"('inferior', 'superior')",1.0776469,1.0460577,0.5902597,0.4797117,0.110548
39,0.10204418,0.14663798,"('exploitative', 'cooperative')",-0.04074037,0.17774819,0.0306519,0.1621931,-0.1315412
88,-0.09790488,-0.3537978,"('low', 'eminent')",0.0954898,-0.1652657,-0.0012075,-0.2595317,0.2583242
60,0.08871218,-0.09436421,"('inefficient', 'efficient')",0.0052775815,-0.05879174,0.0469949,-0.076578,0.1235729
18,-0.07984052,-0.25764862,"('disagreeable', 'welcoming')",-0.24622002,-0.41689304,-0.1630303,-0.3372708,0.1742405
64,-0.07352002,0.021588631,"('shy', 'confident')",-6.8061132,-6.635153,-3.4398167,-3.306782,-0.1330347
85,0.05015152,0.20532736,"('insignificant', 'prestigious')",0.3478982,0.5263703,0.1990249,0.3658488,-0.1668239
4,0.040815577,0.16840614,"('disliked', 'liked')",-7.1680703,-7.090427,-3.5636275,-3.4610105,-0.102617
