,te_male,te_female,tuple,connectivity_male,connectivity_female,ltd_male,ltd_female,average_male,average_female,male-female
5,-1.2010996,-1.0849603,"('distant', 'outgoing')",-0.15923798,-0.45273846,-0.06247063,-0.35884628,-0.4742694,-0.6321817,0.1579123
66,-1.1978903,-0.8946798,"('inactive', 'active')",-0.83624,-0.86886865,0.9483019,0.9548204,-0.3619428,-0.269576,-0.0923668
17,-1.1581346,-1.1466584,"('nasty', 'nice')",-0.023221795,-0.17606284,-0.11496851,-0.08865681,-0.4321083,-0.4704593,0.038351
70,1.1542678,0.9800151,"('lethargic', 'energetic')",1.5127248,1.8349167,0.9831827,1.186081,1.2167251,1.3336709,-0.1169458
25,-1.148731,-0.94768196,"('egoistic', 'altruistic')",0.5310172,0.25093332,0.8695458,0.6892358,0.083944,-0.0025043,0.0864483
81,1.1212071,0.78626174,"('submissive', 'aggressive')",0.8032289,1.1584667,-0.6489048,-0.397,0.4251771,0.5159094,-0.0907323
30,1.0635699,1.0241592,"('intolerant', 'tolerant')",2.0916545,2.3795629,1.2446176,1.4885285,1.4666139,1.6307502,-0.1641363
11,1.022239,0.95223874,"('unhelpful', 'helpful')",1.1899364,1.5638815,2.0739558,2.19425,1.4287103,1.5701234,-0.1414131
78,-1.0046716,-1.0205787,"('nonresilient', 'resilient')",-0.045416247,0.06792499,0.033389546,0.11833212,-0.3388994,-0.2781072,-0.0607922
62,0.97098106,0.9558775,"('incompetent', 'brilliant')",1.2378731,1.621113,0.026816338,0.28041703,0.7452235,0.9524691,-0.2072456
73,0.97052824,1.2391696,"('helpless', 'self-reliant')",0.38973272,0.481099,-2.430887,-2.414724,-0.3568753,-0.2314852,-0.1253901
23,0.9536954,0.5520428,"('insincere', 'sincere')",0.7685514,0.9931142,4.753323,4.7147827,2.1585232,2.0866466,0.0718766
59,0.93727547,1.0352356,"('foolish', 'wise')",0.24894387,-0.057822756,0.46709743,0.27061403,0.5511056,0.4160089,0.1350967
15,0.9116311,0.8218298,"('boring', 'funny')",0.46517274,0.36796376,0.93449837,0.9301792,0.7704341,0.7066576,0.0637765
4,-0.9075374,-0.4977033,"('disliked', 'liked')",-0.44339085,-0.67600125,-4.3770466,-4.299475,-1.909325,-1.8243933,-0.0849317
24,0.8813397,0.8182279,"('dishonest', 'honest')",0.51901984,0.63611686,0.30686823,0.30093083,0.5690759,0.5850919,-0.016016
58,-0.8077675,-0.55113894,"('undiscriminating', 'discriminating')",0.31755048,0.47252554,0.18107158,0.2811316,-0.1030485,0.0675061,-0.1705546
32,0.74162024,0.6196176,"('unkind', 'kind')",0.76350105,0.98968524,0.827455,0.99958897,0.7775254,0.8696306,-0.0921052
9,-0.73045665,-0.65379345,"('unaffectionate', 'caring')",0.13081802,0.05858077,0.88966596,0.7328584,0.0966758,0.0458819,0.0507939
75,-0.7139959,-0.7418458,"('meek', 'impulsive')",0.17225765,0.023125306,-0.112863846,-0.2750426,-0.2182007,-0.3312544,0.1130537
80,0.70792806,0.6353785,"('dominated', 'dominating')",-0.16880655,0.21930255,-0.79243076,-0.55042076,-0.0844364,0.1014201,-0.1858565
47,0.70112324,0.60041606,"('stupid', 'smart')",0.48320732,0.4754931,4.706028,4.761503,1.9634528,1.9458041,0.0176487
64,0.70102966,0.7110595,"('shy', 'confident')",0.6962925,0.9069461,-5.020687,-4.977302,-1.2077883,-1.1197654,-0.0880229
65,0.6851361,0.5488956,"('insecure', 'secure')",0.87887174,1.2131326,-0.10723834,0.24851516,0.4855898,0.6701811,-0.1845913
88,0.6641436,0.4233845,"('low', 'eminent')",1.614825,1.4797932,1.3113452,1.2466387,1.1967713,1.0499388,0.1468325
27,-0.66391337,-0.97396356,"('hardhearted', 'softhearted')",0.5283475,0.5537153,0.6656732,0.46510655,0.1767024,0.0149528,0.1617496
13,0.6630732,0.5997323,"('impolite', 'polite')",0.74678737,1.13873,-0.69922006,-0.19767454,0.2368802,0.5135959,-0.2767157
85,-0.65640694,-0.3514843,"('insignificant', 'prestigious')",0.027132988,-0.40913576,0.4755105,0.29216182,-0.0512545,-0.1561527,0.1048982
51,0.6334514,0.5458044,"('uneducated', 'educated')",-0.4088781,-0.1815084,-0.17161995,-0.05382864,0.0176511,0.1034891,-0.085838
16,-0.62837666,-0.6789794,"('unpopular', 'popular')",0.09412153,-0.01238022,0.77745694,0.6986691,0.0810673,0.0024365,0.0786308
1,-0.6214874,-0.41390103,"('unfriendly', 'friendly')",0.76492596,0.5082269,1.4076738,1.2798705,0.5170375,0.4580654,0.0589721
74,0.60989773,0.7658536,"('undedicated', 'dedicated')",0.61484814,0.7197859,0.14439519,0.29675382,0.4563804,0.5941312,-0.1377508
82,0.5928448,0.56150293,"('poor', 'rich')",0.9374133,0.92643213,5.280037,5.353952,2.2700984,2.280629,-0.0105306
42,0.5708244,0.7257299,"('unreliable', 'reliable')",0.66702074,0.8306958,-2.3227386,-2.1938682,-0.3616312,-0.2124808,-0.1491504
7,0.56214696,0.48304257,"('insensitive', 'sensitive')",0.6704185,1.0514697,0.3368581,0.54188806,0.5231411,0.6921334,-0.1689923
37,-0.54254913,-0.4733979,"('fake', 'genuine')",-0.22354288,0.0214145,0.09318656,0.07154474,-0.2243018,-0.1268129,-0.0974889
2,0.52364117,0.7012462,"('unlikable', 'likable')",1.1041954,1.2166075,0.6244606,0.70100677,0.7507656,0.8729534,-0.1221878
76,0.49905348,0.54368705,"('anxious', 'daring')",0.31020227,0.7167697,-0.17694768,0.1399155,0.2107693,0.4667908,-0.2560215
28,-0.4954983,-0.46166322,"('disloyal', 'loyal')",0.34007946,0.46812522,0.6698636,0.62371194,0.1714816,0.210058,-0.0385764
40,-0.49272573,-0.28913656,"('stingy', 'generous')",0.23070577,0.2584662,-2.0915132,-2.0476675,-0.784511,-0.6927793,-0.0917317
69,-0.45773235,-0.27177396,"('lazy', 'industrious')",0.6499817,0.42065385,0.15088443,0.11324255,0.1143779,0.0873742,0.0270037
41,-0.44357494,-0.49188995,"('unforgiving', 'forgiving')",-0.21733773,-0.20888045,0.3019974,0.30661526,-0.1196384,-0.131385,0.0117466
86,-0.42289066,-0.38866037,"('uninfluential', 'influential')",-0.06783418,0.114369184,-0.32581165,-0.13147688,-0.2721788,-0.135256,-0.1369228
44,0.41412234,0.4594107,"('prejudiced', 'unprejudiced')",-0.004721187,0.16159263,-1.1826231,-1.2642549,-0.2577407,-0.2144172,-0.0433235
29,0.40715888,0.47912475,"('unfair', 'fair')",-0.3289849,-0.26793796,-1.0510104,-0.960386,-0.3242788,-0.2497331,-0.0745457
3,0.38491976,0.19460411,"('repellent', 'pleasant')",-0.007310167,0.10184063,0.0071648667,0.123682514,0.1282582,0.1400424,-0.0117842
84,0.3398823,0.34862396,"('inferior', 'superior')",0.18270671,0.30382016,0.61615807,0.5331137,0.3795824,0.3951859,-0.0156035
83,-0.3268258,-0.14515796,"('powerless', 'powerful')",-0.19935156,-0.016215116,-1.2961329,-1.2753611,-0.6074367,-0.4789114,-0.1285253
87,0.3149665,0.4668139,"('unsuccessful', 'successful')",0.737327,0.8939319,0.6590037,0.93387806,0.5704324,0.7648746,-0.1944422
72,0.307137,0.50194794,"('unambitious', 'ambitious')",-0.81669325,-0.68510735,-0.606856,-0.41200402,-0.3721374,-0.1983878,-0.1737496
52,0.30503446,0.46431264,"('irrational', 'rational')",0.4746167,0.28602478,-0.27104986,-0.52237576,0.1695338,0.0759872,0.0935466
46,0.3009813,0.15110444,"('uncompetitive', 'competitive')",0.9489015,1.3099755,-0.15814215,0.07545648,0.3639135,0.5121788,-0.1482653
38,-0.29974544,-0.18482673,"('untruthful', 'truthful')",0.17159733,0.24249516,0.7030992,0.7777721,0.1916504,0.2784802,-0.0868298
18,-0.2807505,-0.24314481,"('disagreeable', 'welcoming')",-0.034264967,-0.15317589,-0.7311994,-0.792074,-0.3487383,-0.3961316,0.0473933
49,-0.24917558,-0.21494645,"('unable', 'able')",-0.7619435,-0.5903336,-0.23343396,-0.087690875,-0.414851,-0.297657,-0.117194
22,0.24801336,0.4140345,"('untrustworthy', 'trustworthy')",0.56798923,0.7980977,-0.49594504,-0.23536378,0.1066859,0.3255895,-0.2189036
12,0.247447,0.32752144,"('unsupportive', 'supportive')",0.81197774,1.0280448,-1.2760627,-1.1155001,-0.0722127,0.0800221,-0.1522348
63,-0.22671714,-0.11570185,"('unperceptive', 'insightful')",0.66319144,0.9083746,0.702162,0.9065735,0.3795455,0.5664154,-0.1868699
19,-0.2265087,-0.04011567,"('inhospitable', 'hospitable')",-1.0259027,-1.1934354,-0.23566033,-0.32052952,-0.4960239,-0.5180269,0.022003
67,0.215153,0.25536236,"('doubtful', 'determined')",0.45679224,0.5309703,-0.47478133,-0.45978507,0.0657213,0.1088492,-0.0431279
10,0.20428142,0.06389953,"('unsympathetic', 'sympathetic')",0.029646784,0.43082252,-0.15501395,0.11598107,0.0263048,0.2035677,-0.1772629
53,-0.20349994,0.1338319,"('uncreative', 'creative')",-0.6166326,-0.54605365,-0.14058697,0.1714388,-0.3202398,-0.080261,-0.2399788
26,0.17732303,0.47703084,"('hardhearted', 'benevolent')",0.4653766,0.30065683,1.8932706,2.05595,0.8453234,0.9445459,-0.0992225
68,0.16267462,0.050930843,"('dependent', 'independent')",-0.6873649,-0.57234144,-0.8123234,-0.7329254,-0.4456712,-0.418112,-0.0275592
45,0.16184345,0.3372565,"('incompetent', 'competent')",0.5387585,0.71986794,0.19648696,0.3642694,0.2990296,0.4737979,-0.1747683
33,-0.1612204,0.074193604,"('wrong', 'right')",0.8603956,0.7997739,-0.37491962,-0.3722726,0.1080852,0.1672316,-0.0591464
48,-0.16112238,-0.16093951,"('unintelligent', 'intelligent')",0.2864354,0.6493535,-0.057365634,0.22809598,0.0226491,0.2388366,-0.2161875
77,-0.15776971,-0.23625815,"('unmotivated', 'motivated')",0.36321607,0.60863113,-1.1754804,-1.0386369,-0.3233447,-0.222088,-0.1012567
57,-0.14329788,0.008974314,"('unimaginative', 'imaginative')",-0.033994786,0.17804989,-1.319634,-0.9484532,-0.4989756,-0.2538097,-0.2451659
50,0.14046721,0.12074656,"('clumsy', 'skillful')",0.6746746,0.61425066,-0.15055934,-0.22293508,0.2215275,0.1706874,0.0508401
34,0.123740196,0.18282752,"('mean', 'honorable')",0.53757703,0.66012746,4.8384356,4.9684668,1.833251,1.9371406,-0.1038896
79,-0.118712075,-0.13085602,"('wavering', 'unwavering')",-0.7260618,-1.0868855,0.40847403,0.11355445,-0.1454333,-0.3680623,0.222629
55,0.075827464,0.0129197575,"('incompetent', 'clever')",0.4457603,0.8356349,0.18149546,0.4914183,0.2343611,0.4466577,-0.2122966
54,-0.07498351,-0.101660796,"('incapable', 'capable')",0.09101355,0.059284292,0.92989314,0.7873648,0.3153077,0.2483294,0.0669783
0,-0.063329816,-0.17136815,"('unsociable', 'sociable')",1.0441087,1.2098603,-0.060842425,0.15118524,0.3066455,0.3965592,-0.0899137
20,0.057748098,-0.06539293,"('rough', 'thoughtful')",-0.09844341,0.07314233,0.6295262,0.820404,0.196277,0.2760511,-0.0797741
