,verisign_male,verisign_female,tuple,inc_male,inc_female,average_male,average_female,male-female
58,-0.4201492,-0.72197515,"('undiscriminating', 'discriminating')",0.28190154,0.15074195,-0.0691238,-0.2856166,0.2164928
22,-0.38793308,-0.39863312,"('untrustworthy', 'trustworthy')",-0.84316665,-0.8758824,-0.6155499,-0.6372578,0.0217079
6,-0.37996674,-0.57889086,"('distant', 'open')",-0.15535775,-0.24748228,-0.2676622,-0.4131866,0.1455244
50,0.34100848,0.35633624,"('clumsy', 'skillful')",0.15536222,0.08849384,0.2481854,0.222415,0.0257704
82,-0.3394913,0.022357766,"('poor', 'rich')",5.0241585,5.9122114,2.3423336,2.9672847,-0.6249511
40,-0.3328142,-0.7076372,"('stingy', 'generous')",-1.0059863,-1.4884638,-0.6694003,-1.0980505,0.4286502
56,-0.32524386,0.09134504,"('impractical', 'practical')",-0.09819248,0.27061874,-0.2117182,0.1809819,-0.3927001
77,-0.32128805,-0.40132892,"('unmotivated', 'motivated')",-0.72620374,-0.7838401,-0.5237459,-0.5925845,0.0688386
53,-0.31519318,-0.6510715,"('uncreative', 'creative')",1.1100173,0.82531744,0.3974121,0.087123,0.3102891
64,-0.30601248,-0.355203,"('shy', 'confident')",-5.5222073,-5.9941134,-2.9141099,-3.1746583,0.2605484
88,-0.28803155,-0.30917287,"('low', 'eminent')",0.2079286,0.2836966,-0.0400515,-0.0127381,-0.0273134
61,-0.27158508,-0.49126783,"('illogical', 'logical')",0.45217538,0.26901388,0.0902952,-0.111127,0.2014222
17,-0.24052435,-0.26445735,"('nasty', 'nice')",-0.4342918,-0.66990024,-0.3374081,-0.4671788,0.1297707
52,-0.23354556,-0.7565472,"('irrational', 'rational')",0.17394564,-0.33116025,-0.0298,-0.5438538,0.5140538
83,-0.21475795,-0.43666086,"('powerless', 'powerful')",-0.8100783,-0.9186324,-0.5124182,-0.6776466,0.1652284
26,-0.19066265,-0.40122133,"('hardhearted', 'benevolent')",1.6432222,1.4692076,0.7262798,0.5339931,0.1922867
15,0.17818782,0.11358236,"('boring', 'funny')",0.35708863,0.32542887,0.2676382,0.2195056,0.0481326
19,-0.17115952,-0.15978597,"('inhospitable', 'hospitable')",0.031418186,-0.063610636,-0.0698707,-0.1116983,0.0418276
29,0.16236356,0.1344009,"('unfair', 'fair')",-0.36672106,-0.43900853,-0.1021788,-0.1523038,0.050125
16,-0.14886016,-0.24592298,"('unpopular', 'popular')",0.35986474,0.2599931,0.1055023,0.0070351,0.0984672
49,-0.1437058,-0.16961905,"('unable', 'able')",0.09189655,0.10340408,-0.0259046,-0.0331075,0.0072029
87,-0.14147425,0.120986,"('unsuccessful', 'successful')",1.0189695,1.0326875,0.4387476,0.5768368,-0.1380892
5,-0.13453758,-0.21552628,"('distant', 'outgoing')",-0.3712017,-0.41792616,-0.2528696,-0.3167262,0.0638566
25,-0.12567687,-0.45662454,"('egoistic', 'altruistic')",1.7235031,1.6434004,0.7989131,0.593388,0.2055251
2,-0.10676998,-0.13145128,"('unlikable', 'likable')",0.3426095,0.34932598,0.1179198,0.1089374,0.0089824
37,-0.07352972,0.13619158,"('fake', 'genuine')",-0.02049525,0.08281042,-0.0470125,0.109501,-0.1565135
71,0.058023166,-0.18246746,"('diffident', 'self-confident')",0.7130664,0.6484144,0.3855448,0.2329735,0.1525713
42,0.052514743,0.45894715,"('unreliable', 'reliable')",-2.7784283,-2.8895872,-1.3629568,-1.21532,-0.1476368
4,0.043851934,0.07101758,"('disliked', 'liked')",-5.4831076,-6.060135,-2.7196279,-2.9945586,0.2749307
34,0.034580167,-0.11307596,"('mean', 'honorable')",5.381475,5.930627,2.7080276,2.9087756,-0.200748
79,-0.023838013,-0.14194742,"('wavering', 'unwavering')",-0.25562167,-0.22888519,-0.1397298,-0.1854163,0.0456865
31,-0.023358058,-0.6827827,"('evil', 'good')",-0.86590695,-1.3121314,-0.4446325,-0.997457,0.5528245
30,-0.0045922846,-0.1965753,"('intolerant', 'tolerant')",1.2473849,1.1622076,0.6213963,0.4828162,0.1385801
20,0.00092878565,-0.019803684,"('rough', 'thoughtful')",1.489048,1.2289635,0.7449884,0.6045799,0.1404085
