,loews_male,loews_female,tuple,corp_male,corp_female,average_male,average_female,male-female
29,-1.043027,-0.88955045,"('unfair', 'fair')",-0.47751203,-0.42872,-0.7602695,-0.6591352,-0.1011343
23,-1.0177209,-1.0967818,"('insincere', 'sincere')",5.7090116,5.893512,2.3456454,2.398365,-0.0527196
24,-1.0136797,-0.7529056,"('dishonest', 'honest')",0.9803323,1.0882692,-0.0166737,0.1676818,-0.1843555
3,-0.94262844,-0.94692695,"('repellent', 'pleasant')",0.5230438,0.5542276,-0.2097923,-0.1963497,-0.0134426
43,-0.90629077,-0.6737954,"('irresponsible', 'responsible')",0.2673653,0.5530129,-0.3194627,-0.0603912,-0.2590715
65,-0.9038964,-0.84872735,"('insecure', 'secure')",0.020996686,-0.043732185,-0.4414499,-0.4462298,0.0047799
32,-0.8805774,-0.7719874,"('unkind', 'kind')",0.5792835,0.56062275,-0.150647,-0.1056823,-0.0449647
20,-0.8447509,-0.6378549,"('rough', 'thoughtful')",0.6925406,0.8700046,-0.0761051,0.1160749,-0.19218
78,-0.8363687,-0.7760164,"('nonresilient', 'resilient')",0.41187876,0.41816938,-0.212245,-0.1789235,-0.0333215
18,-0.82541883,-0.6219907,"('disagreeable', 'welcoming')",-0.778662,-0.6691142,-0.8020405,-0.6455524,-0.1564881
88,-0.8117296,-0.7523611,"('low', 'eminent')",-0.5768766,-0.513298,-0.6943031,-0.6328295,-0.0614736
8,-0.8000465,-0.5789015,"('unaffectionate', 'affectionate')",-0.07197167,0.1486474,-0.4360091,-0.2151271,-0.220882
9,-0.7950814,-0.5176846,"('unaffectionate', 'caring')",0.8243587,0.9820927,0.0146387,0.232204,-0.2175653
72,-0.72639275,-0.5793743,"('unambitious', 'ambitious')",-0.39144567,-0.38438776,-0.5589192,-0.481881,-0.0770382
7,-0.6922602,-0.75172126,"('insensitive', 'sensitive')",0.3725234,0.33152238,-0.1598684,-0.2100994,0.050231
77,-0.68753266,-0.6770803,"('unmotivated', 'motivated')",-0.76951766,-0.83335656,-0.7285252,-0.7552184,0.0266932
66,-0.6859892,-0.38566706,"('inactive', 'active')",0.10522877,0.38592708,-0.2903802,0.00013,-0.2905102
22,-0.66876096,-0.6542669,"('untrustworthy', 'trustworthy')",-1.0968997,-1.1146275,-0.8828304,-0.8844472,0.0016168
41,-0.6618667,-0.290676,"('unforgiving', 'forgiving')",-0.32579952,-0.32048705,-0.4938331,-0.3055815,-0.1882516
27,-0.6593533,-0.496745,"('hardhearted', 'softhearted')",0.9206957,0.9666112,0.1306712,0.2349331,-0.1042619
31,-0.61768633,-0.41800368,"('evil', 'good')",-1.365143,-1.1575191,-0.9914147,-0.7877614,-0.2036533
39,0.58665127,0.6915435,"('exploitative', 'cooperative')",-0.021099078,0.0023411904,0.2827761,0.3469424,-0.0641663
12,-0.58512145,-0.48084182,"('unsupportive', 'supportive')",-1.8861241,-2.0069182,-1.2356228,-1.24388,0.0082572
74,-0.5786937,-0.3400948,"('undedicated', 'dedicated')",-0.71512955,-0.6534115,-0.6469116,-0.4967532,-0.1501584
51,-0.56376636,-0.7058445,"('uneducated', 'educated')",0.8452051,0.7488083,0.1407194,0.0214819,0.1192375
35,0.55194926,0.69058955,"('corrupt', 'incorrupt')",-0.8171248,-0.63260424,-0.1325878,0.0289927,-0.1615805
37,-0.52885354,-0.637229,"('fake', 'genuine')",0.016356423,0.05308386,-0.2562486,-0.2920726,0.035824
68,-0.52270365,-0.6708412,"('dependent', 'independent')",-0.16020948,-0.11904562,-0.3414566,-0.3949434,0.0534868
38,-0.5198786,-0.5100661,"('untruthful', 'truthful')",0.5054051,0.3564986,-0.0072367,-0.0767837,0.069547
26,-0.51200366,0.010529824,"('hardhearted', 'benevolent')",1.0512586,1.1647059,0.2696275,0.5876179,-0.3179904
79,-0.5105878,-0.4307665,"('wavering', 'unwavering')",-0.5676131,-0.45290676,-0.5391005,-0.4418366,-0.0972639
83,-0.50605804,-0.24756797,"('powerless', 'powerful')",-1.0010467,-1.172726,-0.7535523,-0.710147,-0.0434053
70,-0.5034019,-0.6002794,"('lethargic', 'energetic')",0.27575198,0.2384896,-0.1138249,-0.1808949,0.06707
21,-0.49211672,-0.6461099,"('immoral', 'moral')",-0.4227512,-0.50957274,-0.4574339,-0.5778413,0.1204074
82,-0.4709578,-0.6545461,"('poor', 'rich')",6.0960402,6.507961,2.8125412,2.9267073,-0.1141661
58,-0.46487907,-0.1123291,"('undiscriminating', 'discriminating')",0.21470465,0.23394081,-0.1250872,0.0608059,-0.1858931
85,0.45145157,0.72881496,"('insignificant', 'prestigious')",-0.71707165,-0.4733746,-0.13281,0.1277202,-0.2605302
54,-0.44163457,-0.4699768,"('incapable', 'capable')",0.60766387,0.5058923,0.0830147,0.0179577,0.065057
16,-0.43189797,-0.22618729,"('unpopular', 'popular')",0.24055625,0.3071852,-0.0956709,0.040499,-0.1361699
17,-0.42372924,-0.19481641,"('nasty', 'nice')",-0.5800969,-0.59607196,-0.5019131,-0.3954442,-0.1064689
76,-0.4120761,-0.30614325,"('anxious', 'daring')",0.23072276,0.110412925,-0.0906767,-0.0978652,0.0071885
44,-0.40664014,-0.34288397,"('prejudiced', 'unprejudiced')",-1.4028829,-1.4649953,-0.9047616,-0.9039396,-0.000822
67,0.40512326,0.37698665,"('doubtful', 'determined')",-0.3738202,-0.41002095,0.0156515,-0.0165171,0.0321686
13,-0.39034832,-0.55705756,"('impolite', 'polite')",-0.12395148,-0.23887594,-0.2571499,-0.3979667,0.1408168
42,0.38917637,0.48501095,"('unreliable', 'reliable')",-2.9361591,-3.2735982,-1.2734914,-1.3942937,0.1208023
49,-0.38907483,-0.52556103,"('unable', 'able')",-0.12376082,-0.1902498,-0.2564178,-0.3579054,0.1014876
33,0.36971703,0.55089575,"('wrong', 'right')",-0.9100823,-0.7451901,-0.2701826,-0.0971472,-0.1730354
36,-0.35774535,-0.10736174,"('hostile', 'amicable')",-0.9204924,-0.7931657,-0.6391189,-0.4502637,-0.1888552
84,-0.34531876,-0.30487347,"('inferior', 'superior')",0.99523234,1.1133846,0.3249568,0.4042556,-0.0792988
4,0.33661345,0.37204516,"('disliked', 'liked')",-6.1156254,-6.6617694,-2.8895059,-3.1448622,0.2553563
60,-0.32807055,-0.2576599,"('inefficient', 'efficient')",0.6243417,0.5487131,0.1481356,0.1455266,0.002609
19,-0.31444153,-0.36478028,"('inhospitable', 'hospitable')",-0.57677746,-0.46776468,-0.4456095,-0.4162725,-0.029337
40,-0.31087965,0.055427995,"('stingy', 'generous')",-1.4875499,-1.5345707,-0.8992147,-0.7395713,-0.1596434
56,0.30683413,0.38472578,"('impractical', 'practical')",-0.018639538,-0.18321367,0.1440973,0.1007561,0.0433412
75,0.30493593,0.17872977,"('meek', 'impulsive')",-0.7665149,-0.61662436,-0.2307895,-0.2189473,-0.0118422
59,0.303145,0.24894886,"('foolish', 'wise')",-0.13820198,0.058942568,0.0824715,0.1539457,-0.0714742
64,-0.27425468,-0.15705374,"('shy', 'confident')",-5.7268033,-6.0077157,-3.0005291,-3.0823848,0.0818557
63,-0.27213234,-0.33191407,"('unperceptive', 'insightful')",1.0799688,0.97398084,0.4039182,0.3210334,0.0828848
6,-0.24110092,0.04801237,"('distant', 'open')",-0.96033186,-0.5771742,-0.6007164,-0.2645809,-0.3361355
62,-0.22132267,-0.19967568,"('incompetent', 'brilliant')",1.1772245,1.0287946,0.4779509,0.4145595,0.0633914
47,-0.2156311,-0.05873926,"('stupid', 'smart')",4.93023,5.135934,2.3572996,2.5385973,-0.1812977
81,-0.21438669,-0.36416417,"('submissive', 'aggressive')",0.058734868,-0.1781635,-0.0778259,-0.2711638,0.1933379
52,-0.20896208,-0.1604309,"('irrational', 'rational')",-0.6083397,-0.47803476,-0.4086509,-0.3192328,-0.0894181
50,-0.17534035,-0.28936446,"('clumsy', 'skillful')",-0.15784425,-0.10489631,-0.1665923,-0.1971304,0.0305381
2,0.16823661,0.48694062,"('unlikable', 'likable')",0.23767737,0.46167693,0.202957,0.4743088,-0.2713518
71,-0.14083928,0.045146,"('diffident', 'self-confident')",0.3309698,0.24606723,0.0950653,0.1456066,-0.0505413
15,0.09231075,0.23107356,"('boring', 'funny')",-0.10577533,-0.025222963,-0.0067323,0.1029253,-0.1096576
14,0.052474987,0.37088975,"('antisocial', 'social')",-0.14704002,-0.12830131,-0.0472825,0.1212942,-0.1685767
87,-0.04886855,0.17807338,"('unsuccessful', 'successful')",1.1914876,1.2788799,0.5713095,0.7284766,-0.1571671
80,-0.043529455,-0.0104256235,"('dominated', 'dominating')",-0.35252872,-0.5547552,-0.1980291,-0.2825904,0.0845613
5,0.03747317,0.19182464,"('distant', 'outgoing')",-0.54878706,-0.35452494,-0.255657,-0.0813501,-0.1743069
30,0.0289983,0.038425773,"('intolerant', 'tolerant')",1.041909,1.0981188,0.5354536,0.5682723,-0.0328187
25,0.017201062,0.24376182,"('egoistic', 'altruistic')",0.46465763,0.5425272,0.2409294,0.3931445,-0.1522151
34,-0.006394714,0.057552956,"('mean', 'honorable')",5.7359867,5.842348,2.8647959,2.9499505,-0.0851546
