,chubb_male,chubb_female,tuple,corp_male,corp_female,average_male,average_female,male-female
62,1.0419271,1.3448273,"('incompetent', 'brilliant')",0.28214434,0.40491053,0.6620357,0.8748689,-0.2128332
54,-1.0341641,-0.9711744,"('incapable', 'capable')",0.7618693,0.6539344,-0.1361474,-0.15862,0.0224726
6,-0.9714998,-1.1523582,"('distant', 'open')",-0.40195817,-0.56587255,-0.686729,-0.8591154,0.1723864
86,-0.93065596,-1.0310603,"('uninfluential', 'influential')",-0.1435942,-0.3698047,-0.5371251,-0.7004325,0.1633074
51,-0.91007316,-0.7305324,"('uneducated', 'educated')",0.23727706,0.27979404,-0.3363981,-0.2253692,-0.1110289
85,-0.90706396,-1.2117044,"('insignificant', 'prestigious')",-0.20935273,-0.2356,-0.5582083,-0.7236522,0.1654439
73,0.88775396,0.8912972,"('helpless', 'self-reliant')",-3.1886187,-3.1350703,-1.1504323,-1.1218865,-0.0285458
10,-0.81619376,-0.73337066,"('unsympathetic', 'sympathetic')",-0.30998603,-0.34942845,-0.5630899,-0.5413995,-0.0216904
57,-0.79436135,-0.76451164,"('unimaginative', 'imaginative')",-3.141572,-3.134212,-1.9679667,-1.9493618,-0.0186049
66,-0.78900695,-1.0952846,"('inactive', 'active')",0.55342853,0.17526741,-0.1177892,-0.4600086,0.3422194
15,0.7312912,0.8811778,"('boring', 'funny')",-0.26063222,-0.20893194,0.2353295,0.3361229,-0.1007934
18,-0.7266895,-0.7316268,"('disagreeable', 'welcoming')",-0.45080456,-0.5804652,-0.588747,-0.656046,0.067299
55,0.70474094,0.93007547,"('incompetent', 'clever')",0.48890746,0.47874653,0.5968242,0.704411,-0.1075868
84,0.7013471,0.66008866,"('inferior', 'superior')",0.8896251,0.9831554,0.7954861,0.821622,-0.0261359
25,-0.7003563,-0.78133535,"('egoistic', 'altruistic')",1.1923335,1.1308255,0.2459886,0.1747451,0.0712435
82,-0.6798817,-0.4379319,"('poor', 'rich')",6.5851254,6.5736113,2.9526219,3.0678396,-0.1152177
56,0.6699169,0.9100456,"('impractical', 'practical')",-0.7049748,-0.5317838,-0.0175289,0.1891309,-0.2066598
65,0.62409943,0.93090534,"('insecure', 'secure')",-0.27772868,-0.10059244,0.1731854,0.4151565,-0.2419711
35,-0.6119074,-0.67349476,"('corrupt', 'incorrupt')",-0.65516573,-0.57913244,-0.6335366,-0.6263136,-0.007223
41,-0.6097163,-0.43229258,"('unforgiving', 'forgiving')",-0.13165493,-0.1581637,-0.3706856,-0.2952281,-0.0754575
7,-0.6070013,-0.4148802,"('insensitive', 'sensitive')",0.41714054,0.37148213,-0.0949304,-0.021699,-0.0732314
75,-0.59484243,-0.5105365,"('meek', 'impulsive')",-0.92577183,-0.8879132,-0.7603071,-0.6992248,-0.0610823
78,-0.593805,-0.83290476,"('nonresilient', 'resilient')",0.45892787,0.20973437,-0.0674386,-0.3115852,0.2441466
24,0.576428,0.7285848,"('dishonest', 'honest')",0.1819584,0.3642032,0.3791932,0.546394,-0.1672008
12,-0.5757059,-0.6290756,"('unsupportive', 'supportive')",-2.0604012,-2.1866436,-1.3180535,-1.4078596,0.0898061
23,-0.56300044,-0.35628846,"('insincere', 'sincere')",5.6751003,5.6916656,2.5560498,2.6676886,-0.1116388
22,0.5580826,0.5074598,"('untrustworthy', 'trustworthy')",-0.9382518,-0.8589418,-0.1900846,-0.175741,-0.0143436
29,0.5180984,0.4533577,"('unfair', 'fair')",-0.38494918,-0.40825886,0.0665746,0.0225494,0.0440252
64,0.4990846,0.3711652,"('shy', 'confident')",-6.7163377,-6.573287,-3.1086266,-3.1010609,-0.0075657
42,0.47375143,0.40481415,"('unreliable', 'reliable')",-3.1197352,-3.2094467,-1.3229918,-1.4023162,0.0793244
30,0.46444532,0.77607465,"('intolerant', 'tolerant')",0.5896378,0.8831282,0.5270416,0.8296014,-0.3025598
21,0.41914612,0.80882376,"('immoral', 'moral')",-0.42299005,-0.22953638,-0.001922,0.2896437,-0.2915657
5,-0.41682553,-0.5951586,"('distant', 'outgoing')",-0.65306103,-0.70475143,-0.5349433,-0.649955,0.1150117
71,0.4009437,0.11489952,"('diffident', 'self-confident')",0.5719215,0.34297737,0.4864326,0.2289384,0.2574942
68,0.3977605,0.33736765,"('dependent', 'independent')",-0.5219815,-0.57148254,-0.0621105,-0.1170574,0.0549469
88,-0.39062822,-0.28419006,"('low', 'eminent')",-0.38065246,-0.29899618,-0.3856403,-0.2915931,-0.0940472
45,0.37632382,0.4585722,"('incompetent', 'competent')",0.21878706,0.17418164,0.2975554,0.3163769,-0.0188215
70,0.36962238,0.5901478,"('lethargic', 'energetic')",0.35647306,0.28612798,0.3630477,0.4381379,-0.0750902
34,-0.35280025,-0.31746826,"('mean', 'honorable')",5.509183,5.5486193,2.5781913,2.6155756,-0.0373843
59,0.34765017,0.37985224,"('foolish', 'wise')",0.071099386,0.18339914,0.2093748,0.2816257,-0.0722509
47,0.34690148,0.53000665,"('stupid', 'smart')",5.419111,5.4225883,2.8830061,2.9762974,-0.0932913
4,0.3342107,0.110196926,"('disliked', 'liked')",-7.379873,-7.2748,-3.522831,-3.5823014,0.0594704
20,-0.33238205,-0.18150851,"('rough', 'thoughtful')",1.0729923,1.1429943,0.3703051,0.4807429,-0.1104378
61,0.3251025,0.39787495,"('illogical', 'logical')",0.5680678,0.52060205,0.4465851,0.4592385,-0.0126534
77,-0.32430908,-0.32699212,"('unmotivated', 'motivated')",-1.1680442,-1.0744083,-0.7461767,-0.7007002,-0.0454765
46,0.32022506,0.40267166,"('uncompetitive', 'competitive')",-0.73128635,-0.600838,-0.2055306,-0.0990832,-0.1064474
48,-0.30733702,-0.19101933,"('unintelligent', 'intelligent')",0.8024523,0.79211473,0.2475577,0.3005477,-0.05299
13,0.30027443,0.54097956,"('impolite', 'polite')",-0.8522482,-0.79284424,-0.2759869,-0.1259323,-0.1500546
3,-0.28077534,-0.2762494,"('repellent', 'pleasant')",0.6927362,0.86952865,0.2059804,0.2966396,-0.0906592
50,-0.2779136,-0.321689,"('clumsy', 'skillful')",0.5034224,0.39109504,0.1127544,0.034703,0.0780514
11,-0.27127373,-0.07633322,"('unhelpful', 'helpful')",1.3324801,1.4152886,0.5306032,0.6694777,-0.1388745
0,-0.27104768,-0.18207665,"('unsociable', 'sociable')",0.03273314,-0.03614403,-0.1191573,-0.1091103,-0.010047
83,-0.25453058,-0.34522527,"('powerless', 'powerful')",-1.034585,-1.0384122,-0.6445578,-0.6918187,0.0472609
26,-0.24808195,-0.3619121,"('hardhearted', 'benevolent')",1.7873195,1.7747233,0.7696188,0.7064056,0.0632132
81,0.2353594,0.5663684,"('submissive', 'aggressive')",-0.8941301,-0.8013518,-0.3293853,-0.1174917,-0.2118936
43,0.2348463,0.25180224,"('irresponsible', 'responsible')",0.52752286,0.5452686,0.3811846,0.3985354,-0.0173508
32,0.23027131,0.20927644,"('unkind', 'kind')",0.723696,0.6326524,0.4769837,0.4209644,0.0560193
27,0.22919379,0.23865,"('hardhearted', 'softhearted')",1.316869,1.03487,0.7730314,0.63676,0.1362714
58,-0.2263829,-0.23916942,"('undiscriminating', 'discriminating')",0.32404426,0.2203142,0.0488307,-0.0094276,0.0582583
69,-0.2242673,-0.43192145,"('lazy', 'industrious')",-0.645609,-0.72164035,-0.4349382,-0.5767809,0.1418427
67,0.18589854,0.29082596,"('doubtful', 'determined')",-0.7877957,-0.6961943,-0.3009486,-0.2026842,-0.0982644
16,-0.16193207,-0.23858614,"('unpopular', 'popular')",0.4853245,0.40617096,0.1616962,0.0837924,0.0779038
14,0.16063179,0.4086099,"('antisocial', 'social')",-0.1281015,0.063985996,0.0162651,0.236298,-0.2200329
74,0.14349791,0.14382777,"('undedicated', 'dedicated')",-0.31352913,-0.29525667,-0.0850156,-0.0757145,-0.0093011
40,-0.13112745,-0.2074329,"('stingy', 'generous')",-2.0092375,-2.135206,-1.0701824,-1.1713195,0.1011371
49,0.1199368,0.2136255,"('unable', 'able')",-0.123738736,-0.19470857,-0.001901,0.0094585,-0.0113595
63,-0.09742676,-0.10869322,"('unperceptive', 'insightful')",0.69137555,0.66174626,0.2969744,0.2765265,0.0204479
17,0.085667886,0.122783855,"('nasty', 'nice')",-0.8221742,-0.8261986,-0.3682531,-0.3517074,-0.0165457
33,-0.04063142,-0.13388242,"('wrong', 'right')",-0.75178564,-0.89742297,-0.3962085,-0.5156527,0.1194442
37,0.032186367,0.094088435,"('fake', 'genuine')",0.21314187,0.17042838,0.1226641,0.1322584,-0.0095943
2,0.025142275,0.1840366,"('unlikable', 'likable')",0.35780287,0.45890597,0.1914726,0.3214713,-0.1299987
