,at&t_male,at&t_female,tuple,inc_male,inc_female,average_male,average_female,male-female
66,1.116385,1.1014851,"('inactive', 'active')",1.1043003,1.090081,1.1103426,1.095783,0.0145596
6,1.0817971,1.2073164,"('distant', 'open')",2.0915399,2.1021893,1.5866685,1.6547529,-0.0680844
47,-1.0642773,-0.921737,"('stupid', 'smart')",-1.2021285,-1.1800997,-1.1332029,-1.0509183,-0.0822846
82,-0.9555591,-0.89184904,"('poor', 'rich')",-0.9105835,-0.4653179,-0.9330713,-0.6785835,-0.2544878
48,-0.9498707,-1.075522,"('unintelligent', 'intelligent')",-0.83788294,-0.8887052,-0.8938768,-0.9821136,0.0882368
12,-0.93731564,-1.0015552,"('unsupportive', 'supportive')",-1.1462414,-1.2292588,-1.0417786,-1.115407,0.0736284
77,-0.9365269,-0.859662,"('unmotivated', 'motivated')",-0.51031,-0.3389985,-0.7234185,-0.5993302,-0.1240883
18,-0.90739626,-0.9219378,"('disagreeable', 'welcoming')",0.48485446,0.45330852,-0.2112709,-0.2343147,0.0230438
27,-0.8947456,-0.98924285,"('hardhearted', 'softhearted')",-0.6157234,-0.8249123,-0.7552345,-0.9070776,0.1518431
60,-0.8387263,-0.7670853,"('inefficient', 'efficient')",-1.9070302,-1.690128,-1.3728783,-1.2286067,-0.1442716
67,-0.83406246,-0.50693715,"('doubtful', 'determined')",-0.7926147,-0.50338835,-0.8133386,-0.5051627,-0.3081759
35,0.7899227,0.9035528,"('corrupt', 'incorrupt')",0.87057835,0.80976367,0.8302505,0.8566582,-0.0264077
46,-0.7660911,-0.9367721,"('uncompetitive', 'competitive')",-1.9040239,-1.9284872,-1.3350575,-1.4326296,0.0975721
22,-0.7648154,-0.96380556,"('untrustworthy', 'trustworthy')",-1.29618,-1.171414,-1.0304977,-1.0676098,0.0371121
32,-0.7573313,-0.798277,"('unkind', 'kind')",-0.4359784,-0.5704335,-0.5966549,-0.6843553,0.0877004
70,-0.75608224,-0.788147,"('lethargic', 'energetic')",-1.9150765,-1.8890433,-1.3355794,-1.3385952,0.0030158
63,-0.74291104,-0.92552143,"('unperceptive', 'insightful')",-0.93803,-1.020813,-0.8404706,-0.9731672,0.1326966
34,-0.73085034,-0.6581446,"('mean', 'honorable')",-0.8207406,-0.8228351,-0.7757955,-0.7404898,-0.0353057
68,0.7281146,0.83909255,"('dependent', 'independent')",-0.76734954,-0.70729023,-0.0196175,0.0659012,-0.0855187
40,0.7119918,0.4365356,"('stingy', 'generous')",-0.24418163,-0.57987714,0.2339051,-0.0716708,0.3055759
14,-0.70657945,-0.9165831,"('antisocial', 'social')",-1.6173165,-1.6076275,-1.161948,-1.2621053,0.1001573
29,0.6862336,0.78345525,"('unfair', 'fair')",0.8401474,1.0792598,0.7631905,0.9313575,-0.168167
78,-0.68245506,-0.75386655,"('nonresilient', 'resilient')",-0.45968115,-0.45551628,-0.5710681,-0.6046914,0.0336233
45,-0.67497236,-0.83389616,"('incompetent', 'competent')",-2.2110574,-2.021597,-1.4430149,-1.4277465,-0.0152684
73,0.6708267,0.9799472,"('helpless', 'self-reliant')",0.3900804,0.17063327,0.5304536,0.5752903,-0.0448367
38,-0.6176132,-0.5057829,"('untruthful', 'truthful')",-1.4335376,-1.4188777,-1.0255754,-0.9623303,-0.0632451
84,-0.60077083,-0.6328422,"('inferior', 'superior')",0.30857435,0.35375544,-0.1460982,-0.1395434,-0.0065548
41,-0.59536386,-0.82969016,"('unforgiving', 'forgiving')",-1.0765107,-1.1945338,-0.8359373,-1.012112,0.1761747
61,0.55526465,0.45197776,"('illogical', 'logical')",0.09553692,0.0798279,0.3254008,0.2659028,0.059498
4,0.5423931,0.39357087,"('disliked', 'liked')",0.39159167,0.21164595,0.4669924,0.3026084,0.164384
9,-0.5308615,-0.6153837,"('unaffectionate', 'caring')",0.13308945,-0.04175867,-0.198886,-0.3285712,0.1296852
88,-0.5299143,-0.495465,"('low', 'eminent')",-0.20565736,-0.3876316,-0.3677858,-0.4415483,0.0737625
33,0.4980328,0.7495471,"('wrong', 'right')",1.4980458,1.3892406,0.9980393,1.0693939,-0.0713546
19,0.48572978,0.5018662,"('inhospitable', 'hospitable')",0.8112027,0.92095006,0.6484662,0.7114081,-0.0629419
85,0.46839285,0.55729014,"('insignificant', 'prestigious')",2.8770843,2.7702167,1.6727386,1.6637534,0.0089852
62,0.463611,0.47301316,"('incompetent', 'brilliant')",-1.5322453,-1.34431,-0.5343171,-0.4356484,-0.0986687
26,-0.40032673,-0.47727886,"('hardhearted', 'benevolent')",1.179027,0.9499848,0.3893501,0.236353,0.1529971
2,0.3914055,0.5066291,"('unlikable', 'likable')",1.6672221,1.7387033,1.0293138,1.1226661,-0.0933523
72,-0.38201058,-0.2839237,"('unambitious', 'ambitious')",-0.99290913,-0.91757286,-0.6874598,-0.6007483,-0.0867115
24,-0.37913927,-0.13353631,"('dishonest', 'honest')",-0.4555051,-0.3804329,-0.4173222,-0.2569846,-0.1603376
13,-0.35938457,-0.30777526,"('impolite', 'polite')",-1.9507785,-1.8616222,-1.1550815,-1.0846987,-0.0703828
87,0.34968466,0.47082067,"('unsuccessful', 'successful')",0.956197,0.9737306,0.6529409,0.7222756,-0.0693347
20,0.3411313,0.12509808,"('rough', 'thoughtful')",0.35260254,0.22635743,0.3468669,0.1757278,0.1711391
3,0.32991615,-0.030749703,"('repellent', 'pleasant')",-1.2848595,-1.1925889,-0.4774717,-0.6116693,0.1341976
50,0.32619312,0.35372686,"('clumsy', 'skillful')",0.7056652,0.77310604,0.5159292,0.5634165,-0.0474873
16,0.3158317,0.5109096,"('unpopular', 'popular')",0.84875864,0.97614676,0.5822952,0.7435282,-0.161233
39,-0.2952327,-0.35726795,"('exploitative', 'cooperative')",-0.54634976,-0.51202035,-0.4207912,-0.4346442,0.013853
74,-0.29450622,-0.158905,"('undedicated', 'dedicated')",-0.530222,-0.44723064,-0.4123641,-0.3030678,-0.1092963
64,0.23555505,0.4214396,"('shy', 'confident')",-0.45172787,-0.40854627,-0.1080864,0.0064467,-0.1145331
79,-0.21775109,-0.16789126,"('wavering', 'unwavering')",1.0838797,1.0590783,0.4330643,0.4455935,-0.0125292
58,-0.19899857,-0.15629783,"('undiscriminating', 'discriminating')",-0.2680564,-0.4372451,-0.2335275,-0.2967715,0.063244
15,-0.1966148,-0.29551756,"('boring', 'funny')",1.5092999,1.4906005,0.6563425,0.5975415,0.058801
49,-0.19379695,-0.1855426,"('unable', 'able')",-0.40137425,-0.12655503,-0.2975856,-0.1560488,-0.1415368
17,-0.1889318,-0.2692843,"('nasty', 'nice')",-0.7489214,-0.87911284,-0.4689266,-0.5741986,0.105272
44,0.18359753,0.2983061,"('prejudiced', 'unprejudiced')",0.14439832,0.0054010376,0.1639979,0.1518536,0.0121443
5,-0.17522024,0.032922868,"('distant', 'outgoing')",1.303954,1.3587465,0.5643669,0.6958347,-0.1314678
53,-0.14644781,-0.36658734,"('uncreative', 'creative')",0.024657652,0.005027063,-0.0608951,-0.1807801,0.119885
36,-0.14250845,-0.47324127,"('hostile', 'amicable')",0.71718764,0.2684673,0.2873396,-0.102387,0.3897266
21,-0.14035882,-0.29078493,"('immoral', 'moral')",-0.52245176,-0.5042361,-0.3314053,-0.3975105,0.0661052
7,0.12531738,-0.08784818,"('insensitive', 'sensitive')",-1.5663505,-1.6880056,-0.7205166,-0.8879269,0.1674103
71,-0.1076982,-0.10423688,"('diffident', 'self-confident')",-0.71193165,-0.7380394,-0.4098149,-0.4211381,0.0113232
52,-0.104000196,-0.3477693,"('irrational', 'rational')",1.6369683,1.298194,0.766484,0.4752124,0.2912716
25,-0.10329003,-0.22646147,"('egoistic', 'altruistic')",0.67655724,0.6335849,0.2866336,0.2035617,0.0830719
51,0.08994253,-0.04757961,"('uneducated', 'educated')",-0.05455402,0.030705571,0.0176943,-0.008437,0.0261313
76,0.07250714,-0.053629994,"('anxious', 'daring')",-0.04307067,0.017779727,0.0147182,-0.0179251,0.0326433
31,0.06421307,-0.10322077,"('evil', 'good')",1.1542319,0.95510864,0.6092225,0.4259439,0.1832786
59,0.05065484,0.22234467,"('foolish', 'wise')",1.5899876,1.5629193,0.8203213,0.8926319,-0.0723106
54,0.032181546,0.08663543,"('incapable', 'capable')",0.5040568,0.57552004,0.2681192,0.3310777,-0.0629585
42,0.016541172,0.18470967,"('unreliable', 'reliable')",0.7763563,0.7690555,0.3964487,0.4768826,-0.0804339
83,-0.007152166,0.12788695,"('powerless', 'powerful')",-0.43606484,-0.6696881,-0.2216085,-0.2709006,0.0492921
