,aes_male,aes_female,tuple,corp_male,corp_female,average_male,average_female,male-female
30,0.4694919,0.57460827,"('intolerant', 'tolerant')",0.48910084,0.7253222,0.4792964,0.6499652,-0.1706688
81,0.45445028,0.84310186,"('submissive', 'aggressive')",-0.68635124,-0.4108956,-0.1159505,0.2161031,-0.3320536
12,-0.43648243,-0.4632511,"('unsupportive', 'supportive')",-1.9967542,-2.101976,-1.2166183,-1.2826135,0.0659952
51,-0.429973,-0.43111637,"('uneducated', 'educated')",0.76271284,0.6533795,0.1663699,0.1111316,0.0552383
45,-0.40332687,-0.74250865,"('incompetent', 'competent')",0.11122082,-0.1815029,-0.146053,-0.4620058,0.3159528
25,-0.39352188,-0.18494754,"('egoistic', 'altruistic')",1.1664559,1.129547,0.386467,0.4722997,-0.0858327
78,-0.3889492,-0.5315262,"('nonresilient', 'resilient')",0.073796704,-0.096744396,-0.1575762,-0.3141353,0.1565591
23,-0.3742193,-0.2518596,"('insincere', 'sincere')",5.4698753,5.6348596,2.547828,2.6914999,-0.1436719
82,-0.36520022,-0.31691188,"('poor', 'rich')",6.3850026,6.367972,3.0099013,3.0255301,-0.0156288
76,0.35619128,0.506734,"('anxious', 'daring')",-0.39208955,-0.25631237,-0.0179491,0.1252108,-0.1431599
17,-0.35506436,-0.2724926,"('nasty', 'nice')",-0.983067,-0.9242041,-0.6690657,-0.5983484,-0.0707173
24,-0.3503657,-0.4561816,"('dishonest', 'honest')",0.53272325,0.49066666,0.0911788,0.0172425,0.0739363
13,-0.34216306,-0.3852138,"('impolite', 'polite')",-0.88651323,-0.8407795,-0.6143382,-0.6129966,-0.0013416
87,0.32502562,0.071435764,"('unsuccessful', 'successful')",1.1950054,1.1058493,0.7600155,0.5886425,0.171373
40,-0.32401386,-0.42692915,"('stingy', 'generous')",-1.3533626,-1.7106513,-0.8386882,-1.0687902,0.230102
26,0.3146003,0.014817663,"('hardhearted', 'benevolent')",1.9974039,1.7975042,1.156002,0.906161,0.249841
35,-0.29899037,-0.42830905,"('corrupt', 'incorrupt')",-0.19553505,-0.40599594,-0.2472627,-0.4171525,0.1698898
50,0.28093144,-0.1016765,"('clumsy', 'skillful')",0.06832283,-0.12760316,0.1746271,-0.1146398,0.2892669
11,-0.2782976,-0.09074551,"('unhelpful', 'helpful')",1.2108932,1.4979426,0.4662978,0.7035985,-0.2373007
14,0.23820099,0.3018609,"('antisocial', 'social')",0.12095689,0.14130223,0.1795789,0.2215816,-0.0420027
62,0.23745626,0.2557481,"('incompetent', 'brilliant')",0.21442635,0.35514075,0.2259413,0.3054444,-0.0795031
85,-0.21585764,-0.51153564,"('insignificant', 'prestigious')",0.43672994,0.09839562,0.1104361,-0.20657,0.3170061
27,-0.17237732,-0.40455535,"('hardhearted', 'softhearted')",1.250606,1.0192343,0.5391143,0.3073395,0.2317748
15,-0.16420619,-0.3682722,"('boring', 'funny')",-0.061137315,-0.18569776,-0.1126718,-0.276985,0.1643132
72,-0.16140231,-0.15899573,"('unambitious', 'ambitious')",-0.54001224,-0.6937694,-0.3507073,-0.4263826,0.0756753
56,0.14258848,0.23417705,"('impractical', 'practical')",-0.7132187,-0.6302246,-0.2853151,-0.1980238,-0.0872913
64,0.12844823,0.14837492,"('shy', 'confident')",-6.492447,-6.428193,-3.1819994,-3.139909,-0.0420904
7,0.12007031,-0.031100925,"('insensitive', 'sensitive')",0.5609083,0.4126974,0.3404893,0.1907982,0.1496911
74,-0.11832468,-0.28268102,"('undedicated', 'dedicated')",0.011971159,-0.21308564,-0.0531768,-0.2478833,0.1947065
48,0.0999921,-0.0747738,"('unintelligent', 'intelligent')",0.82269424,0.7997553,0.4613432,0.3624907,0.0988525
44,-0.09606455,0.0884057,"('prejudiced', 'unprejudiced')",-1.2519034,-1.1902009,-0.673984,-0.5508976,-0.1230864
70,0.09590066,0.040618554,"('lethargic', 'energetic')",0.42332903,0.39441562,0.2596149,0.2175171,0.0420978
33,-0.08929104,-0.29297814,"('wrong', 'right')",-1.0386753,-1.0810559,-0.5639832,-0.687017,0.1230338
21,0.06978673,0.14592367,"('immoral', 'moral')",-0.36311314,-0.2866753,-0.1466632,-0.0703758,-0.0762874
77,-0.068255976,-0.056739643,"('unmotivated', 'motivated')",-1.2607415,-1.1486176,-0.6644987,-0.6026787,-0.06182
34,0.062052544,0.18531486,"('mean', 'honorable')",5.4801874,5.627089,2.7711201,2.9062018,-0.1350817
58,0.058126964,-0.216405,"('undiscriminating', 'discriminating')",0.48690224,0.28033644,0.2725146,0.0319657,0.2405489
47,0.042350203,0.10338931,"('stupid', 'smart')",5.0152783,5.1974483,2.5288143,2.6504188,-0.1216045
63,-0.035410147,-0.17824323,"('unperceptive', 'insightful')",0.81389827,0.69323516,0.389244,0.257496,0.131748
68,-0.03038302,-0.20157966,"('dependent', 'independent')",-0.2945427,-0.46839696,-0.1624629,-0.3349883,0.1725254
42,-0.021521023,-0.0811591,"('unreliable', 'reliable')",-3.2272272,-3.3611658,-1.6243742,-1.7211624,0.0967882
46,0.013023132,0.025412478,"('uncompetitive', 'competitive')",-0.7467648,-0.7391281,-0.3668708,-0.3568578,-0.010013
55,-0.0075806277,-0.0732742,"('incompetent', 'clever')",0.48657757,0.41592294,0.2394985,0.1713244,0.0681741
43,0.0021320805,-0.04261781,"('irresponsible', 'responsible')",0.32891044,0.31594,0.1655213,0.1366611,0.0288602
3,-0.00070505706,0.117754385,"('repellent', 'pleasant')",0.7427696,0.8809219,0.3710323,0.4993382,-0.1283059
