,gap_male,gap_female,tuple,inc_male,inc_female,average_male,average_female,male-female
76,-0.12693138,-0.00030085444,"('anxious', 'daring')",0.25181496,0.28220892,0.0624418,0.140954,-0.0785122
81,0.113925725,0.2336898,"('submissive', 'aggressive')",-0.5943738,-0.5736972,-0.240224,-0.1700037,-0.0702203
47,0.09474358,0.13409059,"('stupid', 'smart')",5.172498,5.1399765,2.633621,2.6370335,-0.0034125
34,0.0897489,0.13250284,"('mean', 'honorable')",5.739918,5.6873007,2.9148335,2.9099019,0.0049316
59,-0.085181504,-0.14752463,"('foolish', 'wise')",0.6099971,0.4742321,0.2624078,0.1633537,0.0990541
61,-0.08236448,-0.13875228,"('illogical', 'logical')",-0.008772295,-0.004769014,-0.0455684,-0.0717606,0.0261922
8,-0.063212425,-0.16628967,"('unaffectionate', 'affectionate')",0.8377882,0.63720775,0.3872879,0.235459,0.1518289
72,-0.045822043,-0.10452789,"('unambitious', 'ambitious')",-1.061661,-1.3477156,-0.5537415,-0.7261218,0.1723803
62,0.04358828,0.15236905,"('incompetent', 'brilliant')",0.28045812,-0.013455111,0.1620232,0.069457,0.0925662
80,-0.017222658,0.05595629,"('dominated', 'dominating')",-1.1561663,-1.279846,-0.5866945,-0.6119449,0.0252504
48,0.0141715035,0.27086237,"('unintelligent', 'intelligent')",0.62943715,0.76730675,0.3218043,0.5190846,-0.1972803
