,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,male-female
88,-0.5805173,-0.6186465,"('low', 'eminent')",-0.44283798,-0.420769,-0.5116776,-0.5197077,0.0080301
3,-0.5639942,-0.48588586,"('repellent', 'pleasant')",0.7623059,0.9700116,0.0991558,0.2420629,-0.1429071
41,-0.55552965,-0.4405511,"('unforgiving', 'forgiving')",-0.11383121,-0.21350226,-0.3346804,-0.3270267,-0.0076537
48,-0.5488792,-0.95023656,"('unintelligent', 'intelligent')",0.99798214,0.74829566,0.2245515,-0.1009704,0.3255219
70,0.5323869,0.52620834,"('lethargic', 'energetic')",0.4784124,0.4285586,0.5053996,0.4773835,0.0280161
80,0.4970916,0.22367223,"('dominated', 'dominating')",-0.5987635,-0.6148028,-0.050836,-0.1955653,0.1447293
42,0.491284,0.81489086,"('unreliable', 'reliable')",-2.9948876,-3.0960503,-1.2518017,-1.1405797,-0.111222
50,0.4906577,0.38635594,"('clumsy', 'skillful')",-0.12772526,-0.13012958,0.1814662,0.1281132,0.053353
45,-0.47590208,-0.7302805,"('incompetent', 'competent')",0.19428074,-0.14796627,-0.1408107,-0.4391234,0.2983127
30,0.4645745,0.3167371,"('intolerant', 'tolerant')",1.0398118,1.1456436,0.7521932,0.7311903,0.0210029
74,-0.4461947,-0.113968134,"('undedicated', 'dedicated')",-0.3784027,-0.3924061,-0.4122987,-0.2531871,-0.1591116
27,-0.43663606,-0.3543439,"('hardhearted', 'softhearted')",1.0395327,0.95885134,0.3014483,0.3022537,-0.0008054
82,-0.43456978,-0.33113077,"('poor', 'rich')",6.07115,6.504189,2.81829,3.086529,-0.268239
58,-0.4317446,-0.66046244,"('undiscriminating', 'discriminating')",0.06847596,-0.32109126,-0.1816343,-0.4907768,0.3091425
7,-0.40757635,-0.60639244,"('insensitive', 'sensitive')",0.63725096,0.34925115,0.1148373,-0.1285706,0.2434079
21,-0.37392113,-0.1391678,"('immoral', 'moral')",-0.12266961,-0.03793031,-0.2482954,-0.0885491,-0.1597463
16,-0.36136243,-0.20610048,"('unpopular', 'popular')",-0.14130278,-0.017485643,-0.2513326,-0.1117931,-0.1395395
83,-0.3487649,-0.5055317,"('powerless', 'powerful')",-0.8206344,-0.95415056,-0.5846996,-0.7298411,0.1451415
2,0.34582907,0.68890893,"('unlikable', 'likable')",0.36833942,0.4835787,0.3570842,0.5862438,-0.2291596
51,-0.32577693,-0.3681768,"('uneducated', 'educated')",0.098104894,0.10226831,-0.113836,-0.1329542,0.0191182
39,0.28920045,-0.009583319,"('exploitative', 'cooperative')",0.01694861,0.00016547926,0.1530745,-0.0047089,0.1577834
87,0.28063327,0.010029847,"('unsuccessful', 'successful')",0.86519176,0.6365099,0.5729125,0.3232699,0.2496426
60,0.26679862,0.030781664,"('inefficient', 'efficient')",0.4764193,0.47227648,0.371609,0.2515291,0.1200799
14,0.26193318,0.0658399,"('antisocial', 'social')",0.054162588,0.058825195,0.1580479,0.0623325,0.0957154
75,0.2526292,0.38976368,"('meek', 'impulsive')",-0.71443033,-0.73925257,-0.2309006,-0.1747444,-0.0561562
37,0.24447453,-0.16600308,"('fake', 'genuine')",0.13007072,0.0018997043,0.1872726,-0.0820517,0.2693243
34,0.22810768,-0.044451553,"('mean', 'honorable')",5.3444366,5.6947865,2.786272,2.8251674,-0.0388954
17,-0.21895947,-0.29762214,"('nasty', 'nice')",-0.68890435,-0.6241881,-0.4539319,-0.4609051,0.0069732
68,-0.20758957,-0.5242776,"('dependent', 'independent')",-0.65001637,-0.8223488,-0.428803,-0.6733132,0.2445102
33,-0.18558042,0.013405699,"('wrong', 'right')",-0.6342528,-0.7604135,-0.4099166,-0.3735039,-0.0364127
56,0.1702261,0.2187582,"('impractical', 'practical')",0.095805764,0.08708427,0.1330159,0.1529212,-0.0199053
55,-0.16254073,-0.30168042,"('incompetent', 'clever')",0.4823456,0.38557708,0.1599024,0.0419483,0.1179541
4,-0.15800051,0.056295525,"('disliked', 'liked')",-6.946435,-7.584196,-3.5522177,-3.7639503,0.2117326
22,-0.14489274,-0.047841236,"('untrustworthy', 'trustworthy')",-0.68169105,-0.933456,-0.4132919,-0.4906486,0.0773567
64,-0.14202775,-0.17344326,"('shy', 'confident')",-6.168594,-6.5088286,-3.1553109,-3.341136,0.1858251
13,-0.12635191,-0.15469131,"('impolite', 'polite')",-0.4068985,-0.37440753,-0.2666252,-0.2645494,-0.0020758
11,0.10979457,0.07470013,"('unhelpful', 'helpful')",1.980345,1.9572412,1.0450698,1.0159707,0.0290991
59,-0.09068444,-0.06690311,"('foolish', 'wise')",0.08711532,0.025565349,-0.0017846,-0.0206689,0.0188843
15,0.09012499,0.094815165,"('boring', 'funny')",-0.017926488,-0.076880604,0.0360992,0.0089673,0.0271319
65,0.07436132,-0.18109477,"('insecure', 'secure')",-0.071947835,0.0007430557,0.0012067,-0.0901759,0.0913826
29,-0.06050355,-0.08660397,"('unfair', 'fair')",-0.44116879,-0.67956376,-0.2508362,-0.3830839,0.1322477
20,0.05566184,-0.13310045,"('rough', 'thoughtful')",0.70906335,0.59544563,0.3823626,0.2311726,0.15119
35,0.027589738,0.14061473,"('corrupt', 'incorrupt')",-0.8375601,-0.8011073,-0.4049852,-0.3302463,-0.0747389
40,-0.02701033,0.014244195,"('stingy', 'generous')",-2.0587852,-2.6485555,-1.0428978,-1.3171557,0.2742579
47,-0.018981196,-0.030686975,"('stupid', 'smart')",5.504225,5.985633,2.7426219,2.977473,-0.2348511
49,0.010156682,0.042958185,"('unable', 'able')",0.048962582,0.040617518,0.0295596,0.0417879,-0.0122283
