,oracle_male,oracle_female,tuple,corp_male,corp_female,average_male,average_female,male-female
70,-1.0772492,-1.6546952,"('lethargic', 'energetic')",1.0386425,0.6057492,-0.0193033,-0.524473,0.5051697
59,1.0764744,1.2307321,"('foolish', 'wise')",-0.44096348,-0.12481533,0.3177555,0.5529584,-0.2352029
64,-1.075234,-1.0056171,"('shy', 'confident')",-5.3965125,-6.049234,-3.2358732,-3.5274255,0.2915523
25,1.0344402,1.040303,"('egoistic', 'altruistic')",0.55754197,1.0580516,0.7959911,1.0491773,-0.2531862
8,0.9924034,1.1645718,"('unaffectionate', 'affectionate')",-0.5646666,-0.02780569,0.2138684,0.568383,-0.3545146
12,0.9687244,0.9897098,"('unsupportive', 'supportive')",-1.4973278,-1.7471948,-0.2643017,-0.3787425,0.1144408
18,0.95436746,0.9547111,"('disagreeable', 'welcoming')",-0.49858364,-0.35836372,0.2278919,0.2981737,-0.0702818
87,0.9437317,0.65465677,"('unsuccessful', 'successful')",1.6158681,1.2120386,1.2797999,0.9333477,0.3464522
52,0.93887573,1.3577414,"('irrational', 'rational')",-0.5806867,-0.37180224,0.1790945,0.4929696,-0.3138751
83,0.93777794,0.889342,"('powerless', 'powerful')",-0.6320184,-0.7716557,0.1528798,0.0588432,0.0940366
75,-0.9270132,-0.88483024,"('meek', 'impulsive')",-0.80635935,-0.82950974,-0.8666863,-0.85717,-0.0095163
34,0.9212046,0.851292,"('mean', 'honorable')",5.1145334,5.4544272,3.017869,3.1528597,-0.1349907
36,0.9174566,0.9122057,"('hostile', 'amicable')",-0.94201124,-0.4940827,-0.0122773,0.2090615,-0.2213388
17,-0.8642205,-0.746112,"('nasty', 'nice')",-0.60649043,-0.81976295,-0.7353555,-0.7829375,0.047582
23,0.8419328,0.43042323,"('insincere', 'sincere')",5.807992,6.1229105,3.3249624,3.2766669,0.0482955
73,0.8156039,0.9546998,"('helpless', 'self-reliant')",-3.66756,-3.691732,-1.4259781,-1.3685161,-0.057462
50,-0.79389566,-0.8620131,"('clumsy', 'skillful')",-0.30218697,-0.08724241,-0.5480413,-0.4746278,-0.0734135
41,-0.7911923,-0.70133007,"('unforgiving', 'forgiving')",-0.025697239,-0.22616087,-0.4084448,-0.4637455,0.0553007
86,0.72807163,0.3573203,"('uninfluential', 'influential')",0.25586542,-0.11375837,0.4919685,0.121781,0.3701875
40,-0.7272106,-0.3111455,"('stingy', 'generous')",-2.5109413,-2.1130376,-1.6190759,-1.2120916,-0.4069843
67,-0.7229936,-0.6374625,"('doubtful', 'determined')",-0.6283319,-0.6827596,-0.6756628,-0.6601111,-0.0155517
74,0.6715659,0.34459582,"('undedicated', 'dedicated')",0.17603369,-0.29951364,0.4237998,0.0225411,0.4012587
57,-0.6496497,-0.8878546,"('unimaginative', 'imaginative')",-2.3377979,-3.110039,-1.4937238,-1.9989468,0.505223
63,0.64382094,0.28113797,"('unperceptive', 'insightful')",0.85901296,0.65933484,0.7514169,0.4702364,0.2811805
72,0.615168,0.82906973,"('unambitious', 'ambitious')",-0.86526006,-0.62055653,-0.125046,0.1042566,-0.2293026
24,0.6035753,0.5680262,"('dishonest', 'honest')",0.76954657,0.75853133,0.6865609,0.6632788,0.0232821
0,-0.584826,-0.8789657,"('unsociable', 'sociable')",0.2781859,-0.08135302,-0.15332,-0.4801593,0.3268393
3,-0.549082,-0.700275,"('repellent', 'pleasant')",1.4970796,1.236491,0.4739988,0.268108,0.2058908
30,0.5428464,0.3761523,"('intolerant', 'tolerant')",0.53832054,0.2501762,0.5405835,0.3131642,0.2274193
42,-0.5180985,-0.85633385,"('unreliable', 'reliable')",-2.381251,-2.8762155,-1.4496748,-1.8662746,0.4165998
76,-0.48503175,-0.64424306,"('anxious', 'daring')",0.5124408,0.159165,0.0137045,-0.242539,0.2562435
16,0.4066137,0.39807358,"('unpopular', 'popular')",0.4302435,0.4467752,0.4184286,0.4224244,-0.0039958
65,-0.38193348,-0.49511254,"('insecure', 'secure')",0.44085485,0.2837418,0.0294607,-0.1056854,0.1351461
62,0.378871,0.21528332,"('incompetent', 'brilliant')",1.0942004,0.7611879,0.7365357,0.4882356,0.2483001
31,-0.37829974,0.057951085,"('evil', 'good')",-1.7534217,-1.3320767,-1.0658607,-0.6370628,-0.4287979
51,-0.3632444,-0.64634943,"('uneducated', 'educated')",0.767264,0.54099,0.2020098,-0.0526797,0.2546895
58,0.35847992,-0.01474132,"('undiscriminating', 'discriminating')",0.64902264,0.20107497,0.5037513,0.0931668,0.4105845
22,-0.3525596,-0.73680454,"('untrustworthy', 'trustworthy')",-0.3732392,-0.7797462,-0.3628994,-0.7582754,0.395376
4,-0.29405445,-0.4376401,"('disliked', 'liked')",-6.534466,-7.5417457,-3.4142601,-3.9896929,0.5754328
48,0.27797702,0.30276972,"('unintelligent', 'intelligent')",0.6117393,0.5970259,0.4448581,0.4498978,-0.0050397
19,0.27718478,0.2845219,"('inhospitable', 'hospitable')",-0.82518876,-0.59909827,-0.274002,-0.1572882,-0.1167138
46,-0.261247,-0.7204772,"('uncompetitive', 'competitive')",0.5066503,-0.16279668,0.1227017,-0.4416369,0.5643386
47,0.24287724,-0.024239343,"('stupid', 'smart')",4.8955956,5.273975,2.5692363,2.6248677,-0.0556314
49,-0.23983881,-0.4966268,"('unable', 'able')",-0.22665608,-0.32510638,-0.2332474,-0.4108666,0.1776192
79,0.22711292,0.18865809,"('wavering', 'unwavering')",-0.76585436,-0.63892674,-0.2693707,-0.2251343,-0.0442364
27,0.21515286,0.4161486,"('hardhearted', 'softhearted')",0.35133982,0.77967817,0.2832463,0.5979134,-0.3146671
69,0.19467443,0.37339538,"('lazy', 'industrious')",-1.3050225,-1.0988438,-0.555174,-0.3627242,-0.1924498
68,-0.189479,-0.19224143,"('dependent', 'independent')",-0.82668144,-0.79870784,-0.5080802,-0.4954746,-0.0126056
15,0.18635315,0.17823811,"('boring', 'funny')",-0.49373,-0.7031803,-0.1536884,-0.2624711,0.1087827
29,0.17989646,0.17492852,"('unfair', 'fair')",-0.30417356,-0.33876967,-0.0621385,-0.0819206,0.0197821
82,0.17915282,-0.084017955,"('poor', 'rich')",6.237644,6.7072697,3.2083986,3.311626,-0.1032274
28,-0.17192668,-0.41908452,"('disloyal', 'loyal')",0.9304589,0.8902405,0.3792661,0.235578,0.1436881
38,0.13202743,0.15449272,"('untruthful', 'truthful')",-0.052406393,-0.20412543,0.0398105,-0.0248164,0.0646269
43,-0.11325231,-0.24885204,"('irresponsible', 'responsible')",0.8283918,0.59351814,0.3575698,0.172333,0.1852368
7,0.10881881,-0.16222443,"('insensitive', 'sensitive')",0.73454404,0.49895486,0.4216814,0.1683652,0.2533162
60,0.08968495,-0.15928194,"('inefficient', 'efficient')",0.60388094,0.4122337,0.346783,0.1264759,0.2203071
35,0.08672176,0.17073809,"('corrupt', 'incorrupt')",-1.661061,-1.1892316,-0.7871696,-0.5092468,-0.2779228
21,-0.07456958,-0.3938635,"('immoral', 'moral')",0.25060058,-0.22611706,0.0880155,-0.3099903,0.3980058
56,-0.067477554,-0.51356757,"('impractical', 'practical')",0.14901388,-0.5021094,0.0407682,-0.5078385,0.5486067
14,-0.06088303,-0.25076717,"('antisocial', 'social')",0.44694403,-0.103580914,0.1930305,-0.177174,0.3702045
77,-0.051244996,-0.18112397,"('unmotivated', 'motivated')",-0.845058,-0.76719934,-0.4481515,-0.4741617,0.0260102
66,0.045120522,0.18086736,"('inactive', 'active')",0.17334652,0.5281776,0.1092335,0.3545225,-0.245289
55,-0.03721579,-0.26119807,"('incompetent', 'clever')",1.2209357,0.74560905,0.5918599,0.2422055,0.3496544
78,0.027373854,0.17924507,"('nonresilient', 'resilient')",0.12094232,0.3555552,0.0741581,0.2674001,-0.193242
11,-0.021195592,-0.382121,"('unhelpful', 'helpful')",2.4439063,1.9923623,1.2113553,0.8051206,0.4062347
32,0.020566843,-0.13620003,"('unkind', 'kind')",0.88507915,0.7974697,0.452823,0.3306348,0.1221882
