,allstate_male,allstate_female,tuple,corp_male,corp_female,average_male,average_female,male-female
83,-0.3726675,-0.22740062,"('powerless', 'powerful')",-1.1087148,-0.96178687,-0.7406912,-0.5945938,-0.1460974
4,-0.36814523,-0.41515642,"('disliked', 'liked')",-7.021177,-7.5263686,-3.6946611,-3.9707625,0.2761014
87,-0.33685225,-0.34757176,"('unsuccessful', 'successful')",1.0834148,0.9784291,0.3732813,0.3154287,0.0578526
56,-0.321366,-0.6178032,"('impractical', 'practical')",-0.72638935,-0.75695056,-0.5238777,-0.6873769,0.1634992
39,0.31886476,0.39441442,"('exploitative', 'cooperative')",0.3336795,0.48318252,0.3262721,0.4387985,-0.1125264
42,0.29057747,0.29921544,"('unreliable', 'reliable')",-3.2219787,-3.278023,-1.4657006,-1.4894037,0.0237031
18,-0.25462955,0.014958449,"('disagreeable', 'welcoming')",-0.5120748,-0.32020155,-0.3833522,-0.1526216,-0.2307306
34,0.24965537,0.23068614,"('mean', 'honorable')",5.6483345,5.856394,2.9489949,3.04354,-0.0945451
29,-0.23584864,-0.32970732,"('unfair', 'fair')",-0.36314005,-0.49778607,-0.2994943,-0.4137467,0.1142524
84,-0.23582654,-0.18627796,"('inferior', 'superior')",0.9593675,0.937052,0.3617705,0.375387,-0.0136165
68,0.22762376,0.21978943,"('dependent', 'independent')",-0.6104731,-0.59962165,-0.1914247,-0.1899161,-0.0015086
32,-0.2259974,-0.35410455,"('unkind', 'kind')",0.9277787,0.8250958,0.3508907,0.2354956,0.1153951
17,-0.21707469,-0.32576597,"('nasty', 'nice')",-0.7222518,-0.6668384,-0.4696632,-0.4963022,0.026639
37,0.20571473,-0.035179228,"('fake', 'genuine')",0.24724822,0.295017,0.2264815,0.1299189,0.0965626
36,-0.19866538,-0.18475163,"('hostile', 'amicable')",-0.50299335,-0.5229896,-0.3508294,-0.3538706,0.0030412
26,0.19676633,0.25509566,"('hardhearted', 'benevolent')",1.7465147,1.5962789,0.9716405,0.9256873,0.0459532
82,-0.19176987,-0.28807947,"('poor', 'rich')",6.440776,6.6042237,3.1245029,3.1580722,-0.0335693
31,-0.17247652,-0.2349789,"('evil', 'good')",-0.787473,-0.9427841,-0.4799748,-0.5888815,0.1089067
52,-0.16853948,-0.23103234,"('irrational', 'rational')",-0.1116766,-0.16571705,-0.140108,-0.1983747,0.0582667
33,0.15124479,0.1777291,"('wrong', 'right')",-0.5475933,-0.607739,-0.1981743,-0.2150049,0.0168306
80,-0.15118243,-0.013210547,"('dominated', 'dominating')",-1.0598197,-0.98423165,-0.6055011,-0.4987211,-0.10678
71,0.116035275,0.07949867,"('diffident', 'self-confident')",0.59108204,0.5150245,0.3535587,0.2972616,0.0562971
2,0.115389176,-0.017893564,"('unlikable', 'likable')",0.5159187,0.40762633,0.3156539,0.1948664,0.1207875
15,0.10006873,-0.08804849,"('boring', 'funny')",-0.13179947,-0.15085825,-0.0158654,-0.1194534,0.103588
3,0.088425785,0.098525226,"('repellent', 'pleasant')",0.774547,1.0637348,0.4314864,0.58113,-0.1496436
67,0.070378534,-0.18406686,"('doubtful', 'determined')",-0.93650365,-1.0553865,-0.4330626,-0.6197267,0.1866641
79,0.05162847,-0.16162479,"('wavering', 'unwavering')",-0.5296159,-0.6129038,-0.2389937,-0.3872643,0.1482706
19,0.049615666,-0.25919566,"('inhospitable', 'hospitable')",-0.20262212,-0.3497869,-0.0765032,-0.3044913,0.2279881
27,-0.04647925,0.022379113,"('hardhearted', 'softhearted')",1.358434,1.3633685,0.6559774,0.6928738,-0.0368964
64,0.008099261,0.12880526,"('shy', 'confident')",-6.354973,-6.4420285,-3.1734369,-3.1566117,-0.0168252
40,0.0034362338,0.38774714,"('stingy', 'generous')",-1.7561592,-1.672078,-0.8763615,-0.6421654,-0.2341961
