,nucor_male,nucor_female,tuple,corp_male,corp_female,average_male,average_female,male-female
35,-1.0488691,-0.7423298,"('corrupt', 'incorrupt')",-0.47535348,-0.46746436,-0.7621113,-0.6048971,-0.1572142
85,-1.0314593,-0.6012978,"('insignificant', 'prestigious')",-0.33935577,-0.20686847,-0.6854075,-0.4040831,-0.2813244
41,-0.9705591,-0.6929742,"('unforgiving', 'forgiving')",-0.17370582,-0.2821192,-0.5721325,-0.4875467,-0.0845858
81,0.9620163,0.620636,"('submissive', 'aggressive')",-0.65240645,-0.6696222,0.1548049,-0.0244931,0.179298
60,0.95436573,0.54505914,"('inefficient', 'efficient')",0.05725327,0.067069426,0.5058095,0.3060643,0.1997452
0,-0.9391537,-1.3901335,"('unsociable', 'sociable')",-0.37977424,-0.53363144,-0.6594639,-0.9618825,0.3024186
18,-0.9382824,-0.86547846,"('disagreeable', 'welcoming')",-0.8331376,-0.71451235,-0.88571,-0.7899954,-0.0957146
72,-0.9111283,-0.6923646,"('unambitious', 'ambitious')",-0.42047876,-0.26440725,-0.6658036,-0.4783859,-0.1874177
71,-0.9045065,-0.82285523,"('diffident', 'self-confident')",0.35295126,0.37201843,-0.2757776,-0.2254184,-0.0503592
12,-0.8895214,-0.89047956,"('unsupportive', 'supportive')",-2.0542994,-2.1349328,-1.4719104,-1.5127062,0.0407958
32,-0.8444174,-0.96829116,"('unkind', 'kind')",0.50993997,0.5332661,-0.1672387,-0.2175125,0.0502738
10,-0.83576953,-1.0815464,"('unsympathetic', 'sympathetic')",-0.6357552,-0.5960028,-0.7357624,-0.8387746,0.1030122
62,0.83493185,0.6525743,"('incompetent', 'brilliant')",0.7220163,0.7103697,0.7784741,0.681472,0.0970021
39,0.8009268,0.54048675,"('exploitative', 'cooperative')",0.18637161,0.22429642,0.4936492,0.3823916,0.1112576
84,0.79901946,0.8705624,"('inferior', 'superior')",1.1313294,1.1164013,0.9651744,0.9934819,-0.0283075
30,0.78701,0.6032181,"('intolerant', 'tolerant')",0.8346307,0.8169986,0.8108203,0.7101083,0.100712
76,0.7844015,0.4250268,"('anxious', 'daring')",-0.25296283,-0.22258873,0.2657193,0.101219,0.1645003
80,0.7688735,0.48820868,"('dominated', 'dominating')",-0.89886194,-0.9493782,-0.0649942,-0.2305848,0.1655906
78,-0.73710537,-0.5821048,"('nonresilient', 'resilient')",0.16901962,0.14545134,-0.2840429,-0.2183267,-0.0657162
14,0.72907454,0.16616966,"('antisocial', 'social')",-0.21377346,-0.39773032,0.2576506,-0.1157803,0.3734309
65,0.7211812,0.20052618,"('insecure', 'secure')",-0.3396967,-0.28455135,0.1907423,-0.0420126,0.2327549
82,-0.6971665,-0.64974535,"('poor', 'rich')",6.1795735,6.315963,2.7412035,2.8331087,-0.0919052
74,-0.695441,-0.68692446,"('undedicated', 'dedicated')",-0.5090849,-0.5281003,-0.602263,-0.6075124,0.0052494
52,-0.6897214,-0.50511235,"('irrational', 'rational')",0.16096078,0.08536072,-0.2643803,-0.2098758,-0.0545045
25,-0.63578355,-0.59267706,"('egoistic', 'altruistic')",0.93522066,0.8960682,0.1497186,0.1516956,-0.001977
4,-0.6099932,-0.39245698,"('disliked', 'liked')",-6.690251,-6.878779,-3.6501222,-3.635618,-0.0145042
22,-0.5776128,-0.70607513,"('untrustworthy', 'trustworthy')",-1.0945784,-1.1986575,-0.8360956,-0.9523664,0.1162708
26,-0.5737434,-0.37179372,"('hardhearted', 'benevolent')",1.3535069,1.3913693,0.3898818,0.5097878,-0.119906
59,-0.5597444,-0.2874216,"('foolish', 'wise')",0.27826765,0.4078532,-0.1407384,0.0602158,-0.2009542
16,-0.55052245,-0.26313004,"('unpopular', 'popular')",0.35685986,0.2861571,-0.0968313,0.0115135,-0.1083448
28,-0.53073347,-0.5976775,"('disloyal', 'loyal')",1.1193526,1.0704385,0.2943096,0.2363805,0.0579291
48,0.5241958,0.52274394,"('unintelligent', 'intelligent')",0.72862047,0.80026495,0.6264081,0.6615044,-0.0350963
23,-0.5091858,-0.6400006,"('insincere', 'sincere')",5.5880847,5.550199,2.5394495,2.4550991,0.0843504
43,-0.4887194,-0.6529559,"('irresponsible', 'responsible')",0.22821595,0.2179348,-0.1302517,-0.2175106,0.0872589
61,-0.4675527,-0.7774358,"('illogical', 'logical')",0.35837173,0.22781678,-0.0545905,-0.2748095,0.220219
73,0.4633617,0.5277333,"('helpless', 'self-reliant')",-2.8540668,-2.7768455,-1.1953526,-1.1245561,-0.0707965
45,-0.44735217,-0.6104168,"('incompetent', 'competent')",0.18939954,0.0028967327,-0.1289763,-0.3037601,0.1747838
27,-0.44034877,-0.2622085,"('hardhearted', 'softhearted')",0.8843,1.049374,0.2219756,0.3935828,-0.1716072
75,-0.4337215,-0.08701527,"('meek', 'impulsive')",-0.57285655,-0.586941,-0.503289,-0.3369781,-0.1663109
17,-0.4287044,-0.5229047,"('nasty', 'nice')",-0.9264556,-0.86480486,-0.67758,-0.6938548,0.0162748
50,-0.42808938,-0.19188109,"('clumsy', 'skillful')",0.17773724,0.25972238,-0.1251761,0.0339206,-0.1590967
88,-0.41268063,-0.45442334,"('low', 'eminent')",-0.50444037,-0.4502084,-0.4585605,-0.4523159,-0.0062446
24,-0.38273704,-0.49767864,"('dishonest', 'honest')",0.3759866,0.38821137,-0.0033752,-0.0547336,0.0513584
13,-0.365532,-0.9878347,"('impolite', 'polite')",-0.74617904,-0.95711756,-0.5558555,-0.9724761,0.4166206
64,-0.33907184,-0.5834593,"('shy', 'confident')",-6.1865497,-6.3592925,-3.2628107,-3.4713759,0.2085652
58,-0.33691353,-0.11721335,"('undiscriminating', 'discriminating')",0.31635475,0.29204145,-0.0102794,0.087414,-0.0976934
29,-0.3254581,-0.39170977,"('unfair', 'fair')",-0.42483863,-0.47657466,-0.3751484,-0.4341422,0.0589938
7,-0.3083727,-0.4987722,"('insensitive', 'sensitive')",0.23777002,0.3138223,-0.0353013,-0.092475,0.0571737
20,0.3046119,0.47356874,"('rough', 'thoughtful')",0.89541626,0.9808594,0.6000141,0.7272141,-0.1272
77,-0.29879928,-0.33915883,"('unmotivated', 'motivated')",-0.97866577,-0.96868,-0.6387326,-0.6539195,0.0151869
68,-0.28056437,-0.44431278,"('dependent', 'independent')",-0.797007,-0.8167398,-0.5387857,-0.6305263,0.0917406
21,0.2738955,-0.019951943,"('immoral', 'moral')",-0.39037558,-0.4519482,-0.05824,-0.2359501,0.1777101
56,0.20310102,-0.22922342,"('impractical', 'practical')",-0.31569973,-0.43965524,-0.0562994,-0.3344393,0.2781399
55,0.18370044,-0.13416585,"('incompetent', 'clever')",0.093592316,0.009355962,0.1386464,-0.0624049,0.2010513
70,0.18244025,-0.101066686,"('lethargic', 'energetic')",0.18633477,0.22262591,0.1843875,0.0607796,0.1236079
40,-0.1677492,-0.01917015,"('stingy', 'generous')",-2.0771542,-2.1158497,-1.1224517,-1.0675099,-0.0549418
34,0.15936512,0.24068287,"('mean', 'honorable')",5.5343013,5.63042,2.8468332,2.9355516,-0.0887184
11,-0.1548148,-0.35539225,"('unhelpful', 'helpful')",1.7412696,1.6601546,0.7932274,0.6523812,0.1408462
83,-0.15338069,-0.28630447,"('powerless', 'powerful')",-1.034074,-1.0603817,-0.5937274,-0.6733431,0.0796157
49,0.14467636,0.34577274,"('unable', 'able')",-0.18725988,-0.015897064,-0.0212918,0.1649378,-0.1862296
46,-0.13363057,-0.3013744,"('uncompetitive', 'competitive')",-0.9502292,-1.0932652,-0.5419299,-0.6973198,0.1553899
87,0.090827346,-0.12275812,"('unsuccessful', 'successful')",0.9652222,0.87909204,0.5280248,0.378167,0.1498578
3,-0.08597505,-0.3435959,"('repellent', 'pleasant')",0.6626455,0.68713766,0.2883352,0.1717709,0.1165643
42,0.08579935,0.00753841,"('unreliable', 'reliable')",-3.1210537,-2.9668212,-1.5176271,-1.4796414,-0.0379857
37,0.07250772,0.053066466,"('fake', 'genuine')",0.38746032,0.47189084,0.229984,0.2624786,-0.0324946
67,0.06814943,-0.015795343,"('doubtful', 'determined')",-0.50023896,-0.6151652,-0.2160448,-0.3154803,0.0994355
69,0.059275925,0.19350573,"('lazy', 'industrious')",-0.516122,-0.59883904,-0.228423,-0.2026667,-0.0257563
15,0.04669154,0.08599954,"('boring', 'funny')",-0.15193942,-0.084704384,-0.0526239,0.0006476,-0.0532715
47,-0.031365264,-0.07655162,"('stupid', 'smart')",5.2407613,5.2742314,2.6046979,2.59884,0.0058579
2,0.025780372,0.027369833,"('unlikable', 'likable')",0.52752274,0.44970214,0.2766516,0.238536,0.0381156
33,0.013876855,0.08251992,"('wrong', 'right')",-0.6887145,-0.7461128,-0.3374188,-0.3317965,-0.0056223
