,meredith_male,meredith_female,tuple,corp_male,corp_female,average_male,average_female,male-female
7,0.3692472,0.26954094,"('insensitive', 'sensitive')",0.47263184,0.6504819,0.4209395,0.4600114,-0.0390719
54,0.36587596,0.6375982,"('incapable', 'capable')",0.37594,0.7920965,0.370908,0.7148473,-0.3439393
1,-0.35773748,0.5093928,"('unfriendly', 'friendly')",0.5939015,1.3566463,0.118082,0.9330195,-0.8149375
45,0.35734925,-0.044129822,"('incompetent', 'competent')",0.2252742,-0.42667115,0.2913117,-0.2354005,0.5267122
0,0.3562882,-0.14078964,"('unsociable', 'sociable')",0.24009076,-0.15970536,0.2981895,-0.1502475,0.448437
43,0.35172385,0.030066235,"('irresponsible', 'responsible')",0.6682691,0.4711961,0.5099965,0.2506312,0.2593653
73,-0.3330037,0.01134057,"('helpless', 'self-reliant')",-3.6476412,-2.8567483,-1.9903225,-1.4227039,-0.5676186
67,0.32823026,0.15898675,"('doubtful', 'determined')",-0.18622722,-0.32314646,0.0710015,-0.0820799,0.1530814
81,0.32706174,-0.6267392,"('submissive', 'aggressive')",0.07343273,-0.24376446,0.2002472,-0.4352518,0.635499
47,0.3218287,0.19842266,"('stupid', 'smart')",5.1861115,4.8291407,2.7539701,2.5137815,0.2401886
79,-0.29489928,-0.36423123,"('wavering', 'unwavering')",-0.30437645,-0.11666602,-0.2996379,-0.2404486,-0.0591893
25,0.290395,0.36994028,"('egoistic', 'altruistic')",0.7045875,0.6713863,0.4974912,0.5206633,-0.0231721
82,0.2869216,0.07823081,"('poor', 'rich')",6.4088836,5.9433484,3.3479025,3.0107896,0.3371129
41,-0.28398964,-0.64665174,"('unforgiving', 'forgiving')",-0.21046574,-0.57028747,-0.2472277,-0.6084696,0.3612419
83,0.27745363,0.03778214,"('powerless', 'powerful')",-0.38999626,-0.31596133,-0.0562713,-0.1390896,0.0828183
66,0.24300158,0.49968812,"('inactive', 'active')",0.28270882,0.3498354,0.2628552,0.4247618,-0.1619066
19,-0.22420807,0.018593498,"('inhospitable', 'hospitable')",-0.46266106,-0.37807348,-0.3434346,-0.17974,-0.1636946
68,0.22100389,0.29606557,"('dependent', 'independent')",-0.24100047,-0.3184279,-0.0099983,-0.0111812,0.0011829
78,0.19649465,0.17188296,"('nonresilient', 'resilient')",1.1656848,1.1660198,0.6810898,0.6689514,0.0121384
69,0.1668301,0.51637816,"('lazy', 'industrious')",-1.1240261,-1.1174024,-0.478598,-0.3005121,-0.1780859
8,-0.067271054,0.18106718,"('unaffectionate', 'affectionate')",-0.43052065,0.10678616,-0.2488959,0.1439267,-0.3928226
51,-0.06634109,0.09384471,"('uneducated', 'educated')",1.0085163,0.7119782,0.4710876,0.4029115,0.0681761
50,-0.04715978,0.041586787,"('clumsy', 'skillful')",0.09966087,-0.11943485,0.0262505,-0.038924,0.0651745
42,-0.044012737,0.16405833,"('unreliable', 'reliable')",-2.8008535,-2.6890714,-1.4224331,-1.2625065,-0.1599266
34,-0.033728614,0.2504443,"('mean', 'honorable')",5.8676667,5.734092,2.9169691,2.9922683,-0.0752992
33,0.027698733,0.38235956,"('wrong', 'right')",-1.316884,-0.7355189,-0.6445926,-0.1765797,-0.4680129
