,meredith_male,meredith_female,tuple,corp_male,corp_female,average_male,average_female,male-female
58,1.0017656,1.1488503,"('undiscriminating', 'discriminating')",0.41793478,0.5736429,0.7098502,0.8612466,-0.1513964
69,0.919895,0.9812636,"('lazy', 'industrious')",-0.6861649,-0.6229744,0.116865,0.1791446,-0.0622796
3,-0.90934235,-0.7941501,"('repellent', 'pleasant')",0.91346556,0.9368527,0.0020616,0.0713513,-0.0692897
25,0.88681215,0.9188364,"('egoistic', 'altruistic')",1.1390002,1.1760322,1.0129062,1.0474343,-0.0345281
38,0.880705,0.8906297,"('untruthful', 'truthful')",-0.17630951,-0.08107114,0.3521977,0.4047793,-0.0525816
62,0.87141925,0.99077636,"('incompetent', 'brilliant')",0.25345463,0.37710437,0.5624369,0.6839404,-0.1215035
24,0.8435437,1.0437005,"('dishonest', 'honest')",0.46889463,0.52741325,0.6562192,0.7855569,-0.1293377
16,-0.8417464,-0.84041303,"('unpopular', 'popular')",0.25579566,0.31427237,-0.2929754,-0.2630703,-0.0299051
14,0.81309557,0.57754356,"('antisocial', 'social')",-0.26685876,-0.29539698,0.2731184,0.1410733,0.1320451
1,0.8049346,0.81218076,"('unfriendly', 'friendly')",0.8671436,0.92657745,0.8360391,0.8693791,-0.03334
81,-0.8018047,-0.8190904,"('submissive', 'aggressive')",-0.6968644,-0.81184185,-0.7493346,-0.8154662,0.0661316
86,0.7887431,0.95026255,"('uninfluential', 'influential')",-0.38560075,0.058601372,0.2015712,0.504432,-0.3028608
61,0.77522826,1.0282371,"('illogical', 'logical')",0.6153087,0.8433228,0.6952685,0.9357799,-0.2405114
87,0.7219572,0.43740824,"('unsuccessful', 'successful')",0.937138,1.1183077,0.8295476,0.777858,0.0516896
55,0.7081685,0.90491045,"('incompetent', 'clever')",0.38955253,0.58338636,0.5488605,0.7441484,-0.1952879
49,-0.70211136,-0.78668684,"('unable', 'able')",-0.43675593,-0.35293525,-0.5694336,-0.569811,0.0003774
51,-0.6626041,-0.67646384,"('uneducated', 'educated')",0.1801451,0.5084676,-0.2412295,-0.0839981,-0.1572314
15,-0.6575042,-0.89070493,"('boring', 'funny')",-0.71792173,-0.7092509,-0.687713,-0.7999779,0.1122649
66,0.65158737,0.66605955,"('inactive', 'active')",0.60712254,0.8946452,0.629355,0.7803524,-0.1509974
60,0.6362037,0.6601116,"('inefficient', 'efficient')",0.20124812,0.16905178,0.4187259,0.4145817,0.0041442
8,0.6181943,0.6362667,"('unaffectionate', 'affectionate')",0.14633965,0.26646674,0.382267,0.4513667,-0.0690997
33,0.61338115,0.64532644,"('wrong', 'right')",-1.027245,-0.9850332,-0.2069319,-0.1698534,-0.0370785
27,0.5935554,0.75452304,"('hardhearted', 'softhearted')",0.7658165,1.1090974,0.679686,0.9318102,-0.2521242
85,0.553148,0.421551,"('insignificant', 'prestigious')",-0.16914836,-0.23371212,0.1919998,0.0939194,0.0980804
54,0.5293936,0.42229885,"('incapable', 'capable')",0.6173162,0.62051654,0.5733549,0.5214077,0.0519472
28,0.51995957,0.69502234,"('disloyal', 'loyal')",0.95259094,1.1326168,0.7362753,0.9138196,-0.1775443
65,0.50730026,0.3558758,"('insecure', 'secure')",-0.06605683,-0.26231506,0.2206217,0.0467804,0.1738413
63,0.4958793,0.7438457,"('unperceptive', 'insightful')",0.79848796,1.0777397,0.6471837,0.9107927,-0.263609
2,0.48312744,0.3179583,"('unlikable', 'likable')",0.63266844,0.63109297,0.5578979,0.4745256,0.0833723
40,-0.47473064,-0.24996239,"('stingy', 'generous')",-2.3008475,-2.0542493,-1.3877891,-1.1521058,-0.2356833
80,0.47377625,0.42384213,"('dominated', 'dominating')",-0.43888053,-0.3718076,0.0174479,0.0260173,-0.0085694
32,0.45871553,0.5415016,"('unkind', 'kind')",0.3683315,0.5835018,0.4135235,0.5625017,-0.1489782
52,-0.43635228,-0.6034003,"('irrational', 'rational')",-0.4838693,-0.64337975,-0.4601108,-0.62339,0.1632792
5,-0.43495888,-0.59363467,"('distant', 'outgoing')",-0.7264342,-0.774239,-0.5806965,-0.6839368,0.1032403
19,0.4221313,0.16449666,"('inhospitable', 'hospitable')",-0.56876266,-0.47608724,-0.0733157,-0.1557953,0.0824796
6,-0.41469985,-0.4602611,"('distant', 'open')",-0.6704353,-0.6691038,-0.5425676,-0.5646825,0.0221149
47,0.36628625,0.24592552,"('stupid', 'smart')",5.04952,4.8309226,2.7079031,2.538424,0.1694791
72,0.32892352,0.08204139,"('unambitious', 'ambitious')",-0.7107958,-0.76417613,-0.1909361,-0.3410674,0.1501313
41,-0.28381276,-0.43467703,"('unforgiving', 'forgiving')",-0.1796185,-0.18088232,-0.2317156,-0.3077797,0.0760641
68,-0.24537058,-0.10350617,"('dependent', 'independent')",-0.7132239,-0.42551774,-0.4792972,-0.2645119,-0.2147853
42,-0.24479409,-0.109833926,"('unreliable', 'reliable')",-2.7602937,-2.6699958,-1.5025439,-1.3899149,-0.112629
20,-0.2360574,-0.39704806,"('rough', 'thoughtful')",0.88566816,1.0756278,0.3248054,0.3392899,-0.0144845
79,0.22518077,0.17173114,"('wavering', 'unwavering')",-0.41607362,-0.3049459,-0.0954464,-0.0666074,-0.028839
34,0.21582477,0.23848936,"('mean', 'honorable')",5.4286547,5.523709,2.8222396,2.881099,-0.0588594
76,0.20597178,-0.036401596,"('anxious', 'daring')",0.101135515,-0.05392669,0.1535536,-0.0451641,0.1987177
84,0.2056593,0.37035933,"('inferior', 'superior')",1.0393871,1.0903771,0.6225232,0.7303682,-0.107845
7,0.19729592,0.46774334,"('insensitive', 'sensitive')",0.32942945,0.5814828,0.2633627,0.5246131,-0.2612504
46,0.18862092,0.7690748,"('uncompetitive', 'competitive')",-0.3099873,-0.13841401,-0.0606832,0.3153304,-0.3760136
88,-0.18167749,-0.43906966,"('low', 'eminent')",-0.44930482,-0.3672306,-0.3154911,-0.4031501,0.087659
78,-0.15135431,0.1831026,"('nonresilient', 'resilient')",0.57222474,0.8557059,0.2104352,0.5194042,-0.308969
48,0.14278078,0.14157659,"('unintelligent', 'intelligent')",0.5081042,0.60382944,0.3254425,0.372703,-0.0472605
67,-0.1417132,-0.22139418,"('doubtful', 'determined')",-0.40836704,-0.5715893,-0.2750401,-0.3964917,0.1214516
43,0.14070043,0.30178267,"('irresponsible', 'responsible')",0.54190964,0.67158455,0.341305,0.4866836,-0.1453786
35,0.12706992,-0.082296625,"('corrupt', 'incorrupt')",-0.7638091,-0.76601386,-0.3183696,-0.4241552,0.1057856
45,0.11991934,0.3622649,"('incompetent', 'competent')",-0.20266399,0.048368063,-0.0413723,0.2053165,-0.2466888
13,-0.11797671,0.3240134,"('impolite', 'polite')",-0.8579604,-0.7660455,-0.4879686,-0.221016,-0.2669526
11,-0.10862336,-0.061887242,"('unhelpful', 'helpful')",2.124736,2.034338,1.0080564,0.9862254,0.021831
83,0.107698604,-0.026529722,"('powerless', 'powerful')",-0.6556239,-0.6359563,-0.2739626,-0.331243,0.0572804
30,0.10355182,0.07777365,"('intolerant', 'tolerant')",0.10804416,0.19334921,0.105798,0.1355614,-0.0297634
59,-0.08036959,-0.082571626,"('foolish', 'wise')",-0.23124409,-0.29408547,-0.1558068,-0.1883285,0.0325217
10,0.0710074,0.5126774,"('unsympathetic', 'sympathetic')",-0.15433913,0.08694416,-0.0416659,0.2998108,-0.3414767
21,-0.06971334,0.14864345,"('immoral', 'moral')",-0.3726928,-0.09961367,-0.2212031,0.0245149,-0.245718
82,0.04309591,-0.09577786,"('poor', 'rich')",6.080382,5.9856153,3.061739,2.9449186,0.1168204
36,0.03988247,-0.34274405,"('hostile', 'amicable')",-0.56518364,-0.69310135,-0.2626506,-0.5179227,0.2552721
73,-0.034692407,0.097270675,"('helpless', 'self-reliant')",-3.3133469,-3.176004,-1.6740196,-1.5393666,-0.134653
70,-0.030547678,0.43878818,"('lethargic', 'energetic')",0.47364944,0.71500087,0.2215509,0.5768945,-0.3553436
0,0.024702765,0.05918906,"('unsociable', 'sociable')",-0.40851355,-0.20544963,-0.1919054,-0.0731303,-0.1187751
50,0.02184362,0.04554753,"('clumsy', 'skillful')",0.06774486,0.2296427,0.0447942,0.1375951,-0.0928009
22,0.008217385,0.3382652,"('untrustworthy', 'trustworthy')",-0.9378218,-0.8086947,-0.4648022,-0.2352148,-0.2295874
