,staples_male,staples_female,tuple,inc_male,inc_female,average_male,average_female,male-female
49,0.27554393,-0.034847356,"('unable', 'able')",0.17300107,0.123183474,0.2242725,0.0441681,0.1801044
20,0.26653165,0.45634347,"('rough', 'thoughtful')",1.0326995,1.0227503,0.6496155,0.7395469,-0.0899314
77,-0.25415033,-0.5674431,"('unmotivated', 'motivated')",-1.2252953,-1.1111442,-0.7397228,-0.8392936,0.0995708
65,0.24123697,-0.13058707,"('insecure', 'secure')",-0.73937,-0.5764251,-0.2490665,-0.3535061,0.1044396
2,0.23544422,0.49682462,"('unlikable', 'likable')",0.26979715,0.44706312,0.2526207,0.4719439,-0.2193232
5,0.20628281,0.65984064,"('distant', 'outgoing')",0.23908526,0.17502847,0.222684,0.4174346,-0.1947506
28,0.1976818,0.013681266,"('disloyal', 'loyal')",0.98810387,0.91611695,0.5928928,0.4648991,0.1279937
18,-0.19257297,0.15151003,"('disagreeable', 'welcoming')",-0.12298839,-0.13530828,-0.1577807,0.0081009,-0.1658816
52,-0.19211394,-0.26650643,"('irrational', 'rational')",-0.33351088,-0.4905709,-0.2628124,-0.3785387,0.1157263
30,0.1900623,0.123270385,"('intolerant', 'tolerant')",0.9823156,0.8653024,0.586189,0.4942864,0.0919026
63,0.16706085,0.29194772,"('unperceptive', 'insightful')",0.93119186,1.029972,0.5491264,0.6609598,-0.1118334
38,0.16312,0.20128155,"('untruthful', 'truthful')",0.4860787,0.51464194,0.3245994,0.3579617,-0.0333623
37,-0.16085094,0.18080324,"('fake', 'genuine')",0.4655384,0.53778964,0.1523437,0.3592964,-0.2069527
59,0.13884288,-0.0691573,"('foolish', 'wise')",0.56756896,0.35495782,0.3532059,0.1429003,0.2103056
13,0.11344251,-0.264724,"('impolite', 'polite')",-0.63981825,-0.6756745,-0.2631879,-0.4701992,0.2070113
11,-0.10645211,-0.24173906,"('unhelpful', 'helpful')",1.9057802,1.9334939,0.899664,0.8458774,0.0537866
58,0.10555339,0.667624,"('undiscriminating', 'discriminating')",-0.13818803,0.038245127,-0.0163173,0.3529346,-0.3692519
45,-0.10063329,-0.13382429,"('incompetent', 'competent')",-0.6308766,-0.48551494,-0.365755,-0.3096696,-0.0560854
88,-0.096869364,0.037157416,"('low', 'eminent')",0.37273535,0.55768317,0.137933,0.2974203,-0.1594873
46,0.095633216,0.010342881,"('uncompetitive', 'competitive')",-1.0743394,-0.7667175,-0.4893531,-0.3781873,-0.1111658
15,-0.06687029,0.10490497,"('boring', 'funny')",0.06868459,0.045884922,0.0009072,0.0753949,-0.0744877
21,-0.038097017,-0.26960784,"('immoral', 'moral')",-0.9177054,-0.8801206,-0.4779012,-0.5748642,0.096963
22,0.033841513,0.11205225,"('untrustworthy', 'trustworthy')",-1.0264571,-0.7886291,-0.4963078,-0.3382884,-0.1580194
43,-0.017444357,0.033882894,"('irresponsible', 'responsible')",0.28422385,0.35926563,0.1333897,0.1965743,-0.0631846
42,-0.00053628907,0.19806893,"('unreliable', 'reliable')",-3.2978957,-3.3438416,-1.6492159,-1.5728863,-0.0763296
