,nvidia_male,nvidia_female,tuple,corp_male,corp_female,average_male,average_female,male-female
52,1.1379874,0.98111886,"('irrational', 'rational')",0.04438616,0.07937058,0.5911868,0.5302447,0.0609421
84,1.132192,0.8348177,"('inferior', 'superior')",0.9925603,0.9036208,1.0623761,0.8692192,0.1931569
74,-1.1283597,-0.94449717,"('undedicated', 'dedicated')",-0.3178197,-0.22331035,-0.7230897,-0.5839038,-0.1391859
72,-1.0628066,-0.98110926,"('unambitious', 'ambitious')",-0.36867544,-0.2898455,-0.715741,-0.6354774,-0.0802636
76,-1.0627627,-1.1178203,"('anxious', 'daring')",-0.3722343,-0.21390806,-0.7174985,-0.6658642,-0.0516343
65,-0.99692917,-1.0144857,"('insecure', 'secure')",-0.33185694,-0.2902455,-0.6643931,-0.6523656,-0.0120275
20,0.9960227,1.0429335,"('rough', 'thoughtful')",1.1587713,1.1962101,1.077397,1.1195718,-0.0421748
14,-0.99245214,-1.0817776,"('antisocial', 'social')",-0.014427014,-0.0835022,-0.5034396,-0.5826399,0.0792003
41,-0.96877337,-1.0085648,"('unforgiving', 'forgiving')",-0.050614975,-0.25530753,-0.5096942,-0.6319362,0.122242
42,-0.9114746,-1.0695453,"('unreliable', 'reliable')",-3.3609734,-3.3296275,-2.136224,-2.1995864,0.0633624
62,-0.87904966,-0.9696647,"('incompetent', 'brilliant')",0.32014915,0.3411977,-0.2794502,-0.3142335,0.0347833
36,0.86190355,0.79751825,"('hostile', 'amicable')",0.25967893,0.06703247,0.5607913,0.4322754,0.1285159
82,-0.8463891,-0.66254294,"('poor', 'rich')",6.5699472,6.6809626,2.861779,3.0092099,-0.1474309
58,-0.8438163,-0.6675749,"('undiscriminating', 'discriminating')",0.2028492,0.114403106,-0.3204835,-0.2765859,-0.0438976
6,0.8386586,0.87593484,"('distant', 'open')",-0.32137635,-0.2346512,0.2586411,0.3206418,-0.0620007
60,-0.80420876,-0.619371,"('inefficient', 'efficient')",0.09394882,0.10609152,-0.35513,-0.2566397,-0.0984903
64,-0.7789086,-0.8923151,"('shy', 'confident')",-6.4919806,-6.625976,-3.6354446,-3.7591455,0.1237009
39,0.77582943,0.76154363,"('exploitative', 'cooperative')",0.29970008,0.2629833,0.5377648,0.5122635,0.0255013
73,0.7648796,0.7895742,"('helpless', 'self-reliant')",-3.3493352,-3.3414154,-1.2922277,-1.2759206,-0.0163071
80,-0.7540972,-0.6217488,"('dominated', 'dominating')",-1.3310909,-1.1642967,-1.0425941,-0.8930228,-0.1495713
75,0.7356554,0.8169383,"('meek', 'impulsive')",-0.7896393,-0.7571868,-0.0269919,0.0298758,-0.0568677
31,0.72846913,0.7704264,"('evil', 'good')",-0.6630498,-0.7537244,0.0327097,0.008351,0.0243587
30,-0.68244594,-0.7202735,"('intolerant', 'tolerant')",0.83989376,0.8322199,0.0787239,0.0559732,0.0227507
77,-0.6760538,-0.54676986,"('unmotivated', 'motivated')",-1.1475425,-1.0984275,-0.9117981,-0.8225987,-0.0891994
18,-0.6703198,-0.6234863,"('disagreeable', 'welcoming')",-0.54278433,-0.5272197,-0.6065521,-0.575353,-0.0311991
1,-0.6268881,-0.7774677,"('unfriendly', 'friendly')",1.402554,1.2711742,0.387833,0.2468532,0.1409798
27,-0.61703914,-0.79284143,"('hardhearted', 'softhearted')",1.4942516,1.4071633,0.4386062,0.3071609,0.1314453
8,-0.6119143,-0.58093154,"('unaffectionate', 'affectionate')",0.5875218,0.55254614,-0.0121962,-0.0141927,0.0019965
15,0.58886933,0.32575262,"('boring', 'funny')",0.028367884,0.030968063,0.3086186,0.1783603,0.1302583
47,-0.50833666,-0.3610782,"('stupid', 'smart')",5.2933993,5.477711,2.3925314,2.5583165,-0.1657851
28,-0.507166,-0.6703573,"('disloyal', 'loyal')",1.0452509,0.9182201,0.2690424,0.1239314,0.145111
68,-0.50060815,-0.43041426,"('dependent', 'independent')",-0.7591492,-0.7791806,-0.6298786,-0.6047974,-0.0250812
37,-0.47257528,-0.64784896,"('fake', 'genuine')",0.18955132,0.1767876,-0.141512,-0.2355307,0.0940187
33,0.44082034,0.41296852,"('wrong', 'right')",-0.9304174,-0.9042182,-0.2447985,-0.2456248,0.0008263
44,0.42868784,0.38262984,"('prejudiced', 'unprejudiced')",-1.4622688,-1.3402032,-0.5167905,-0.4787866,-0.0380039
66,-0.42017084,-0.42310897,"('inactive', 'active')",0.5046257,0.41446498,0.0422274,-0.004322,0.0465494
9,-0.38833696,-0.37091565,"('unaffectionate', 'caring')",1.2872773,1.1795658,0.4494702,0.4043251,0.0451451
71,0.3564011,0.3463012,"('diffident', 'self-confident')",0.27593288,0.26207286,0.316167,0.304187,0.01198
87,-0.35420913,-0.064194515,"('unsuccessful', 'successful')",0.8363305,1.039306,0.2410607,0.4875558,-0.2464951
16,0.32709593,0.512683,"('unpopular', 'popular')",0.379025,0.54579395,0.3530605,0.5292385,-0.176178
5,0.2936671,0.3630555,"('distant', 'outgoing')",-0.5335582,-0.4661876,-0.1199455,-0.051566,-0.0683795
48,-0.28284883,-0.40045857,"('unintelligent', 'intelligent')",0.74252987,0.7264969,0.2298405,0.1630192,0.0668213
53,-0.27796575,-0.10721355,"('uncreative', 'creative')",0.646788,0.5897646,0.1844111,0.2412755,-0.0568644
61,-0.2776086,-0.16135609,"('illogical', 'logical')",0.59296787,0.5903519,0.1576796,0.2144979,-0.0568183
54,0.27726603,0.33376375,"('incapable', 'capable')",0.56942534,0.6948586,0.4233457,0.5143112,-0.0909655
83,0.27078247,0.45969945,"('powerless', 'powerful')",-1.0601493,-0.9248949,-0.3946834,-0.2325977,-0.1620857
19,-0.22702834,-0.11532857,"('inhospitable', 'hospitable')",-0.6101811,-0.5644611,-0.4186047,-0.3398948,-0.0787099
26,0.22009248,0.08568077,"('hardhearted', 'benevolent')",1.5741726,1.5669754,0.8971325,0.826328,0.0708045
29,0.19307412,0.12579533,"('unfair', 'fair')",-0.14486691,-0.28198105,0.0241036,-0.0780929,0.1021965
34,-0.19069408,-0.06262612,"('mean', 'honorable')",5.459906,5.503412,2.6346061,2.7203927,-0.0857866
79,0.17096618,0.17010559,"('wavering', 'unwavering')",-0.7610991,-0.6941834,-0.2950665,-0.2620389,-0.0330276
17,-0.16517714,-0.3061305,"('nasty', 'nice')",-0.5335032,-0.55014306,-0.3493401,-0.4281368,0.0787967
67,0.15902992,0.10446454,"('doubtful', 'determined')",-0.67568195,-0.5081495,-0.258326,-0.2018425,-0.0564835
4,-0.15846659,-0.21293423,"('disliked', 'liked')",-7.0439444,-7.168628,-3.6012056,-3.6907811,0.0895755
88,0.14839832,0.12964202,"('low', 'eminent')",-0.48227948,-0.3087923,-0.1669406,-0.0895751,-0.0773655
49,0.12573794,0.19389237,"('unable', 'able')",-0.17560951,-0.19832128,-0.0249358,-0.0022145,-0.0227213
25,0.12520745,0.19258705,"('egoistic', 'altruistic')",1.0921146,1.2263141,0.608661,0.7094505,-0.1007895
2,-0.082556084,0.1796127,"('unlikable', 'likable')",0.46630448,0.70752555,0.1918742,0.4435691,-0.2516949
40,-0.025292695,-0.1887211,"('stingy', 'generous')",-1.8012906,-1.9217378,-0.9132917,-1.0552294,0.1419377
50,-0.009070648,0.14346366,"('clumsy', 'skillful')",-0.22088757,-0.048324753,-0.1149791,0.0475695,-0.1625486
