,questar_male,questar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
49,0.3964238,0.116805784,"('unable', 'able')",0.0349342,-0.12179615,0.215679,-0.0024952,0.2181742
12,-0.37079844,-0.5588329,"('unsupportive', 'supportive')",-1.9596459,-2.003167,-1.1652222,-1.2809999,0.1157777
37,0.3525376,0.4967285,"('fake', 'genuine')",0.24137676,0.45934647,0.2969572,0.4780375,-0.1810803
2,-0.3517194,-0.2986039,"('unlikable', 'likable')",0.28622147,0.32778972,-0.032749,0.0145929,-0.0473419
68,0.35102528,0.34354547,"('dependent', 'independent')",-0.42579553,-0.6349548,-0.0373851,-0.1457047,0.1083196
0,-0.34060746,-0.6597056,"('unsociable', 'sociable')",-0.35860288,-0.50780135,-0.3496052,-0.5837535,0.2341483
57,-0.3256696,-0.8088268,"('unimaginative', 'imaginative')",-3.0908327,-3.216627,-1.7082511,-2.0127268,0.3044757
32,-0.3006501,-0.42321435,"('unkind', 'kind')",0.48920658,0.6117509,0.0942782,0.0942683,9.9e-06
82,-0.28125688,-0.2626533,"('poor', 'rich')",6.0275183,6.1844573,2.8731308,2.960902,-0.0877712
78,-0.27680373,-0.4306316,"('nonresilient', 'resilient')",0.5592927,0.28127033,0.1412445,-0.0746806,0.2159251
58,0.27444106,0.19020405,"('undiscriminating', 'discriminating')",0.48091552,0.5205083,0.3776783,0.3553562,0.0223221
24,-0.25836965,-0.26999128,"('dishonest', 'honest')",0.46237978,0.53709066,0.1020051,0.1335497,-0.0315446
22,0.23770212,0.408561,"('untrustworthy', 'trustworthy')",-0.9300231,-0.9767904,-0.3461605,-0.2841147,-0.0620458
25,-0.21083218,-0.33697078,"('egoistic', 'altruistic')",1.3837868,1.2880211,0.5864773,0.4755251,0.1109522
83,0.2000971,0.15182704,"('powerless', 'powerful')",-0.89194894,-0.9368046,-0.3459259,-0.3924888,0.0465629
42,0.1892949,0.43840045,"('unreliable', 'reliable')",-3.5257072,-3.4243567,-1.6682062,-1.4929781,-0.1752281
72,0.18923517,0.28762954,"('unambitious', 'ambitious')",-0.6669409,-0.6737357,-0.2388529,-0.1930531,-0.0457998
59,0.18652594,0.22848523,"('foolish', 'wise')",0.36629727,0.49951702,0.2764116,0.3640011,-0.0875895
3,0.16286449,-0.28319868,"('repellent', 'pleasant')",0.7846542,0.63082665,0.4737594,0.173814,0.2999454
11,-0.15258671,-0.22168912,"('unhelpful', 'helpful')",1.4928398,1.5490717,0.6701266,0.6636913,0.0064353
28,0.1459769,-0.42901555,"('disloyal', 'loyal')",1.1676977,0.8964141,0.6568373,0.2336993,0.423138
63,0.14102706,0.042131588,"('unperceptive', 'insightful')",0.5817082,0.53789127,0.3613676,0.2900114,0.0713562
87,-0.13521945,-0.100139715,"('unsuccessful', 'successful')",0.9634742,0.9157388,0.4141274,0.4077995,0.0063279
47,0.13231157,0.17336667,"('stupid', 'smart')",4.807191,5.122769,2.4697511,2.6480677,-0.1783166
43,-0.115962714,-0.17550004,"('irresponsible', 'responsible')",-0.15235546,0.069490895,-0.1341591,-0.0530046,-0.0811545
64,0.096260905,0.12069179,"('shy', 'confident')",-6.2335677,-6.4805794,-3.0686533,-3.1799438,0.1112905
29,-0.07295625,0.051324256,"('unfair', 'fair')",-0.061485536,-0.077559486,-0.0672209,-0.0131176,-0.0541033
73,0.06895317,0.13877161,"('helpless', 'self-reliant')",-2.6004353,-2.7444882,-1.265741,-1.3028584,0.0371174
74,0.04757023,-0.040461157,"('undedicated', 'dedicated')",-0.44626716,-0.33717126,-0.1993485,-0.1888162,-0.0105323
10,0.040008746,-0.09693987,"('unsympathetic', 'sympathetic')",-0.89237666,-0.73349,-0.426184,-0.4152149,-0.0109691
45,0.033934448,-0.08049212,"('incompetent', 'competent')",-0.075727984,-0.042187706,-0.0208968,-0.0613399,0.0404431
41,-0.018779395,-0.21435112,"('unforgiving', 'forgiving')",-0.16132303,-0.13457227,-0.0900512,-0.1744617,0.0844105
70,-0.015846469,0.063229434,"('lethargic', 'energetic')",-0.24554601,-0.054546773,-0.1306962,0.0043413,-0.1350375
50,-0.0067433007,0.09674211,"('clumsy', 'skillful')",0.14061797,0.11615712,0.0669373,0.1064496,-0.0395123
34,-0.006686503,-0.20653588,"('mean', 'honorable')",5.5870137,5.5657287,2.7901635,2.6795964,0.1105671
51,0.0009924863,-0.1983805,"('uneducated', 'educated')",0.29680842,0.22804657,0.1489004,0.014833,0.1340674
