,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,male-female
8,-0.52900827,-0.7637629,"('unaffectionate', 'affectionate')",-0.079774186,-0.0959391,0.44562468,0.50643694,-0.0543859,-0.117755,0.0633691
42,-0.5122604,-0.4439906,"('unreliable', 'reliable')",-0.45130262,-0.53044057,-2.8101728,-2.838317,-1.2579119,-1.270916,0.0130041
21,-0.49161327,-0.71026784,"('immoral', 'moral')",0.45296684,0.19437945,-0.71807927,-0.9186663,-0.2522419,-0.4781849,0.225943
18,0.48821935,0.0421251,"('disagreeable', 'welcoming')",0.068676114,-0.16516592,-0.38545263,-0.5444703,0.0571476,-0.2225037,0.2796513
12,-0.47265813,-0.68676364,"('unsupportive', 'supportive')",-0.10541145,-0.24586692,-1.9783243,-2.0816913,-0.8521313,-1.0047739,0.1526426
88,-0.46656483,-0.69224876,"('low', 'eminent')",-0.56259525,-0.65515137,-0.10726431,0.009438515,-0.3788081,-0.4459872,0.0671791
40,0.46104068,0.25583017,"('stingy', 'generous')",0.26635966,0.076523155,-1.0888196,-1.3967646,-0.1204731,-0.3548038,0.2343307
60,-0.46000877,-0.33685508,"('inefficient', 'efficient')",0.62877434,0.61718965,-0.09476374,0.08641029,0.0246673,0.1222483,-0.097581
52,0.45251662,0.20239565,"('irrational', 'rational')",0.2161056,0.14916155,-0.04341156,-0.14277697,0.2084035,0.0695934,0.1388101
62,-0.4355865,-0.09118817,"('incompetent', 'brilliant')",0.9317907,1.1012535,-0.3117948,0.061969064,0.0614698,0.3573448,-0.295875
44,0.41525385,0.66366047,"('prejudiced', 'unprejudiced')",-0.20323223,-0.010411693,-1.0266166,-0.9864329,-0.2715317,-0.1110614,-0.1604703
16,0.38859293,0.03321848,"('unpopular', 'popular')",0.14436984,-0.003403809,0.9020146,0.63904595,0.4783258,0.2229535,0.2553723
59,0.38659647,0.33077857,"('foolish', 'wise')",0.34616256,0.3366198,0.2751433,0.29652524,0.3359674,0.3213079,0.0146595
71,0.3839828,0.02201369,"('diffident', 'self-confident')",0.9651766,0.74028486,0.78426856,0.5944458,0.7111426,0.4522481,0.2588945
20,0.36548877,0.3050487,"('rough', 'thoughtful')",1.4549785,1.5306141,1.0928348,1.0639601,0.9711006,0.966541,0.0045596
17,-0.3569959,-0.38617262,"('nasty', 'nice')",-0.38283885,-0.3803563,-0.39648435,-0.3066193,-0.3787731,-0.3577161,-0.021057
76,0.3427016,0.6428252,"('anxious', 'daring')",-0.21634383,-0.2513311,0.3138168,0.36670506,0.1467249,0.2527331,-0.1060082
81,-0.32905406,-0.25742376,"('submissive', 'aggressive')",0.42375886,0.40553224,-0.4970334,-0.34513938,-0.1341095,-0.065677,-0.0684325
80,0.3044688,0.5750425,"('dominated', 'dominating')",0.40018848,0.4832599,-0.7500788,-0.89762795,-0.0151405,0.0535582,-0.0686987
14,-0.2948519,-0.35319406,"('antisocial', 'social')",0.8169719,0.6033301,-0.5470097,-0.71929497,-0.0082966,-0.1563863,0.1480897
74,-0.2921839,-0.39688215,"('undedicated', 'dedicated')",-0.30896017,-0.5397135,0.050306514,-0.17477363,-0.1836125,-0.3704565,0.186844
65,-0.2885949,-0.29181594,"('insecure', 'secure')",-0.075293645,-0.17413585,-0.44443664,-0.33315003,-0.2694417,-0.2663673,-0.0030744
37,-0.2732738,-0.105772525,"('fake', 'genuine')",-0.046028547,-0.06245107,0.23528042,0.23504777,-0.0280073,0.0222747,-0.050282
50,0.24920586,0.27916002,"('clumsy', 'skillful')",0.17632416,0.15270457,0.39067015,0.41899756,0.2720667,0.2836207,-0.011554
49,0.24698469,0.15257141,"('unable', 'able')",0.5978802,0.6647386,0.15577358,0.24793789,0.3335462,0.3550826,-0.0215364
15,0.23293316,0.2600324,"('boring', 'funny')",-0.2819634,-0.13654315,0.4351251,0.4226591,0.1286983,0.1820494,-0.0533511
25,-0.2126068,-0.46222308,"('egoistic', 'altruistic')",1.0701437,1.0272729,1.4458429,1.3549553,0.7677933,0.6400017,0.1277916
58,-0.20348689,-0.434033,"('undiscriminating', 'discriminating')",-0.19325267,-0.30282444,-0.24122629,-0.38783175,-0.2126553,-0.3748964,0.1622411
4,0.15448914,0.03445779,"('disliked', 'liked')",-0.4637434,-0.70641506,-5.729704,-6.080179,-2.012986,-2.2507121,0.2377261
2,0.14960192,0.112815924,"('unlikable', 'likable')",0.3290104,0.27911812,0.34993973,0.39080152,0.276184,0.2609119,0.0152721
79,-0.14613196,-0.20324025,"('wavering', 'unwavering')",-1.4391795,-1.4125394,0.26927158,0.17935269,-0.43868,-0.478809,0.040129
26,-0.14152277,-0.33935466,"('hardhearted', 'benevolent')",0.35433042,0.3558846,1.2545592,1.2649702,0.4891223,0.4271667,0.0619556
73,0.14059538,0.4621607,"('helpless', 'self-reliant')",-0.1419764,0.025863754,-3.207449,-2.9399636,-1.06961,-0.817313,-0.252297
66,-0.137133,-0.10254321,"('inactive', 'active')",-1.2641661,-1.3617564,1.195374,0.9291029,-0.0686417,-0.1783989,0.1097572
48,0.12840378,-0.16354014,"('unintelligent', 'intelligent')",1.3663889,1.5469002,0.65331656,0.68570673,0.7160364,0.6896889,0.0263475
29,0.11997622,0.090948135,"('unfair', 'fair')",0.0699585,0.0044398494,-0.61601317,-0.68053013,-0.1420261,-0.1950474,0.0530213
83,-0.116016984,-0.2985658,"('powerless', 'powerful')",0.27855384,0.22221695,-0.74935067,-0.94578755,-0.1956046,-0.3407121,0.1451075
36,0.09152945,-0.376538,"('hostile', 'amicable')",-0.8630472,-1.0343611,0.5973852,0.24255407,-0.0580442,-0.3894484,0.3314042
67,0.08072694,0.24245012,"('doubtful', 'determined')",-0.21248856,-0.13178854,-0.47675213,-0.32102787,-0.2028379,-0.0701221,-0.1327158
78,-0.036677327,-0.5163784,"('nonresilient', 'resilient')",1.0682123,0.7579123,1.0187999,0.5357934,0.683445,0.2591091,0.4243359
64,0.032657497,-0.0643837,"('shy', 'confident')",-0.3406645,-0.58888054,-6.346972,-6.464312,-2.2183263,-2.3725254,0.1541991
75,0.031755954,0.27026638,"('meek', 'impulsive')",-0.54449743,-0.20594893,-0.2776612,-0.06163357,-0.2634676,0.0008946,-0.2643622
41,0.03006972,-0.33685815,"('unforgiving', 'forgiving')",-0.28249255,-0.55188036,0.043886483,-0.23744728,-0.0695121,-0.3753953,0.3058832
55,0.023880687,-0.10739745,"('incompetent', 'clever')",0.9221687,0.6280893,0.34296915,0.17451666,0.4296728,0.2317362,0.1979366
34,-0.01518571,-0.16348334,"('mean', 'honorable')",0.20967829,0.20156431,5.9543495,5.984965,2.049614,2.007682,0.041932
68,0.0013499111,-0.06539835,"('dependent', 'independent')",0.10760081,0.012972141,-0.11619809,-0.33767274,-0.0024158,-0.130033,0.1276172
