,mondelez_male,mondelez_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
50,0.8151897,0.75948375,"('clumsy', 'skillful')",0.44695723,0.41309032,0.16998687,0.30083257,0.4773779,0.4911355,-0.0137576
32,-0.7978126,-0.96427065,"('unkind', 'kind')",-0.91153413,-1.1919261,0.88587373,0.53871197,-0.274491,-0.5391616,0.2646706
77,-0.738607,-0.8436247,"('unmotivated', 'motivated')",-0.31477833,-0.40057674,-1.074352,-1.1655226,-0.7092458,-0.8032413,0.0939955
19,0.7385297,0.89906365,"('inhospitable', 'hospitable')",-0.810274,-0.6725119,-0.47896057,-0.15616602,-0.1835683,0.0234619,-0.2070302
67,0.687917,0.6224156,"('doubtful', 'determined')",0.8016781,0.68762237,-0.1253561,-0.28330785,0.4547464,0.3422434,0.112503
54,0.617263,0.6563499,"('incapable', 'capable')",-0.008912809,-0.026223036,1.2602675,1.1864637,0.6228726,0.6055302,0.0173424
37,-0.6123529,-0.43699765,"('fake', 'genuine')",-1.0032051,-0.6520004,-0.07757217,0.17002866,-0.5643767,-0.3063231,-0.2580536
66,0.6000998,0.5774281,"('inactive', 'active')",1.2214347,1.3645644,0.63759595,0.8966405,0.8197102,0.946211,-0.1265008
61,-0.58043313,-0.5820117,"('illogical', 'logical')",-0.14521192,-0.14335991,0.17398316,0.15565826,-0.1838873,-0.1899045,0.0060172
31,0.57625,0.74412036,"('evil', 'good')",-0.96602905,-0.87090194,-1.374664,-0.96133435,-0.5881476,-0.3627053,-0.2254423
12,-0.5729323,-0.6185181,"('unsupportive', 'supportive')",-0.13801304,-0.22356974,-2.2401206,-2.2414873,-0.9836887,-1.0278584,0.0441697
64,-0.5702708,-0.7527644,"('shy', 'confident')",-0.29239938,-0.34899837,-6.449433,-6.3231807,-2.4373678,-2.4749811,0.0376133
84,0.56939226,0.65581125,"('inferior', 'superior')",0.9683145,0.99190795,0.79254687,0.95944273,0.7767512,0.869054,-0.0923028
68,-0.55623,-0.6536949,"('dependent', 'independent')",0.23556837,0.3525708,-0.93316305,-0.7764553,-0.4179416,-0.3591931,-0.0587485
88,-0.5490603,-0.6093311,"('low', 'eminent')",-0.62740284,-0.8343467,0.12061179,-0.06253779,-0.3519504,-0.5020719,0.1501215
39,0.52720416,0.54216963,"('exploitative', 'cooperative')",0.47094327,0.57851166,-0.047394276,-0.17538184,0.3169177,0.3150998,0.0018179
76,-0.4677269,-0.60488397,"('anxious', 'daring')",0.80779433,0.736641,0.47272283,0.18195352,0.2709301,0.1045702,0.1663599
47,-0.4603353,-0.6098482,"('stupid', 'smart')",-0.11739676,-0.2594322,5.608675,5.2974105,1.676981,1.4760434,0.2009376
29,0.43464753,0.662834,"('unfair', 'fair')",-0.8053175,-0.56667835,-0.88573605,-0.5959753,-0.418802,-0.1666065,-0.2521955
75,0.42678845,0.39558086,"('meek', 'impulsive')",0.040676564,0.032706305,-0.29074013,-0.22061905,0.0589083,0.0692227,-0.0103144
58,-0.42040873,-0.3562017,"('undiscriminating', 'discriminating')",0.3718238,0.5491452,-0.52391213,-0.4118085,-0.1908324,-0.072955,-0.1178774
74,-0.40397534,-0.38012254,"('undedicated', 'dedicated')",0.80093884,0.71561956,0.0951807,0.14040849,0.1640481,0.1586352,0.0054129
87,0.3998053,0.12098642,"('unsuccessful', 'successful')",1.6332695,1.4865178,1.2168132,1.070411,1.083296,0.8926384,0.1906576
15,0.37277207,0.31464085,"('boring', 'funny')",-0.15821454,-0.34450826,0.5373732,0.3817307,0.2506436,0.1172878,0.1333558
44,0.3285308,0.106702596,"('prejudiced', 'unprejudiced')",0.21106791,0.16856995,-0.9188857,-1.0160036,-0.126429,-0.2469104,0.1204814
20,0.2912815,0.3248073,"('rough', 'thoughtful')",0.4173567,0.60303205,1.0611204,1.0434915,0.5899195,0.6571103,-0.0671908
78,0.26529735,0.1123726,"('nonresilient', 'resilient')",1.2457722,1.1152095,0.08709133,0.09882085,0.5327203,0.4421343,0.090586
56,0.24132454,0.04684929,"('impractical', 'practical')",1.228709,0.97402114,0.20481974,-0.265167,0.5582844,0.2519011,0.3063833
9,-0.22866157,-0.01044365,"('unaffectionate', 'caring')",-0.08122989,0.074099,0.74357593,0.7943639,0.1445615,0.2860064,-0.1414449
83,0.20539328,0.07020379,"('powerless', 'powerful')",0.0007658899,-0.11024912,-0.74369544,-0.9463877,-0.1791788,-0.328811,0.1496322
13,-0.1792406,-0.51303846,"('impolite', 'polite')",1.0931664,0.8736093,0.030012608,-0.42383164,0.3146461,-0.0210869,0.335733
42,0.17361906,-0.074071005,"('unreliable', 'reliable')",0.38392776,0.20029454,-3.2582374,-3.2963243,-0.9002302,-1.0567002,0.15647
27,-0.14780964,-0.054608054,"('hardhearted', 'softhearted')",-0.76409596,-0.50483435,0.5860334,0.76064605,-0.1086241,0.0670679,-0.175692
38,-0.13680497,-0.13934964,"('untruthful', 'truthful')",-0.27237812,-0.35086653,-0.10148629,-0.11117467,-0.1702231,-0.2004636,0.0302405
34,-0.13518912,-0.07480379,"('mean', 'honorable')",0.14979064,0.32923988,5.728897,5.692898,1.9144996,1.9824446,-0.067945
1,0.12575969,0.4977999,"('unfriendly', 'friendly')",-0.5611428,-0.42955613,1.2031783,1.5531764,0.2559317,0.5404734,-0.2845417
18,0.10174931,0.16714448,"('disagreeable', 'welcoming')",0.60480034,0.6440759,-0.62537825,-0.4072465,0.0270571,0.1346579,-0.1076008
26,-0.08950426,0.11360461,"('hardhearted', 'benevolent')",0.3825913,0.46260408,1.4368122,1.5593766,0.5766331,0.7118618,-0.1352287
40,-0.08490698,0.09888421,"('stingy', 'generous')",-0.20726,-0.08433734,-2.2741792,-1.882249,-0.8554487,-0.6225674,-0.2328813
8,-0.07160703,0.2823664,"('unaffectionate', 'affectionate')",-0.5076661,-0.4135913,0.2186633,0.42345563,-0.1202033,0.0974102,-0.2176135
49,0.056038737,0.09363763,"('unable', 'able')",-0.31199986,-0.3256989,-0.23378333,-0.3984896,-0.1632482,-0.2101836,0.0469354
53,-0.04902906,0.034939975,"('uncreative', 'creative')",-0.03968038,0.12751204,0.68721354,0.8308656,0.1995014,0.3311059,-0.1316045
2,0.044238254,-0.042260036,"('unlikable', 'likable')",1.2078552,1.2059242,0.83564776,0.8363386,0.6959137,0.6666675,0.0292462
17,-0.0007669851,0.051680565,"('nasty', 'nice')",-1.1181017,-1.0216218,-0.6432958,-0.7438454,-0.5873882,-0.5712622,-0.016126
