,lexmark_male,lexmark_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
5,-0.121221416,-0.38979188,"('distant', 'outgoing')",-0.42293566,-0.33768,0.106974505,0.32526243,-0.1457275,-0.1340698,-0.0116577
24,-0.10941242,-0.16443335,"('dishonest', 'honest')",-0.13718513,-0.13160212,0.4601426,0.60143435,0.0711817,0.1017996,-0.0306179
60,0.09088319,0.4053792,"('inefficient', 'efficient')",0.9753356,0.868065,-0.7987648,-0.7371659,0.0891513,0.1787594,-0.0896081
21,0.0902702,0.25704956,"('immoral', 'moral')",0.094511636,0.099914595,-1.3003039,-1.409335,-0.3718407,-0.3507903,-0.0210504
34,0.08260328,0.09828625,"('mean', 'honorable')",0.120797046,0.05915883,6.022515,6.0134315,2.075305,2.0569588,0.0183462
1,0.075160384,-0.49335265,"('unfriendly', 'friendly')",0.43743837,0.28529385,2.2842388,2.225956,0.9322792,0.6726324,0.2596468
75,0.071029946,0.2594834,"('meek', 'impulsive')",-0.5110606,-0.054493215,-0.40461233,-0.041121773,-0.2815477,0.0546228,-0.3361705
66,-0.03842003,-0.03257226,"('inactive', 'active')",0.9759527,1.006964,1.2763224,1.2275672,0.7379517,0.7339863,0.0039654
78,-0.030707642,-0.086302504,"('nonresilient', 'resilient')",0.5996119,0.35457844,0.18619153,0.022990912,0.2516986,0.0970889,0.1546097
19,0.030535568,-0.4503852,"('inhospitable', 'hospitable')",-0.67669636,-0.79295474,0.38016504,0.34772965,-0.0886652,-0.2985368,0.2098716
76,0.029326543,0.75847864,"('anxious', 'daring')",0.9225797,1.1728768,-0.052458376,0.20367983,0.299816,0.7116784,-0.4118624
15,0.01577025,0.029100217,"('boring', 'funny')",-0.279119,-0.012101699,0.59002894,0.7576692,0.1088934,0.2582226,-0.1493292
63,0.011965798,0.19036345,"('unperceptive', 'insightful')",1.0302728,1.060872,0.82365716,0.7003184,0.6219652,0.6505179,-0.0285527
23,0.0075386213,0.037379,"('insincere', 'sincere')",0.08810103,-0.05227046,5.5521255,5.678555,1.8825884,1.8878878,-0.0052994
4,0.004846345,-0.12822588,"('disliked', 'liked')",-0.3811131,-0.17207412,-6.6194544,-6.7625017,-2.3319071,-2.3542673,0.0223602
61,0.0029807538,-0.10517028,"('illogical', 'logical')",-0.17283075,-0.37597948,0.14585221,0.058104724,-0.0079993,-0.141015,0.1330157
