,ecolab_male,ecolab_female,tuple,inc_male,inc_female,average_male,average_female,male-female
11,0.51675206,0.6650607,"('unhelpful', 'helpful')",1.2451823,1.3753548,0.8809671,1.0202078,-0.1392407
68,-0.47481528,-0.5283008,"('dependent', 'independent')",-0.68842757,-0.78857976,-0.5816214,-0.6584403,0.0768189
16,-0.46791553,-0.5335606,"('unpopular', 'popular')",0.46137172,0.67004293,-0.0032719,0.0682412,-0.0715131
41,-0.4613359,-0.3948914,"('unforgiving', 'forgiving')",-0.011037476,0.22066751,-0.2361867,-0.0871119,-0.1490748
59,0.44366792,0.3696554,"('foolish', 'wise')",0.16683714,0.36282918,0.3052525,0.3662423,-0.0609898
13,0.43821526,0.55330247,"('impolite', 'polite')",-0.6950816,-0.6772492,-0.1284332,-0.0619734,-0.0664598
77,0.4333107,0.4066609,"('unmotivated', 'motivated')",-1.1091163,-1.069199,-0.3379028,-0.331269,-0.0066338
21,0.42913073,0.7306934,"('immoral', 'moral')",-0.7458681,-0.54730064,-0.1583687,0.0916964,-0.2500651
70,0.41458693,0.5906288,"('lethargic', 'energetic')",0.6629315,0.6471624,0.5387592,0.6188956,-0.0801364
87,0.4068728,0.59510523,"('unsuccessful', 'successful')",0.5574648,0.77400124,0.4821688,0.6845533,-0.2023845
83,0.39093593,0.28037757,"('powerless', 'powerful')",-1.089512,-1.1208938,-0.349288,-0.4202581,0.0709701
72,0.39043263,0.29886153,"('unambitious', 'ambitious')",-1.0437883,-1.4267942,-0.3266779,-0.5639663,0.2372884
78,0.38663816,0.05771857,"('nonresilient', 'resilient')",0.13347964,0.13683462,0.2600589,0.0972766,0.1627823
50,0.38583115,0.29547668,"('clumsy', 'skillful')",-0.010284342,-0.1127111,0.1877734,0.0913828,0.0963906
47,0.38341644,0.5374738,"('stupid', 'smart')",5.440615,5.305124,2.9120159,2.9212987,-0.0092828
81,0.38009962,0.60414433,"('submissive', 'aggressive')",-0.741311,-0.7969284,-0.1806057,-0.096392,-0.0842137
12,0.36698797,0.4037439,"('unsupportive', 'supportive')",-1.9528406,-1.9911264,-0.7929263,-0.7936913,0.000765
27,0.36133024,0.13163936,"('hardhearted', 'softhearted')",1.5154266,1.3080697,0.9383785,0.7198545,0.218524
49,0.34937635,0.35751617,"('unable', 'able')",-0.30680388,-0.23541896,0.0212862,0.0610486,-0.0397624
61,0.34454414,0.4727748,"('illogical', 'logical')",0.13423146,0.28234226,0.2393878,0.3775585,-0.1381707
43,0.32938373,0.4203486,"('irresponsible', 'responsible')",0.21861705,0.34077027,0.2740004,0.3805594,-0.106559
29,-0.30361924,-0.34472144,"('unfair', 'fair')",-0.41123366,-0.61513567,-0.3574265,-0.4799286,0.1225021
28,-0.27899063,-0.15175356,"('disloyal', 'loyal')",0.7362442,0.797591,0.2286268,0.3229187,-0.0942919
55,0.27572072,0.3891777,"('incompetent', 'clever')",0.15460542,0.042652577,0.2151631,0.2159151,-0.000752
64,0.27085903,0.30707508,"('shy', 'confident')",-6.61292,-6.4884133,-3.1710303,-3.0906692,-0.0803611
4,-0.25933096,-0.2728865,"('disliked', 'liked')",-6.47432,-5.967514,-3.3668253,-3.1202002,-0.2466251
7,0.258119,0.4974769,"('insensitive', 'sensitive')",0.5907664,0.45799002,0.4244427,0.4777335,-0.0532908
54,-0.24605405,0.07528781,"('incapable', 'capable')",0.95180225,1.1961038,0.3528741,0.6356958,-0.2828217
34,0.24471661,0.41649204,"('mean', 'honorable')",5.938776,5.801597,3.0917463,3.1090446,-0.0172983
25,0.23098648,0.20644563,"('egoistic', 'altruistic')",1.8755746,1.8271358,1.0532806,1.0167907,0.0364899
0,-0.22726433,-0.035669923,"('unsociable', 'sociable')",-0.27397013,-0.12928236,-0.2506172,-0.0824761,-0.1681411
40,-0.20389727,-0.39410195,"('stingy', 'generous')",-1.3587297,-1.5511513,-0.7813135,-0.9726266,0.1913131
74,-0.17593972,0.0005027633,"('undedicated', 'dedicated')",-0.021461848,0.03214915,-0.0987008,0.016326,-0.1150268
46,-0.17479709,-0.060068153,"('uncompetitive', 'competitive')",-0.8421827,-0.6568358,-0.5084899,-0.358452,-0.1500379
37,-0.16843185,-0.33806688,"('fake', 'genuine')",0.39326775,0.21112269,0.112418,-0.0634721,0.1758901
33,0.15916447,0.16253482,"('wrong', 'right')",-0.7226055,-0.5735779,-0.2817205,-0.2055215,-0.076199
85,0.13279167,0.14517389,"('insignificant', 'prestigious')",0.69839,1.0815971,0.4155908,0.6133855,-0.1977947
26,0.13023861,0.15523782,"('hardhearted', 'benevolent')",1.7763503,1.9573499,0.9532945,1.0562938,-0.1029993
9,-0.11963275,-0.07006983,"('unaffectionate', 'caring')",1.0072651,0.9636128,0.4438162,0.4467715,-0.0029553
42,0.11710955,0.25992054,"('unreliable', 'reliable')",-3.1536443,-3.1823907,-1.5182674,-1.461235,-0.0570324
65,-0.09917369,0.14187369,"('insecure', 'secure')",-0.29077962,-0.5519473,-0.1949767,-0.2050368,0.0100601
14,0.092811845,0.28900465,"('antisocial', 'social')",-0.5531461,-0.40330082,-0.2301671,-0.0571481,-0.173019
32,-0.080705434,0.05925177,"('unkind', 'kind')",0.7315927,0.7143863,0.3254436,0.386819,-0.0613754
52,-0.07758121,-0.11540916,"('irrational', 'rational')",0.23167945,0.3936549,0.0770491,0.1391229,-0.0620738
23,-0.07610316,0.21781717,"('insincere', 'sincere')",5.4199295,5.237452,2.6719131,2.7276347,-0.0557216
88,-0.06649638,0.3031403,"('low', 'eminent')",0.17270279,0.63943815,0.0531032,0.4712892,-0.418186
57,-0.065356284,-0.0058299173,"('unimaginative', 'imaginative')",-2.579994,-2.3653526,-1.3226751,-1.1855912,-0.1370839
38,0.064334795,-0.068109185,"('untruthful', 'truthful')",-0.6029211,-0.4096128,-0.2692932,-0.238861,-0.0304322
58,-0.05465182,-0.040975086,"('undiscriminating', 'discriminating')",0.122929215,0.16817303,0.0341387,0.063599,-0.0294603
2,0.02393616,0.38602418,"('unlikable', 'likable')",0.30791304,0.69313496,0.1659246,0.5395796,-0.373655
75,-0.013294045,-0.18955626,"('meek', 'impulsive')",-0.4199838,-0.49275148,-0.2166389,-0.3411539,0.124515
17,-0.006517336,0.11770101,"('nasty', 'nice')",-0.77016515,-0.4326346,-0.3883412,-0.1574668,-0.2308744
