,centex_male,centex_female,tuple,corp_male,corp_female,average_male,average_female,male-female
68,-0.4326979,-0.49540228,"('dependent', 'independent')",-0.63744825,-0.60877097,-0.535073,-0.5520866,0.0170136
29,-0.42077214,-0.32244307,"('unfair', 'fair')",-0.5326881,-0.56672525,-0.4767301,-0.4445842,-0.0321459
84,0.41668037,0.54457474,"('inferior', 'superior')",0.86707747,0.9534031,0.6418789,0.7489889,-0.10711
67,0.4120605,0.480504,"('doubtful', 'determined')",-0.5361015,-0.4754024,-0.0620205,0.0025508,-0.0645713
28,-0.39144692,-0.3956121,"('disloyal', 'loyal')",0.81371576,0.8757629,0.2111344,0.2400754,-0.028941
42,0.39079955,0.5326302,"('unreliable', 'reliable')",-3.1439183,-3.4405303,-1.3765594,-1.45395,0.0773906
87,-0.38029173,-0.062047448,"('unsuccessful', 'successful')",0.75001734,0.96378666,0.1848628,0.4508696,-0.2660068
20,0.37933934,0.7502281,"('rough', 'thoughtful')",0.7840515,0.73050094,0.5816954,0.7403646,-0.1586692
24,-0.3725546,-0.4239312,"('dishonest', 'honest')",0.5907347,0.5349144,0.1090901,0.0554916,0.0535985
48,0.35918766,0.5092641,"('unintelligent', 'intelligent')",0.8351436,0.76086855,0.5971656,0.6350663,-0.0379007
14,0.33999154,0.7010825,"('antisocial', 'social')",-0.31100982,-0.38882253,0.0144909,0.15613,-0.1416391
32,-0.31728134,-0.22382504,"('unkind', 'kind')",0.6799755,0.6930945,0.1813471,0.2346347,-0.0532876
23,-0.31469458,-0.3768705,"('insincere', 'sincere')",5.730128,5.8955216,2.7077167,2.7593255,-0.0516088
33,-0.30608168,-0.60414153,"('wrong', 'right')",-0.7050219,-0.71854335,-0.5055518,-0.6613424,0.1557906
62,0.2827294,0.6457378,"('incompetent', 'brilliant')",0.67901206,0.7878572,0.4808707,0.7167975,-0.2359268
37,0.27924263,0.26692826,"('fake', 'genuine')",0.15187001,0.0014729463,0.2155563,0.1342006,0.0813557
75,-0.26902986,0.1376527,"('meek', 'impulsive')",-0.73465943,-0.32017505,-0.5018446,-0.0912612,-0.4105834
50,-0.26191774,-0.21403272,"('clumsy', 'skillful')",0.07577912,0.22194707,-0.0930693,0.0039572,-0.0970265
71,-0.2312259,-0.3181095,"('diffident', 'self-confident')",0.44794607,0.115683936,0.1083601,-0.1012128,0.2095729
15,0.21879785,0.25719607,"('boring', 'funny')",-0.1546403,0.14182581,0.0320788,0.1995109,-0.1674321
64,-0.2182166,-0.5097236,"('shy', 'confident')",-6.238154,-6.655354,-3.2281852,-3.5825388,0.3543536
55,0.20722651,0.7991978,"('incompetent', 'clever')",0.1278448,-0.048848312,0.1675357,0.3751747,-0.207639
2,-0.19510296,0.012829841,"('unlikable', 'likable')",0.548655,0.75549394,0.176776,0.3841619,-0.2073859
40,-0.17901243,0.006406065,"('stingy', 'generous')",-2.0625188,-2.4289832,-1.1207657,-1.2112886,0.0905229
46,0.17640252,0.57857645,"('uncompetitive', 'competitive')",-0.9230333,-1.014794,-0.3733154,-0.2181088,-0.1552066
49,0.15802458,0.45815095,"('unable', 'able')",-0.33586034,-0.009917855,-0.0889179,0.2241165,-0.3130344
27,-0.11334632,-0.02276861,"('hardhearted', 'softhearted')",0.88869387,0.62084913,0.3876738,0.2990403,0.0886335
3,0.11315044,0.24890345,"('repellent', 'pleasant')",0.69452703,0.5980576,0.4038387,0.4234805,-0.0196418
56,0.10434551,0.27080458,"('impractical', 'practical')",-0.29684505,-0.49371034,-0.0962498,-0.1114529,0.0152031
77,-0.092626125,-0.017618055,"('unmotivated', 'motivated')",-0.96826786,-0.8943949,-0.530447,-0.4560065,-0.0744405
83,0.09174363,0.40217993,"('powerless', 'powerful')",-1.1947534,-0.9930531,-0.5515049,-0.2954366,-0.2560683
34,-0.060553,0.12220861,"('mean', 'honorable')",5.7598968,6.0368195,2.8496718,3.079514,-0.2298422
11,-0.057308525,-0.015875265,"('unhelpful', 'helpful')",1.9640259,1.8922416,0.9533587,0.9381832,0.0151755
13,-0.031917866,0.013949844,"('impolite', 'polite')",-0.567997,-0.8186565,-0.2999574,-0.4023533,0.1023959
7,0.029551286,-0.017520692,"('insensitive', 'sensitive')",0.15778217,-0.3261472,0.0936667,-0.1718339,0.2655006
70,0.02358739,0.20831752,"('lethargic', 'energetic')",0.20867102,0.004932249,0.1161292,0.1066249,0.0095043
22,0.010620659,0.19334012,"('untrustworthy', 'trustworthy')",-1.0487568,-1.1318498,-0.5190681,-0.4692548,-0.0498133
