,tiffany_male,tiffany_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,male-female
78,1.3894572,1.4525081,"('nonresilient', 'resilient')",0.738957,0.68292266,1.5546415,1.4738106,1.2276852,1.2030805,0.0246047
55,-1.3808194,-1.1427156,"('incompetent', 'clever')",-0.6824263,-0.69195455,-1.305065,-1.3637229,-1.1227703,-1.066131,-0.0566393
60,-1.379849,-1.1586317,"('inefficient', 'efficient')",-0.50792044,-0.5906129,-0.93778455,-1.1525869,-0.9418513,-0.9672772,0.0254259
15,1.2636933,1.2487568,"('boring', 'funny')",0.61881334,0.50973517,-0.03616739,-0.015172377,0.6154464,0.5811065,0.0343399
0,-1.2055938,-1.1870917,"('unsociable', 'sociable')",-0.20185,-0.32049665,-0.5198014,-0.55588293,-0.642415,-0.6878238,0.0454088
21,-1.1779236,-1.0846506,"('immoral', 'moral')",-0.6550291,-0.6752813,-1.3247813,-1.493236,-1.052578,-1.0843893,0.0318113
57,-1.1450155,-1.102854,"('unimaginative', 'imaginative')",-1.0778397,-0.966204,-3.1605184,-3.030489,-1.7944578,-1.699849,-0.0946088
73,1.1297781,1.0665358,"('helpless', 'self-reliant')",0.21399632,0.41509175,-2.6221163,-2.0140724,-0.426114,-0.1774816,-0.2486324
24,-1.1142632,-1.1077888,"('dishonest', 'honest')",-0.7070821,-0.68864155,-0.8238465,-1.0289776,-0.8817306,-0.9418027,0.0600721
43,-1.0124485,-1.0411884,"('irresponsible', 'responsible')",-0.9160947,-0.8674477,-0.2080963,-0.31678182,-0.7122132,-0.741806,0.0295928
7,-0.9871705,-0.9326416,"('insensitive', 'sensitive')",-1.0585692,-1.0852014,-0.3963908,-0.6285081,-0.8140435,-0.882117,0.0680735
47,-0.984643,-0.9730895,"('stupid', 'smart')",-0.28439152,-0.2075479,3.2459269,2.9050474,0.6589641,0.5748034,0.0841607
51,-0.9734324,-1.0577868,"('uneducated', 'educated')",-0.015806066,-0.21314132,-0.10722528,-0.39141273,-0.3654879,-0.5541136,0.1886257
72,0.9680481,0.9099885,"('unambitious', 'ambitious')",-0.07932802,-0.15435272,-1.0891366,-1.0793649,-0.0668055,-0.1079097,0.0411042
27,0.9469912,0.77638525,"('hardhearted', 'softhearted')",0.3087172,-0.026590664,0.8922651,0.76390326,0.7159912,0.504566,0.2114252
74,0.9464319,1.0156542,"('undedicated', 'dedicated')",0.53078985,0.597988,-0.009502124,-0.06437075,0.4892399,0.5164238,-0.0271839
12,0.9405323,0.99499935,"('unsupportive', 'supportive')",1.0900333,1.2205093,-1.3573474,-1.1633952,0.2244061,0.3507045,-0.1262984
30,-0.90220803,-0.6608726,"('intolerant', 'tolerant')",-1.0022043,-0.9013901,-1.0791171,-1.0032346,-0.9945098,-0.8551658,-0.139344
77,-0.8981457,-0.71919596,"('unmotivated', 'motivated')",0.015541624,0.115725644,-0.16392115,-0.010764051,-0.3488417,-0.2047448,-0.1440969
14,-0.88604295,-0.6500778,"('antisocial', 'social')",0.05053063,-0.05698254,-1.3994677,-1.5039636,-0.7449934,-0.7370079,-0.0079855
83,0.80055416,1.1060174,"('powerless', 'powerful')",0.31313336,0.63860244,-0.8993383,-0.5550678,0.0714497,0.3965174,-0.3250677
75,-0.77862525,-0.77578294,"('meek', 'impulsive')",0.01071218,0.2902512,0.65017694,0.89174694,-0.0392454,0.1354051,-0.1746505
29,-0.77045804,-0.7286187,"('unfair', 'fair')",-0.35067943,-0.32112557,-1.06125,-0.9627567,-0.7274625,-0.6708337,-0.0566288
19,0.7679057,0.842884,"('inhospitable', 'hospitable')",-0.15486638,-0.018424999,0.4187114,0.5696459,0.3439169,0.4647017,-0.1207848
67,-0.7612397,-0.8208625,"('doubtful', 'determined')",-0.14366636,-0.1704343,-0.7708659,-0.8109533,-0.5585907,-0.60075,0.0421593
18,-0.7573576,-0.8559178,"('disagreeable', 'welcoming')",0.7395071,0.7953603,-1.3658375,-1.5459375,-0.4612293,-0.5354983,0.074269
34,0.7384747,0.7564814,"('mean', 'honorable')",0.0719187,0.076288514,4.973905,4.6200624,1.9280995,1.8176107,0.1104888
84,0.7275431,0.83256936,"('inferior', 'superior')",-0.029623633,0.12636875,0.07098946,0.17134167,0.256303,0.3767599,-0.1204569
50,0.7021826,0.7644104,"('clumsy', 'skillful')",1.6770468,1.6564833,1.162404,1.1442163,1.1805444,1.18837,-0.0078256
32,0.6996225,0.6765448,"('unkind', 'kind')",-0.21247417,-0.27685335,0.40822238,0.14787152,0.2984569,0.182521,0.1159359
62,-0.6945777,-0.54564995,"('incompetent', 'brilliant')",-0.7367679,-0.600943,-0.8209137,-0.6752945,-0.7507531,-0.6072958,-0.1434573
82,-0.62014425,-0.68696856,"('poor', 'rich')",-0.59510934,-0.6621693,4.3818774,3.6616461,1.0555413,0.7708361,0.2847052
58,0.5442539,0.67628616,"('undiscriminating', 'discriminating')",0.64346135,0.79262656,0.87271935,0.9898939,0.6868115,0.8196022,-0.1327907
66,0.54252714,0.5752847,"('inactive', 'active')",1.5383098,1.4481966,1.9747452,1.884416,1.3518607,1.3026325,0.0492282
17,0.49711984,0.629318,"('nasty', 'nice')",0.42038167,0.3846853,-0.35749802,-0.2035744,0.1866678,0.270143,-0.0834752
86,-0.49479362,-0.56251025,"('uninfluential', 'influential')",-0.8733026,-0.9180956,-0.96463424,-1.1870303,-0.7775768,-0.8892121,0.1116353
4,0.46361327,0.43128207,"('disliked', 'liked')",0.44852903,0.6811006,-5.5093718,-4.723455,-1.5324098,-1.2036908,-0.328719
41,-0.42523277,-0.344522,"('unforgiving', 'forgiving')",-0.33295512,-0.21908006,-0.37796634,-0.5971488,-0.3787181,-0.386917,0.0081989
49,-0.41904628,-0.46386886,"('unable', 'able')",-0.6472219,-0.6390905,-0.68560475,-0.71301734,-0.5839577,-0.6053256,0.0213679
16,0.4124289,0.3297203,"('unpopular', 'popular')",1.1228856,1.197834,1.088454,1.1456709,0.8745894,0.8910751,-0.0164857
40,-0.36624056,-0.39414924,"('stingy', 'generous')",-0.004274443,0.040620632,-1.9608574,-1.7720333,-0.7771241,-0.7085207,-0.0686034
52,-0.36306885,-0.2150917,"('irrational', 'rational')",0.3877951,0.5278744,-0.28480268,-0.17036295,-0.0866921,0.0474733,-0.1341654
48,-0.33506784,-0.4498305,"('unintelligent', 'intelligent')",-0.08205005,-0.24357158,-1.0561609,-1.2128476,-0.4910929,-0.6354165,0.1443236
76,-0.32505432,-0.19941495,"('anxious', 'daring')",0.20106378,0.2042567,-0.3647471,-0.48977438,-0.1629125,-0.1616442,-0.0012683
28,0.28520775,0.37586278,"('disloyal', 'loyal')",-0.44639516,-0.5603341,0.17486478,-0.06814121,0.0045591,-0.0842042,0.0887633
2,-0.28315872,-0.06867047,"('unlikable', 'likable')",1.4047196,1.6675054,0.58292973,0.8177288,0.5681635,0.8055212,-0.2373577
23,-0.27699158,-0.1661922,"('insincere', 'sincere')",-0.6035709,-0.5641012,4.2787395,3.725153,1.1327257,0.9982866,0.1344391
61,-0.2375581,-0.07166701,"('illogical', 'logical')",-0.24871682,-0.14662042,-0.38087898,-0.3316008,-0.2890513,-0.1832961,-0.1057552
42,-0.23659472,-0.1865758,"('unreliable', 'reliable')",-0.11919689,0.07793155,-2.929012,-2.604998,-1.0949345,-0.9045475,-0.190387
20,0.18482366,0.17985386,"('rough', 'thoughtful')",0.84731925,0.7418126,-0.07549666,-0.04184386,0.3188821,0.2932742,0.0256079
59,-0.18439555,-0.30780613,"('foolish', 'wise')",0.60793304,0.6689652,-0.540807,-0.44732955,-0.0390898,-0.0287235,-0.0103663
56,-0.17199409,-0.11916026,"('impractical', 'practical')",-0.7788299,-0.9269777,-1.3625699,-1.4571385,-0.7711313,-0.8344254,0.0632941
39,0.1451858,0.27672625,"('exploitative', 'cooperative')",-0.14994968,-0.16272376,-0.16157891,-0.12541269,-0.0554476,-0.0038034,-0.0516442
63,-0.12078538,-0.0058396505,"('unperceptive', 'insightful')",0.33722785,0.4532426,0.28206232,0.1870835,0.1661683,0.2114955,-0.0453272
87,0.098506644,0.15118738,"('unsuccessful', 'successful')",1.3796821,1.2962065,0.948277,0.80116004,0.8088219,0.749518,0.0593039
88,0.07749343,-0.04627633,"('low', 'eminent')",0.097790495,-0.044976506,-0.67782277,-0.9354458,-0.167513,-0.3422329,0.1747199
37,-0.067985885,0.09276597,"('fake', 'genuine')",-0.15896086,-0.1823222,0.19535717,0.07804346,-0.0105299,-0.0038376,-0.0066923
38,-0.025137514,0.07003422,"('untruthful', 'truthful')",0.09522869,0.351868,0.40028495,0.67582464,0.156792,0.3659089,-0.2091169
