,directv_male,directv_female,tuple,average_male,average_female,male-female
40,-0.7042531,-0.6775968,"('stingy', 'generous')",-0.7042531,-0.6775968,-0.0266563
30,0.69236153,0.54217285,"('intolerant', 'tolerant')",0.6923615,0.5421728,0.1501887
22,-0.667058,-0.88862795,"('untrustworthy', 'trustworthy')",-0.667058,-0.8886279,0.2215699
56,0.6379297,0.5554641,"('impractical', 'practical')",0.6379297,0.5554641,0.0824656
75,-0.63134557,-0.53977853,"('meek', 'impulsive')",-0.6313456,-0.5397785,-0.0915671
48,0.622516,0.497374,"('unintelligent', 'intelligent')",0.622516,0.497374,0.125142
60,0.61026955,0.3534456,"('inefficient', 'efficient')",0.6102695,0.3534456,0.2568239
58,0.59252167,0.6290338,"('undiscriminating', 'discriminating')",0.5925217,0.6290338,-0.0365121
87,0.56496584,0.5424052,"('unsuccessful', 'successful')",0.5649658,0.5424052,0.0225606
39,0.55184215,0.41656423,"('exploitative', 'cooperative')",0.5518422,0.4165642,0.135278
46,-0.51730466,-0.80519027,"('uncompetitive', 'competitive')",-0.5173047,-0.8051903,0.2878856
59,0.49617338,0.61130166,"('foolish', 'wise')",0.4961734,0.6113017,-0.1151283
78,-0.49612078,-0.66782856,"('nonresilient', 'resilient')",-0.4961208,-0.6678286,0.1717078
37,0.4891493,0.4704808,"('fake', 'genuine')",0.4891493,0.4704808,0.0186685
11,0.48825404,0.3967677,"('unhelpful', 'helpful')",0.488254,0.3967677,0.0914863
72,-0.44551092,-0.6030887,"('unambitious', 'ambitious')",-0.4455109,-0.6030887,0.1575778
71,0.40993264,0.40109402,"('diffident', 'self-confident')",0.4099326,0.401094,0.0088386
0,-0.38477635,-0.33435535,"('unsociable', 'sociable')",-0.3847764,-0.3343554,-0.050421
6,-0.3711666,0.0073136427,"('distant', 'open')",-0.3711666,0.0073136,-0.3784802
35,-0.36515778,-0.070046045,"('corrupt', 'incorrupt')",-0.3651578,-0.070046,-0.2951118
68,-0.35801482,-0.26353908,"('dependent', 'independent')",-0.3580148,-0.2635391,-0.0944757
8,-0.3439583,-0.23556915,"('unaffectionate', 'affectionate')",-0.3439583,-0.2355691,-0.1083892
43,0.3395948,0.161553,"('irresponsible', 'responsible')",0.3395948,0.161553,0.1780418
50,-0.33623892,-0.28945506,"('clumsy', 'skillful')",-0.3362389,-0.2894551,-0.0467838
41,0.33232766,0.34871176,"('unforgiving', 'forgiving')",0.3323277,0.3487118,-0.0163841
54,0.3258066,0.44752806,"('incapable', 'capable')",0.3258066,0.4475281,-0.1217215
66,0.3229048,0.46105415,"('inactive', 'active')",0.3229048,0.4610541,-0.1381493
13,-0.31268385,-0.28497833,"('impolite', 'polite')",-0.3126839,-0.2849783,-0.0277056
79,-0.31181756,0.03033614,"('wavering', 'unwavering')",-0.3118176,0.0303361,-0.3421537
53,0.29909742,0.39967382,"('uncreative', 'creative')",0.2990974,0.3996738,-0.1005764
21,-0.29323557,-0.4611264,"('immoral', 'moral')",-0.2932356,-0.4611264,0.1678908
83,0.27966154,0.25813133,"('powerless', 'powerful')",0.2796615,0.2581313,0.0215302
67,0.25938082,0.3053502,"('doubtful', 'determined')",0.2593808,0.3053502,-0.0459694
77,-0.2569757,-0.46253848,"('unmotivated', 'motivated')",-0.2569757,-0.4625385,0.2055628
27,0.2565589,0.24438544,"('hardhearted', 'softhearted')",0.2565589,0.2443854,0.0121735
9,0.25602612,0.28681695,"('unaffectionate', 'caring')",0.2560261,0.286817,-0.0307909
55,0.24515387,-0.014477305,"('incompetent', 'clever')",0.2451539,-0.0144773,0.2596312
88,-0.2379896,-0.13944761,"('low', 'eminent')",-0.2379896,-0.1394476,-0.098542
7,0.2346277,0.0813563,"('insensitive', 'sensitive')",0.2346277,0.0813563,0.1532714
16,-0.22734982,-0.07377469,"('unpopular', 'popular')",-0.2273498,-0.0737747,-0.1535751
85,-0.21840754,0.00024592876,"('insignificant', 'prestigious')",-0.2184075,0.0002459,-0.2186534
63,0.21041904,0.10325927,"('unperceptive', 'insightful')",0.210419,0.1032593,0.1071597
52,0.20965764,0.5369288,"('irrational', 'rational')",0.2096576,0.5369288,-0.3272712
74,0.20807205,0.27315438,"('undedicated', 'dedicated')",0.2080721,0.2731544,-0.0650823
80,0.20585611,-0.053891182,"('dominated', 'dominating')",0.2058561,-0.0538912,0.2597473
51,-0.19718944,-0.14304715,"('uneducated', 'educated')",-0.1971894,-0.1430472,-0.0541422
81,-0.19603412,-0.5722115,"('submissive', 'aggressive')",-0.1960341,-0.5722115,0.3761774
45,-0.1825696,-0.35980448,"('incompetent', 'competent')",-0.1825696,-0.3598045,0.1772349
5,-0.17345846,0.12201904,"('distant', 'outgoing')",-0.1734585,0.122019,-0.2954775
18,-0.14971724,-0.07930337,"('disagreeable', 'welcoming')",-0.1497172,-0.0793034,-0.0704138
3,0.11825952,0.0077650985,"('repellent', 'pleasant')",0.1182595,0.0077651,0.1104944
19,-0.117176704,0.3261253,"('inhospitable', 'hospitable')",-0.1171767,0.3261253,-0.443302
32,0.11307558,0.054941617,"('unkind', 'kind')",0.1130756,0.0549416,0.058134
49,0.09613246,-0.10806687,"('unable', 'able')",0.0961325,-0.1080669,0.2041994
70,-0.09165395,-0.34071475,"('lethargic', 'energetic')",-0.091654,-0.3407148,0.2490608
86,-0.086236626,0.0026528537,"('uninfluential', 'influential')",-0.0862366,0.0026529,-0.0888895
29,0.071022764,0.13277705,"('unfair', 'fair')",0.0710228,0.1327771,-0.0617543
38,0.06747168,0.17810367,"('untruthful', 'truthful')",0.0674717,0.1781037,-0.110632
20,0.063524395,-0.07216419,"('rough', 'thoughtful')",0.0635244,-0.0721642,0.1356886
65,-0.041538738,-0.28989214,"('insecure', 'secure')",-0.0415387,-0.2898921,0.2483534
69,-0.038869333,0.056416653,"('lazy', 'industrious')",-0.0388693,0.0564167,-0.095286
14,0.030587144,-0.11452653,"('antisocial', 'social')",0.0305871,-0.1145265,0.1451136
76,0.020598324,-0.23106824,"('anxious', 'daring')",0.0205983,-0.2310682,0.2516665
