,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,male-female
33,1.0116457,1.0352514,"('wrong', 'right')",-1.0087879,-0.91517824,0.0014289,0.0600366,-0.0586077
2,1.002429,0.8564938,"('unlikable', 'likable')",1.2970338,0.89569694,1.1497314,0.8760954,0.273636
14,-0.989912,-1.1047888,"('antisocial', 'social')",-0.07921528,-0.16674654,-0.5345636,-0.6357676,0.101204
75,0.9810302,1.2435532,"('meek', 'impulsive')",-0.7294214,-0.44494298,0.1258044,0.3993051,-0.2735007
65,-0.96991765,-1.2099876,"('insecure', 'secure')",0.36433843,0.14238046,-0.3027896,-0.5338036,0.231014
88,0.9110166,0.48374465,"('low', 'eminent')",-0.057872437,-0.5773127,0.4265721,-0.046784,0.4733561
27,-0.9099976,-0.7947933,"('hardhearted', 'softhearted')",0.7303096,1.0210582,-0.089844,0.1131324,-0.2029764
7,-0.89934576,-1.1091217,"('insensitive', 'sensitive')",0.26424742,0.33671314,-0.3175492,-0.3862043,0.0686551
28,-0.8741255,-1.2155012,"('disloyal', 'loyal')",1.1559643,0.96718985,0.1409194,-0.1241557,0.2650751
51,-0.862169,-0.95164156,"('uneducated', 'educated')",0.81119037,0.74329686,-0.0254893,-0.1041723,0.078683
86,-0.8140734,-1.0581708,"('uninfluential', 'influential')",-0.5764497,-0.32302183,-0.6952615,-0.6905963,-0.0046652
74,-0.8049951,-0.81953335,"('undedicated', 'dedicated')",0.311624,0.10806084,-0.2466856,-0.3557363,0.1090507
79,0.75280935,0.747881,"('wavering', 'unwavering')",-0.5813629,-0.31213403,0.0857232,0.2178735,-0.1321503
12,-0.7439727,-0.5328364,"('unsupportive', 'supportive')",-2.108325,-1.8883537,-1.4261489,-1.210595,-0.2155539
4,0.73616004,0.8991119,"('disliked', 'liked')",-6.608565,-6.8674293,-2.9362025,-2.9841588,0.0479563
62,-0.7228597,-0.6227365,"('incompetent', 'brilliant')",-0.006512057,0.090708196,-0.3646859,-0.2660142,-0.0986717
59,0.72023195,0.7025542,"('foolish', 'wise')",-0.23797315,-0.11725216,0.2411294,0.292651,-0.0515216
68,-0.71057063,-0.7896568,"('dependent', 'independent')",-1.4147751,-1.333717,-1.0626729,-1.0616869,-0.000986
71,0.7102873,0.56418276,"('diffident', 'self-confident')",-0.032629892,0.07045189,0.3388287,0.3173173,0.0215114
52,0.6669416,0.5163753,"('irrational', 'rational')",-0.17453675,-0.37372798,0.2462024,0.0713237,0.1748787
29,-0.634327,-0.45309648,"('unfair', 'fair')",-0.9853686,-0.6727953,-0.8098478,-0.5629459,-0.2469019
16,0.6238461,0.7021554,"('unpopular', 'popular')",-0.011028662,0.07397742,0.3064087,0.3880664,-0.0816577
15,0.6199254,0.43948364,"('boring', 'funny')",0.99253625,0.84092605,0.8062308,0.6402048,0.166026
50,0.6034113,0.41368756,"('clumsy', 'skillful')",-0.09162806,-0.278904,0.2558916,0.0673918,0.1884998
19,0.59382546,0.5199595,"('inhospitable', 'hospitable')",0.2843626,0.2868305,0.439094,0.403395,0.035699
72,-0.57585156,-0.64081866,"('unambitious', 'ambitious')",-0.7668751,-0.59367347,-0.6713634,-0.617246,-0.0541174
80,-0.5238755,-0.39665884,"('dominated', 'dominating')",-0.13235228,-0.17732286,-0.3281139,-0.2869909,-0.041123
83,0.50906277,0.46643353,"('powerless', 'powerful')",-1.3421443,-1.2731136,-0.4165407,-0.40334,-0.0132007
34,-0.49956426,-0.69293463,"('mean', 'honorable')",5.5853953,5.557311,2.5429156,2.4321883,0.1107273
40,-0.49785823,-0.25865874,"('stingy', 'generous')",-2.462251,-2.0089006,-1.4800546,-1.1337796,-0.346275
82,-0.48307332,-0.56662774,"('poor', 'rich')",5.9905534,6.4270616,2.7537401,2.9302168,-0.1764767
47,-0.45724982,-0.51892877,"('stupid', 'smart')",5.0800366,5.185283,2.3113935,2.3331771,-0.0217836
64,-0.4176428,-0.3743587,"('shy', 'confident')",-6.1647143,-6.5894556,-3.2911785,-3.4819071,0.1907286
1,0.37754902,0.21162987,"('unfriendly', 'friendly')",1.427327,1.5770198,0.902438,0.8943248,0.0081132
37,-0.3543715,-0.42037097,"('fake', 'genuine')",0.44761062,0.6279782,0.0466196,0.1038036,-0.057184
5,0.35173762,0.53423893,"('distant', 'outgoing')",-1.1682333,-0.45419198,-0.4082478,0.0400235,-0.4482713
58,0.33181134,0.27128816,"('undiscriminating', 'discriminating')",0.6979165,0.51005316,0.5148639,0.3906707,0.1241932
32,-0.32537827,-0.5470618,"('unkind', 'kind')",1.3614547,1.2745048,0.5180382,0.3637215,0.1543167
77,-0.30038926,-0.4084584,"('unmotivated', 'motivated')",-1.3103344,-1.5020851,-0.8053619,-0.9552717,0.1499098
87,0.29912132,0.39044896,"('unsuccessful', 'successful')",0.6918937,0.5054377,0.4955075,0.4479433,0.0475642
67,-0.28860033,-0.14808086,"('doubtful', 'determined')",-0.6202559,-0.48795313,-0.4544281,-0.318017,-0.1364111
8,0.25831953,0.07232314,"('unaffectionate', 'affectionate')",0.6677785,0.9063176,0.463049,0.4893204,-0.0262714
54,0.25817686,0.17689873,"('incapable', 'capable')",1.0630186,0.9247373,0.6605977,0.550818,0.1097797
17,0.25579777,0.20194367,"('nasty', 'nice')",0.08465773,-0.19673645,0.1702278,0.0026036,0.1676242
48,-0.25332922,-0.54244995,"('unintelligent', 'intelligent')",-0.026602853,-0.0004207734,-0.139966,-0.2714354,0.1314694
44,-0.2362193,-0.11117761,"('prejudiced', 'unprejudiced')",-1.3129979,-1.4248486,-0.7746086,-0.7680131,-0.0065955
78,-0.21145527,-0.057017244,"('nonresilient', 'resilient')",-0.08700663,0.07105227,-0.149231,0.0070175,-0.1562485
84,0.19274147,0.072265744,"('inferior', 'superior')",0.6459506,0.41668668,0.419346,0.2444762,0.1748698
6,0.17728128,0.39283293,"('distant', 'open')",-1.1000681,-0.33382517,-0.4613934,0.0295039,-0.4908973
66,0.16797467,0.36251953,"('inactive', 'active')",0.25257868,0.43191916,0.2102767,0.3972194,-0.1869427
49,0.12679192,-0.10771844,"('unable', 'able')",-0.12545115,-0.22379908,0.0006704,-0.1657588,0.1664292
61,0.092017055,-0.009809833,"('illogical', 'logical')",-0.10403499,-0.08902995,-0.006009,-0.0494199,0.0434109
20,0.069276124,0.023726314,"('rough', 'thoughtful')",0.70840496,0.5127647,0.3888406,0.2682455,0.1205951
18,-0.04553259,-0.29525566,"('disagreeable', 'welcoming')",-1.0115207,-1.0337098,-0.5285267,-0.6644827,0.135956
9,0.03064914,-0.17290296,"('unaffectionate', 'caring')",1.1600605,1.2522964,0.5953549,0.5396968,0.0556581
39,-0.014924269,-0.45128283,"('exploitative', 'cooperative')",0.92623264,0.4648709,0.4556542,0.006794,0.4488602
53,-0.009640954,-0.22996342,"('uncreative', 'creative')",0.8110539,0.81575334,0.4007065,0.292895,0.1078115
