,fluor_male,fluor_female,tuple,corp_male,corp_female,average_male,average_female,male-female
37,-0.23763268,0.013458006,"('fake', 'genuine')",0.26472145,0.50554687,0.0135444,0.2595024,-0.245958
87,0.23237857,0.26520362,"('unsuccessful', 'successful')",0.8962444,1.2535204,0.5643115,0.759362,-0.1950505
79,-0.22331229,-0.26446536,"('wavering', 'unwavering')",-0.4881645,-0.5511899,-0.3557384,-0.4078276,0.0520892
74,-0.21756157,-0.28155953,"('undedicated', 'dedicated')",-0.2287468,-0.3451588,-0.2231542,-0.3133591,0.0902049
34,-0.19988428,-0.036709096,"('mean', 'honorable')",5.522981,5.915125,2.6615484,2.9392078,-0.2776594
20,0.19053595,0.2901602,"('rough', 'thoughtful')",0.7502738,0.87043583,0.4704049,0.580298,-0.1098931
76,-0.15316361,-0.27489474,"('anxious', 'daring')",-0.23870349,0.015096955,-0.1959336,-0.1298989,-0.0660347
14,-0.15171719,-0.74603236,"('antisocial', 'social')",0.21315865,0.053854983,0.0307207,-0.3460887,0.3768094
78,-0.1459675,0.02094717,"('nonresilient', 'resilient')",-0.010966409,0.44090298,-0.078467,0.2309251,-0.3093921
65,-0.1438709,-0.6055533,"('insecure', 'secure')",-0.07205744,0.30732572,-0.1079642,-0.1491138,0.0411496
15,-0.13900271,-0.34018606,"('boring', 'funny')",-0.09223321,-0.29065272,-0.115618,-0.3154194,0.1998014
83,0.12918231,-0.09145369,"('powerless', 'powerful')",-1.0583115,-1.0420927,-0.4645646,-0.5667732,0.1022086
75,0.12691104,0.6288046,"('meek', 'impulsive')",-0.8877244,-0.8628217,-0.3804067,-0.1170085,-0.2633982
41,-0.107120864,-0.37052605,"('unforgiving', 'forgiving')",0.09821944,-0.32024074,-0.0044507,-0.3453834,0.3409327
72,-0.089574456,-0.26531997,"('unambitious', 'ambitious')",-0.13231821,0.020419333,-0.1109463,-0.1224503,0.011504
50,-0.08583236,0.2893877,"('clumsy', 'skillful')",-0.022837121,0.21279815,-0.0543347,0.2510929,-0.3054276
59,0.07261183,0.29920653,"('foolish', 'wise')",-0.0904254,-0.23456591,-0.0089068,0.0323203,-0.0412271
80,0.035640158,0.50355357,"('dominated', 'dominating')",-0.75012845,-0.36204708,-0.3572441,0.0707532,-0.4279973
47,-0.022359453,-0.12590727,"('stupid', 'smart')",5.3256826,5.4516554,2.6516616,2.662874,-0.0112124
44,0.01881247,0.047723345,"('prejudiced', 'unprejudiced')",-1.2745104,-1.4937978,-0.627849,-0.7230372,0.0951882
56,0.002774611,-0.23274872,"('impractical', 'practical')",-0.82141936,-0.39080498,-0.4093224,-0.3117768,-0.0975456
