,te_male,te_female,tuple,connectivity_male,connectivity_female,ltd_male,ltd_female,average_male,average_female,male-female
45,0.9238077,0.9925641,"('incompetent', 'competent')",1.328733,1.6643703,0.8447094,0.6033371,1.0324167,1.0867571,-0.0543404
80,0.9231905,0.8367682,"('dominated', 'dominating')",1.6715943,2.2471213,-0.2898137,-0.5241599,0.7683237,0.8532432,-0.0849195
64,0.91741884,0.8612197,"('shy', 'confident')",1.6631516,1.8847913,-4.6466637,-4.7093377,-0.6886977,-0.6544422,-0.0342555
23,0.90811753,0.8183306,"('insincere', 'sincere')",1.4607819,1.8400198,4.902633,4.806702,2.4238442,2.4883509,-0.0645067
47,0.9007875,0.8678574,"('stupid', 'smart')",0.294127,0.28256541,4.725933,4.7495513,1.9736158,1.966658,0.0069578
26,0.8451102,0.97789013,"('hardhearted', 'benevolent')",0.32716528,0.3023176,2.2049568,2.1417823,1.125744,1.1406633,-0.0149193
55,0.8437789,0.8258767,"('incompetent', 'clever')",2.4161017,3.0069993,0.90177685,0.6820837,1.3872191,1.5049866,-0.1177675
32,0.83693093,0.79256505,"('unkind', 'kind')",1.6074941,1.91927,1.0220959,0.9312579,1.155507,1.2143644,-0.0588574
46,0.8311116,0.7241634,"('uncompetitive', 'competitive')",2.5509758,3.102561,0.4324012,0.20033613,1.2714962,1.3423535,-0.0708573
76,0.82329226,0.76000565,"('anxious', 'daring')",1.7061659,2.132703,0.11052135,0.09323792,0.8799931,0.9953156,-0.1153225
69,-0.7923299,-0.80419815,"('lazy', 'industrious')",-0.42722303,-0.7309644,-0.3386276,-0.24101539,-0.5193935,-0.5920593,0.0726658
42,0.77203786,0.7450701,"('unreliable', 'reliable')",1.3031896,1.4745747,-2.316988,-2.3402634,-0.0805868,-0.0402062,-0.0403806
25,-0.7704819,-0.8913892,"('egoistic', 'altruistic')",-0.05799418,-0.4120535,0.7371885,0.6571338,-0.0304292,-0.2154363,0.1850071
27,-0.76866186,-0.8032634,"('hardhearted', 'softhearted')",0.69104147,0.6096188,0.8316697,0.7190229,0.2513498,0.1751261,0.0762237
79,-0.76621675,-0.7714355,"('wavering', 'unwavering')",-2.1699889,-2.5805352,-0.3261687,-0.24805602,-1.0874581,-1.2000089,0.1125508
12,0.75370073,0.60835594,"('unsupportive', 'supportive')",1.2740958,1.2066889,-0.72201943,-0.84179115,0.435259,0.3244179,0.1108411
59,0.7369865,0.736699,"('foolish', 'wise')",-1.0675513,-1.7603482,0.09501305,0.17489767,-0.0785172,-0.2829172,0.2044
78,-0.7350982,-0.8430802,"('nonresilient', 'resilient')",0.30137742,0.090561196,0.41314963,0.21217793,-0.006857,-0.1801137,0.1732567
87,0.59019864,0.3563443,"('unsuccessful', 'successful')",1.2643703,1.3716431,1.0360881,0.8491422,0.9635523,0.8590432,0.1045091
10,0.5733956,0.5880867,"('unsympathetic', 'sympathetic')",1.7879231,2.4756815,0.46602172,0.42951903,0.9424468,1.1644291,-0.2219823
2,0.5414028,0.49376753,"('unlikable', 'likable')",1.3477149,1.4271982,0.3448155,0.3533373,0.7446444,0.758101,-0.0134566
57,0.53028536,0.53996205,"('unimaginative', 'imaginative')",0.8580405,1.1407471,-0.61701167,-0.898466,0.2571048,0.2607477,-0.0036429
51,0.46444002,0.2749275,"('uneducated', 'educated')",0.072159424,-0.019518536,-0.32311657,-0.45076218,0.071161,-0.0651177,0.1362787
82,0.46385548,0.61346114,"('poor', 'rich')",0.9162596,0.964564,4.9727945,5.0203695,2.1176365,2.1994648,-0.0818283
19,-0.4458664,-0.4603804,"('inhospitable', 'hospitable')",-1.8747616,-1.9943881,-0.63680625,-0.5370425,-0.9858114,-0.9972703,0.0114589
15,0.43035036,0.44260275,"('boring', 'funny')",-0.036093697,-0.087362036,0.28325757,0.3206404,0.2258381,0.2252937,0.0005444
88,-0.4083352,-0.37731877,"('low', 'eminent')",0.6256627,0.54166555,-0.25571224,-0.16057613,-0.0127949,0.0012569,-0.0140518
9,-0.38789427,-0.40080595,"('unaffectionate', 'caring')",-0.20613953,-0.3797935,1.1403655,1.0904924,0.1821105,0.1032976,0.0788129
84,0.3857275,0.3307329,"('inferior', 'superior')",-0.02659784,-0.11257741,0.4063991,0.39504874,0.2551763,0.2044014,0.0507749
54,-0.382343,-0.40104488,"('incapable', 'capable')",-0.06151226,0.10364981,0.65351194,0.71281034,0.0698856,0.1384718,-0.0685862
3,0.35443908,0.35779613,"('repellent', 'pleasant')",0.82986563,1.2524186,0.47863117,0.4477708,0.554312,0.6859952,-0.1316832
49,-0.32378235,-0.36787245,"('unable', 'able')",-0.56210357,-0.5057252,-0.13248129,-0.15536335,-0.3394558,-0.342987,0.0035312
29,0.31590876,0.19128487,"('unfair', 'fair')",-0.15365554,-0.25248498,-0.6113335,-0.72375655,-0.1496934,-0.2616522,0.1119588
44,0.3050641,0.20858634,"('prejudiced', 'unprejudiced')",0.2932272,0.3198165,-1.4690644,-1.4732573,-0.2902577,-0.3149515,0.0246938
50,-0.29550672,-0.4143696,"('clumsy', 'skillful')",0.3820601,0.23190996,-0.5163576,-0.55088097,-0.1432681,-0.2444469,0.1011788
67,-0.2800005,-0.12836027,"('doubtful', 'determined')",0.37308362,0.41532263,-1.0023667,-0.69314206,-0.3030945,-0.1353932,-0.1677013
53,0.27808335,0.24829279,"('uncreative', 'creative')",-0.49627507,-0.5667047,0.3526526,0.20020486,0.0448203,-0.0394023,0.0842226
40,0.2727772,0.31815442,"('stingy', 'generous')",1.1550127,1.1459318,-1.4603009,-1.5401174,-0.010837,-0.0253437,0.0145067
86,0.26952425,0.24534675,"('uninfluential', 'influential')",1.1385472,1.4612181,0.31091958,0.2780755,0.572997,0.6615468,-0.0885498
48,0.25046924,0.03834427,"('unintelligent', 'intelligent')",1.1928375,1.1479195,0.59244305,0.41936505,0.6785832,0.5352096,0.1433736
38,-0.23709464,-0.2098023,"('untruthful', 'truthful')",0.079269364,-0.07698834,0.81631863,0.77960545,0.2194978,0.1642716,0.0552262
68,-0.23120484,-0.23834936,"('dependent', 'independent')",-0.51997465,-0.34508693,-0.9084256,-0.8190295,-0.5532017,-0.4674886,-0.0857131
63,0.20550236,0.164557,"('unperceptive', 'insightful')",1.3443717,1.5403545,1.4194475,1.3402951,0.9897739,1.0150688,-0.0252949
58,-0.16768742,-0.024712965,"('undiscriminating', 'discriminating')",0.8808229,0.88631535,0.6237656,0.51874435,0.4456337,0.4601156,-0.0144819
0,0.14393449,-0.095957,"('unsociable', 'sociable')",1.6417056,1.8332127,0.093885735,-0.035573818,0.6265086,0.5672273,0.0592813
33,0.13878563,0.18048802,"('wrong', 'right')",0.8249733,0.55536693,-0.30474594,-0.2992965,0.219671,0.1455195,0.0741515
41,-0.117529005,-0.17794706,"('unforgiving', 'forgiving')",-0.10599737,-0.09763643,0.41372302,0.23219514,0.0633989,-0.0144628,0.0778617
18,-0.11055137,-0.118467286,"('disagreeable', 'welcoming')",-0.17552255,-0.3023249,-0.8866697,-0.76777136,-0.3909145,-0.3961879,0.0052734
77,-0.09667522,-0.16542256,"('unmotivated', 'motivated')",1.7177962,1.9456148,-0.85823417,-0.92617667,0.2542956,0.2846719,-0.0303763
34,0.063512854,0.030593738,"('mean', 'honorable')",0.33346325,0.44997686,4.80151,4.9316154,1.7328286,1.804062,-0.0712334
20,0.06333378,-0.09659961,"('rough', 'thoughtful')",0.09289359,0.0633534,0.969971,0.85415715,0.3753995,0.273637,0.1017625
28,-0.045379646,-0.015866067,"('disloyal', 'loyal')",0.9305449,0.9720706,0.86990577,0.7213239,0.5850237,0.5591761,0.0258476
83,-0.040773682,-0.095473684,"('powerless', 'powerful')",-0.03205949,-0.35687,-1.3624262,-1.3953277,-0.4784198,-0.6158905,0.1374707
37,-0.024611574,-0.08155533,"('fake', 'genuine')",0.4415714,0.7222196,0.21232088,0.18308224,0.2097602,0.2745822,-0.064822
1,-0.022049196,-0.1254962,"('unfriendly', 'friendly')",0.110894844,-0.30785844,1.6375425,1.5518695,0.5754627,0.3728383,0.2026244
52,0.0004136935,-0.24289691,"('irrational', 'rational')",-0.6498343,-1.2113438,-0.9849822,-1.0777044,-0.5448009,-0.8439817,0.2991808
