,embarq_male,embarq_female,tuple,corp_male,corp_female,average_male,average_female,male-female
12,-0.7592221,-0.63498545,"('unsupportive', 'supportive')",-2.0585124,-2.0554311,-1.4088672,-1.3452083,-0.0636589
54,-0.7569405,-0.6190157,"('incapable', 'capable')",0.63944405,0.57849437,-0.0587482,-0.0202607,-0.0384875
5,-0.721132,-0.4590605,"('distant', 'outgoing')",-0.85574573,-0.8182977,-0.7884389,-0.6386791,-0.1497598
11,-0.71389335,-0.85101616,"('unhelpful', 'helpful')",1.2939321,0.9374927,0.2900194,0.0432383,0.2467811
21,-0.7053868,-0.657368,"('immoral', 'moral')",-0.840172,-0.7426885,-0.7727794,-0.7000282,-0.0727512
2,0.6980061,0.76630694,"('unlikable', 'likable')",0.50072634,0.5662772,0.5993662,0.6662921,-0.0669259
13,-0.69507176,-0.9428588,"('impolite', 'polite')",-1.0574355,-1.4385649,-0.8762536,-1.1907119,0.3144583
6,-0.6839177,-0.40565398,"('distant', 'open')",-0.60703605,-0.47996745,-0.6454769,-0.4428107,-0.2026662
7,-0.67977,-0.7649096,"('insensitive', 'sensitive')",0.5627966,0.455715,-0.0584867,-0.1545973,0.0961106
27,-0.67122984,-0.50124335,"('hardhearted', 'softhearted')",0.85482794,1.2157985,0.0917991,0.3572776,-0.2654785
63,-0.65831435,-0.5810868,"('unperceptive', 'insightful')",0.7754508,0.5464042,0.0585682,-0.0173413,0.0759095
3,-0.6511013,-0.6046203,"('repellent', 'pleasant')",0.5266586,0.35436615,-0.0622213,-0.1251271,0.0629058
79,-0.64294434,-0.4905296,"('wavering', 'unwavering')",-0.54704225,-0.59504336,-0.5949933,-0.5427865,-0.0522068
77,-0.6221138,-0.42887324,"('unmotivated', 'motivated')",-1.168916,-1.1745411,-0.8955149,-0.8017071,-0.0938078
80,0.619764,0.45224816,"('dominated', 'dominating')",-0.9001039,-0.88236463,-0.14017,-0.2150582,0.0748882
61,-0.6180491,-0.5918255,"('illogical', 'logical')",0.48345095,0.47866052,-0.0672991,-0.0565825,-0.0107166
43,-0.616385,-0.5709847,"('irresponsible', 'responsible')",0.34053138,0.06249495,-0.1379268,-0.2542449,0.1163181
30,0.5732451,0.5174073,"('intolerant', 'tolerant')",0.7785766,0.71448946,0.6759108,0.6159484,0.0599624
62,0.55465305,0.19846681,"('incompetent', 'brilliant')",0.5595029,0.081949614,0.557078,0.1402082,0.4168698
72,-0.5473951,-0.78617156,"('unambitious', 'ambitious')",-0.31078193,-0.72734547,-0.4290885,-0.7567585,0.32767
46,-0.5325125,-0.58316875,"('uncompetitive', 'competitive')",-0.7604079,-1.0532207,-0.6464602,-0.8181947,0.1717345
45,-0.49723053,-0.7490528,"('incompetent', 'competent')",0.40708274,-0.08254212,-0.0450739,-0.4157975,0.3707236
48,-0.46616668,-0.70214933,"('unintelligent', 'intelligent')",0.7813449,0.7344815,0.1575891,0.0161661,0.141423
88,-0.46193126,-0.40386274,"('low', 'eminent')",-0.21706393,-0.24151829,-0.3394976,-0.3226905,-0.0168071
87,0.4433699,0.41896468,"('unsuccessful', 'successful')",1.0663853,1.1017555,0.7548776,0.7603601,-0.0054825
17,-0.43568584,-0.43577015,"('nasty', 'nice')",-0.7502455,-0.6074349,-0.5929657,-0.5216025,-0.0713632
67,0.41804707,0.30350477,"('doubtful', 'determined')",-0.58157927,-0.66945153,-0.0817661,-0.1829734,0.1012073
22,-0.39889884,-0.5294014,"('untrustworthy', 'trustworthy')",-0.8214273,-1.0266293,-0.6101631,-0.7780154,0.1678523
15,0.3964266,0.21718925,"('boring', 'funny')",0.07259536,0.15803401,0.234511,0.1876116,0.0468994
37,-0.37642443,-0.4371338,"('fake', 'genuine')",0.004765883,-0.107011415,-0.1858293,-0.2720726,0.0862433
36,-0.37340015,-0.23334515,"('hostile', 'amicable')",-0.18958852,-0.09349577,-0.2814943,-0.1634205,-0.1180738
81,0.36246088,0.054046087,"('submissive', 'aggressive')",-0.4309008,-0.61935276,-0.03422,-0.2826533,0.2484333
42,0.35973108,0.22407798,"('unreliable', 'reliable')",-3.0568643,-3.1156611,-1.3485665,-1.4457916,0.0972251
52,-0.3352918,-0.04886446,"('irrational', 'rational')",-0.19789273,-0.044007037,-0.2665923,-0.0464358,-0.2201565
35,0.3289671,0.41375968,"('corrupt', 'incorrupt')",-0.2853194,-0.048171677,0.0218239,0.182794,-0.1609701
58,-0.30898812,-0.4062022,"('undiscriminating', 'discriminating')",0.3820594,0.24740334,0.0365356,-0.0793994,0.115935
78,-0.30841336,-0.091039255,"('nonresilient', 'resilient')",-0.023513887,0.056764882,-0.1659636,-0.0171372,-0.1488264
16,-0.30587506,-0.13116765,"('unpopular', 'popular')",0.369246,0.4469291,0.0316855,0.1578807,-0.1261952
4,-0.30117327,-0.30632147,"('disliked', 'liked')",-6.4854255,-6.3117685,-3.3932993,-3.3090451,-0.0842542
64,0.2705606,0.21526307,"('shy', 'confident')",-6.2801986,-6.2150154,-3.0048189,-2.9998763,-0.0049426
59,0.2660379,0.4033191,"('foolish', 'wise')",0.05628636,0.13441496,0.1611621,0.268867,-0.1077049
70,-0.24876639,-0.403348,"('lethargic', 'energetic')",0.5376713,0.33548188,0.1444525,-0.0339331,0.1783856
49,-0.23608473,-0.30579078,"('unable', 'able')",-0.36342528,-0.41467345,-0.299755,-0.3602321,0.0604771
74,-0.22370565,-0.17292899,"('undedicated', 'dedicated')",-0.2275177,-0.17560959,-0.2256117,-0.1742693,-0.0513424
85,0.19031934,0.5752788,"('insignificant', 'prestigious')",-0.024647797,0.3205108,0.0828358,0.4478948,-0.365059
66,-0.18930952,-0.12727469,"('inactive', 'active')",0.4480424,0.60767955,0.1293664,0.2402024,-0.110836
20,0.17263345,0.15117735,"('rough', 'thoughtful')",0.84354085,0.86784595,0.5080872,0.5095116,-0.0014244
56,-0.15897916,-0.5375219,"('impractical', 'practical')",-0.42725474,-0.9839184,-0.293117,-0.7607201,0.4676031
75,0.15543047,-0.032334637,"('meek', 'impulsive')",-0.39426807,-0.6238835,-0.1194188,-0.3281091,0.2086903
39,0.15484451,0.32042682,"('exploitative', 'cooperative')",-0.107440285,0.049898155,0.0237021,0.1851625,-0.1614604
26,-0.15070738,-0.08761335,"('hardhearted', 'benevolent')",1.9246716,2.032637,0.8869821,0.9725118,-0.0855297
50,-0.09119396,0.035310302,"('clumsy', 'skillful')",0.12523153,0.16363862,0.0170188,0.0994745,-0.0824557
33,-0.0897902,0.16904661,"('wrong', 'right')",-0.7355516,-0.5239053,-0.4126709,-0.1774293,-0.2352416
68,-0.08868644,-0.17924422,"('dependent', 'independent')",-0.82450354,-0.8123491,-0.456595,-0.4957967,0.0392017
29,-0.08357507,-0.25439668,"('unfair', 'fair')",-0.5516019,-0.6038123,-0.3175885,-0.4291045,0.111516
34,-0.07757096,-0.05510798,"('mean', 'honorable')",5.324468,4.976389,2.6234486,2.4606404,0.1628082
40,-0.05862388,-0.11645448,"('stingy', 'generous')",-1.7747388,-1.6499392,-0.9166813,-0.8831968,-0.0334845
71,-0.052339107,0.07524462,"('diffident', 'self-confident')",0.5887688,0.5924586,0.2682148,0.3338516,-0.0656368
55,0.04490604,-0.11550692,"('incompetent', 'clever')",0.51334876,0.3363738,0.2791274,0.1104334,0.168694
25,-0.036126487,0.17639767,"('egoistic', 'altruistic')",1.2148342,1.5282745,0.5893539,0.8523361,-0.2629822
65,-0.028806781,-0.42813924,"('insecure', 'secure')",-0.016818628,-0.3685365,-0.0228127,-0.3983379,0.3755252
14,0.022646304,-0.30260396,"('antisocial', 'social')",0.23663938,0.015673188,0.1296428,-0.1434654,0.2731082
60,-0.017658364,-0.3755138,"('inefficient', 'efficient')",0.031240636,-0.38862866,0.0067911,-0.3820712,0.3888623
47,0.01598705,-0.08405261,"('stupid', 'smart')",5.27127,4.895943,2.6436284,2.4059453,0.2376831
83,-0.004734084,-0.17978293,"('powerless', 'powerful')",-1.0848241,-1.332454,-0.5447791,-0.7561184,0.2113393
