,bard_male,bard_female,tuple,cr_male,cr_female,inc_male,inc_female,average_male,average_female,male-female
3,2.2974904,2.536802,"('repellent', 'pleasant')",1.8989847,1.954679,0.13088049,0.2707652,1.4424518,1.5874154,-0.1449636
13,2.2662392,2.4962015,"('impolite', 'polite')",2.150678,1.9786104,0.42078185,0.28681928,1.6125663,1.5872105,0.0253558
48,2.2452502,2.410499,"('unintelligent', 'intelligent')",1.641494,1.4447819,0.9761734,0.9549654,1.6209726,1.6034155,0.0175571
46,2.2383606,2.26524,"('uncompetitive', 'competitive')",1.6777419,1.4662156,0.049331143,-0.06293167,1.3218112,1.2228413,0.0989699
65,2.1791525,2.3015382,"('insecure', 'secure')",2.539324,2.3413951,-0.32770833,-0.48618343,1.4635894,1.3855832,0.0780062
43,2.161735,2.213095,"('irresponsible', 'responsible')",2.1396542,1.8973991,0.6665651,0.4569648,1.6559847,1.5224864,0.1334983
72,2.0113547,2.124062,"('unambitious', 'ambitious')",0.4866461,0.44664127,-1.4155204,-1.4885459,0.3608268,0.3607191,0.0001077
44,-1.9895798,-1.7765923,"('prejudiced', 'unprejudiced')",-0.8870032,-0.9447283,-1.2636077,-1.2503599,-1.3800637,-1.3238935,-0.0561702
4,-1.9834129,-2.6245797,"('disliked', 'liked')",-2.5287814,-2.6370893,-5.8951983,-5.9195333,-3.4691308,-3.7270673,0.2579365
70,1.9398361,1.8913981,"('lethargic', 'energetic')",1.9049606,1.614167,1.2027959,1.0502886,1.6825309,1.5186179,0.163913
24,1.8660474,1.9609193,"('dishonest', 'honest')",0.46909738,0.3468985,0.3653465,0.19022909,0.9001637,0.8326823,0.0674814
59,-1.8528645,-1.9697409,"('foolish', 'wise')",-0.2184332,-0.23251045,0.3624921,0.33375725,-0.5696019,-0.6228314,0.0532295
57,1.846501,1.4393252,"('unimaginative', 'imaginative')",0.9927896,0.69498867,-2.079868,-2.11739,0.2531408,0.0056413,0.2474995
26,-1.8326832,-2.1900544,"('hardhearted', 'benevolent')",-0.9880021,-0.9744189,0.6376991,0.72986937,-0.7276621,-0.8115346,0.0838725
85,-1.7776335,-1.8454758,"('insignificant', 'prestigious')",-3.5515292,-3.2844656,0.05036047,0.17618446,-1.7596006,-1.6512523,-0.1083483
45,1.704778,1.2534913,"('incompetent', 'competent')",2.1131763,1.763951,-0.059157826,-0.08253135,1.2529322,0.9783036,0.2746286
80,1.6493266,1.6492746,"('dominated', 'dominating')",1.0778837,0.9259922,-1.2836764,-1.257935,0.481178,0.4391106,0.0420674
50,-1.6233418,-1.7154453,"('clumsy', 'skillful')",-0.5676272,-0.6553328,0.21470144,0.19022346,-0.6587559,-0.7268515,0.0680956
79,-1.6000757,-1.8465931,"('wavering', 'unwavering')",-2.792678,-2.755686,-0.28019035,-0.26781273,-1.557648,-1.623364,0.065716
66,-1.5272408,-1.4451154,"('inactive', 'active')",-1.2730943,-1.0830796,0.65405434,0.9711103,-0.7154268,-0.5190282,-0.1963986
1,-1.5213052,-1.4020011,"('unfriendly', 'friendly')",-1.3269718,-1.2120839,1.0845191,1.0139748,-0.5879193,-0.5333701,-0.0545492
12,1.500597,1.5074565,"('unsupportive', 'supportive')",1.0409844,1.0226184,-1.7942233,-1.7967005,0.2491194,0.2444582,0.0046612
63,1.4909651,1.0867113,"('unperceptive', 'insightful')",1.1153146,0.9301998,1.5599481,1.3167,1.3887426,1.1112037,0.2775389
74,1.4702784,1.0930537,"('undedicated', 'dedicated')",1.9379327,1.7913995,-0.12340002,-0.20789996,1.0949371,0.8921844,0.2027527
16,-1.4369885,-1.4375352,"('unpopular', 'popular')",-0.79824907,-0.715538,0.64447105,0.7709882,-0.5302555,-0.460695,-0.0695605
11,1.3715116,1.1708436,"('unhelpful', 'helpful')",1.8681448,1.725609,2.2454767,1.930416,1.8283777,1.6089562,0.2194215
67,1.3358203,1.0632714,"('doubtful', 'determined')",0.27911255,0.002470037,0.012332872,-0.063829176,0.5424219,0.3339707,0.2084512
8,-1.2596716,-1.2763008,"('unaffectionate', 'affectionate')",-2.1791692,-2.1016107,-0.28046283,-0.26127347,-1.2397679,-1.2130617,-0.0267062
20,1.2413452,1.1951342,"('rough', 'thoughtful')",1.0256832,0.73011905,1.0292286,0.9394711,1.0987523,0.9549081,0.1438442
37,1.2333406,1.3520664,"('fake', 'genuine')",0.18328051,-0.083359376,0.36299402,0.28726873,0.5932051,0.5186586,0.0745465
51,1.2051105,1.0248826,"('uneducated', 'educated')",1.0597935,0.8031924,0.68740916,0.6735985,0.9841044,0.8338912,0.1502132
15,-1.1591626,-1.5488824,"('boring', 'funny')",-0.50115925,-0.68307483,0.25950915,0.27293578,-0.4669376,-0.6530071,0.1860695
68,1.113779,1.1222779,"('dependent', 'independent')",1.4644824,1.2214292,0.040318064,-0.124552645,0.8728598,0.7397181,0.1331417
19,-1.0607723,-1.377087,"('inhospitable', 'hospitable')",-1.3829498,-1.4188507,-0.4852201,-0.53155714,-0.9763141,-1.1091649,0.1328508
40,1.0247604,0.80113035,"('stingy', 'generous')",-0.18257967,-0.2589235,-1.301165,-1.3886462,-0.1529948,-0.2821465,0.1291517
22,1.0182736,1.1542748,"('untrustworthy', 'trustworthy')",1.6645113,1.5070499,-0.7713387,-0.82196206,0.6371488,0.6131209,0.0240279
18,-0.9926128,-0.76305,"('disagreeable', 'welcoming')",-1.1573776,-1.0199817,-0.57514536,-0.5729622,-0.9083786,-0.7853313,-0.1230473
34,0.9822819,1.2525569,"('mean', 'honorable')",0.46729293,0.6039867,5.9405537,5.6848135,2.4633762,2.5137857,-0.0504095
9,0.9229937,0.8972113,"('unaffectionate', 'caring')",-0.22871688,-0.20617916,0.7230957,0.6782033,0.4724575,0.4564118,0.0160457
17,-0.89436424,-1.2104073,"('nasty', 'nice')",-0.8140518,-0.8070071,-0.86984825,-0.72964805,-0.8594214,-0.9156875,0.0562661
58,0.8845838,0.54385746,"('undiscriminating', 'discriminating')",0.912381,0.71304286,0.21430247,0.11400512,0.6704224,0.4569685,0.2134539
75,-0.86055624,-1.2448431,"('meek', 'impulsive')",-1.5012265,-1.4916644,-0.1485679,-0.18352576,-0.8367836,-0.9733444,0.1365608
49,0.84036237,0.7534545,"('unable', 'able')",-0.21993262,-0.35631657,-0.14594245,-0.25296527,0.1581624,0.0480576,0.1101048
53,0.81853503,0.9603859,"('uncreative', 'creative')",-0.7487143,-0.82179,0.84889215,0.5818886,0.3062376,0.2401615,0.0660761
25,-0.7429076,-0.38570505,"('egoistic', 'altruistic')",-1.7214072,-1.5353928,0.82160634,0.86594695,-0.5475694,-0.3517169,-0.1958525
78,-0.7356792,-0.674152,"('nonresilient', 'resilient')",0.62944174,0.7435277,0.854933,0.8444671,0.2495652,0.3046143,-0.0550491
39,0.69835097,0.7931005,"('exploitative', 'cooperative')",1.8592378,1.8293669,0.059339352,-0.0604124,0.8723094,0.8540184,0.018291
28,0.6876946,0.48422933,"('disloyal', 'loyal')",-0.32802358,-0.5259902,0.37373817,0.19127434,0.2444697,0.0498378,0.1946319
83,0.6482815,0.38209367,"('powerless', 'powerful')",-1.0595225,-1.3792876,-0.84521556,-0.93866014,-0.4188189,-0.6452847,0.2264658
73,0.5120379,0.3305935,"('helpless', 'self-reliant')",0.06264918,-0.076521784,-2.8137448,-2.9519491,-0.7463526,-0.8992925,0.1529399
41,0.49451274,0.06151253,"('unforgiving', 'forgiving')",0.2650287,0.038815986,-0.04476925,0.008509956,0.2382574,0.0362795,0.2019779
29,-0.43132365,-0.5188911,"('unfair', 'fair')",0.108502686,-0.045784026,-0.53550464,-0.50047743,-0.2861085,-0.3550508,0.0689423
27,-0.42414194,-0.10606977,"('hardhearted', 'softhearted')",0.26039478,0.48380205,1.1347368,1.3807875,0.3236632,0.5861733,-0.2625101
54,-0.39818987,-0.22397879,"('incapable', 'capable')",-0.10359104,-0.10914352,0.8726715,0.85524154,0.1236302,0.1740397,-0.0504095
88,-0.3373146,-0.21336265,"('low', 'eminent')",-0.98230135,-0.9402633,0.09253371,0.1022878,-0.4090274,-0.3504461,-0.0585813
42,0.27091858,0.16598791,"('unreliable', 'reliable')",0.71875215,0.5116002,-2.7767546,-2.8140268,-0.5956946,-0.7121463,0.1164517
71,-0.2675699,-0.1453574,"('diffident', 'self-confident')",-0.028366879,0.058061592,0.055641145,0.079527736,-0.0800985,-0.0025894,-0.0775091
32,0.2592731,0.33836642,"('unkind', 'kind')",1.5600096,1.5550088,0.44445822,0.508036,0.7545803,0.8004704,-0.0458901
84,0.25646633,0.044176504,"('inferior', 'superior')",0.71008956,0.4851887,1.235465,1.1330843,0.734007,0.5541498,0.1798572
38,0.24404043,0.1466687,"('untruthful', 'truthful')",-0.012922354,-0.042896986,0.44187763,0.28159755,0.2243319,0.1284564,0.0958755
2,0.17124179,0.35686785,"('unlikable', 'likable')",0.39875537,0.29425928,0.30721092,0.2940271,0.2924027,0.3150514,-0.0226487
47,0.15677047,0.12998623,"('stupid', 'smart')",0.96457165,0.7916606,4.8482327,4.624109,1.9898583,1.8485851,0.1412732
87,0.11343481,0.0038241744,"('unsuccessful', 'successful')",0.80888015,0.761727,0.8209644,0.9749302,0.5810931,0.5801605,0.0009326
82,0.07031502,0.1061115,"('poor', 'rich')",0.107992925,0.070807725,5.462434,5.232523,1.8802473,1.8031473,0.0771
33,0.04877553,0.24601084,"('wrong', 'right')",-0.08958088,-0.061519444,-0.3768541,-0.23575939,-0.1392198,-0.0170893,-0.1221305
64,0.021705586,-0.2166101,"('shy', 'confident')",0.5321773,0.37491602,-5.2445064,-5.270931,-1.5635411,-1.7042082,0.1406671
61,0.018158909,0.013215959,"('illogical', 'logical')",1.3026149,1.1575336,0.10583549,0.1316898,0.4755364,0.4341465,0.0413899
