,precision_male,precision_female,tuple,castparts_male,castparts_female,corp_male,corp_female,average_male,average_female,male-female
80,1.6593566,0.2526664,"('dominated', 'dominating')",-0.17402762,-0.42362267,-1.1452036,-1.0362381,0.1133751,-0.4023981,0.5157732
76,1.6355227,1.0389792,"('anxious', 'daring')",0.30462477,0.35349664,-0.20954919,-0.04871566,0.5768661,0.44792,0.1289461
12,1.6037029,1.1396608,"('unsupportive', 'supportive')",0.31831622,0.49028674,-2.052312,-1.6777022,-0.0434309,-0.0159182,-0.0275127
84,1.4600278,1.7777121,"('inferior', 'superior')",0.0760938,0.08376687,0.88918686,1.1716244,0.8084362,1.0110345,-0.2025983
62,1.4283762,0.40581924,"('incompetent', 'brilliant')",-0.05574224,-0.09299111,-0.13828115,-0.07634105,0.4114509,0.078829,0.3326219
7,1.3705628,0.8487831,"('insensitive', 'sensitive')",-0.1754518,-0.07960479,0.24404421,0.15805602,0.4797184,0.3090781,0.1706403
70,1.2495607,0.5040059,"('lethargic', 'energetic')",-0.11437404,-0.08892131,0.083108,0.008584335,0.4060982,0.141223,0.2648752
16,-1.2280378,-0.71713126,"('unpopular', 'popular')",-0.6319193,-0.66852367,0.30173746,0.33140317,-0.5194066,-0.3514173,-0.1679893
72,1.2175393,1.1996928,"('unambitious', 'ambitious')",-0.28928968,-0.11008732,-0.35517028,-0.65160495,0.1910264,0.1460002,0.0450262
11,1.2086573,0.58469903,"('unhelpful', 'helpful')",-0.008724354,0.062806346,1.4856627,1.3509732,0.8951985,0.6661596,0.2290389
67,1.2085724,1.4932941,"('doubtful', 'determined')",1.0345839,1.0220977,-0.48376566,-0.2266793,0.5864636,0.7629042,-0.1764406
30,1.1946057,0.7564351,"('intolerant', 'tolerant')",0.05907654,0.2203813,0.5984949,0.75292563,0.6173924,0.5765807,0.0408117
86,1.189889,0.5585234,"('uninfluential', 'influential')",-0.30693534,-0.16236837,-0.41005906,-0.4597863,0.1576315,-0.0212104,0.1788419
51,1.1507754,0.4327256,"('uneducated', 'educated')",-1.1477864,-0.95973206,0.08156664,0.20895758,0.0281852,-0.1060163,0.1342015
78,1.1456755,0.19987181,"('nonresilient', 'resilient')",0.039537936,-0.19514102,0.25227642,0.07268165,0.4791633,0.0258041,0.4533592
15,-1.101364,-0.39240116,"('boring', 'funny')",0.17114721,0.34059638,-0.3627035,-0.34189212,-0.4309735,-0.1312323,-0.2997412
1,-1.0852497,-0.55808353,"('unfriendly', 'friendly')",-0.27064326,0.004805954,1.4857895,1.0524397,0.0432989,0.1663874,-0.1230885
19,-1.0613014,-0.73112273,"('inhospitable', 'hospitable')",-1.2614218,-1.0700332,-0.6133513,-0.70894706,-0.9786915,-0.836701,-0.1419905
4,-1.036219,-0.61866814,"('disliked', 'liked')",-0.30148715,-0.43487057,-7.52063,-5.992144,-2.9527785,-2.348561,-0.6042175
54,-1.0152168,-0.6608278,"('incapable', 'capable')",-0.6536312,-0.37024748,0.5583507,0.30992505,-0.3701658,-0.2403834,-0.1297824
28,1.0143231,0.87859625,"('disloyal', 'loyal')",-0.5728878,-0.4619873,0.96865755,0.6774553,0.4700309,0.3646881,0.1053428
18,-0.9465491,-0.71720725,"('disagreeable', 'welcoming')",-0.8962362,-0.8081503,-0.5281762,-0.71487534,-0.7903206,-0.7467443,-0.0435763
81,0.9400724,0.023810126,"('submissive', 'aggressive')",-0.26379177,-0.3748418,-0.88484746,-0.7259079,-0.0695223,-0.3589799,0.2894576
69,-0.9368031,0.027939122,"('lazy', 'industrious')",0.71081877,0.6627873,-0.5970058,-0.2701806,-0.27433,0.1401819,-0.4145119
48,0.91299266,0.31402594,"('unintelligent', 'intelligent')",-0.7274168,-0.6396666,0.59366107,0.53392166,0.2597456,0.069427,0.1903186
88,-0.87237626,-0.45017764,"('low', 'eminent')",-0.31738752,-0.009096865,-0.25200474,-0.1671634,-0.4805895,-0.2088126,-0.2717769
38,0.8086025,0.8855483,"('untruthful', 'truthful')",0.45924842,0.6354454,-0.4148391,-0.421107,0.2843373,0.3666289,-0.0822916
71,0.8030556,1.0701259,"('diffident', 'self-confident')",0.894712,1.1026961,0.1422734,-0.21328998,0.613347,0.6531773,-0.0398303
57,0.7979246,0.17352197,"('unimaginative', 'imaginative')",-0.10685224,-0.02160146,-3.267065,-2.6684322,-0.8586642,-0.8388372,-0.019827
64,0.78335166,0.7344838,"('shy', 'confident')",0.12749329,0.0715228,-6.6801558,-5.3730974,-1.9231037,-1.5223637,-0.40074
17,-0.776655,-0.5964428,"('nasty', 'nice')",-0.26591307,-0.2446924,-0.7440708,-0.81131876,-0.5955463,-0.550818,-0.0447283
42,0.7677944,0.60741246,"('unreliable', 'reliable')",0.12263936,0.06566681,-3.463686,-2.7992494,-0.8577507,-0.7087234,-0.1490273
25,-0.6898074,0.05027672,"('egoistic', 'altruistic')",0.28788367,0.3083412,1.3193372,1.2619413,0.3058045,0.5401864,-0.2343819
22,0.66842395,0.09258053,"('untrustworthy', 'trustworthy')",-0.1543256,-0.21003994,-1.110642,-1.0041678,-0.1988479,-0.3738757,0.1750278
63,0.6652663,-0.060516655,"('unperceptive', 'insightful')",-0.21958868,-0.12664711,0.24081123,0.40485978,0.2288296,0.0725653,0.1562643
44,-0.6556237,-0.39889216,"('prejudiced', 'unprejudiced')",0.21628825,0.0064621307,-1.1445463,-1.2004789,-0.5279605,-0.5309697,0.0030092
47,0.63862115,0.3689142,"('stupid', 'smart')",1.0578053,1.1613069,5.706595,4.8487453,2.4676738,2.1263221,0.3413517
52,-0.632181,0.29455104,"('irrational', 'rational')",-0.16390239,0.16465871,0.07998863,-0.0039509106,-0.2386982,0.1517529,-0.3904511
24,0.59914184,0.9210524,"('dishonest', 'honest')",0.26124102,0.5364628,0.3295097,0.26416987,0.3966308,0.5738951,-0.1772643
66,-0.5985478,-0.22477105,"('inactive', 'active')",-0.6802872,-0.67204887,0.6504815,0.46386787,-0.2094512,-0.1443174,-0.0651338
33,0.5512139,1.3183758,"('wrong', 'right')",0.57185936,0.74867487,-0.6134804,-0.4317317,0.1698643,0.5451063,-0.375242
32,0.5466098,0.34369445,"('unkind', 'kind')",0.5408294,0.77932185,0.6623207,0.51116604,0.5832533,0.5447275,0.0385258
83,0.5259092,0.5403974,"('powerless', 'powerful')",-0.47992915,-0.4624012,-1.3330286,-1.2990887,-0.4290162,-0.4070308,-0.0219854
3,0.5223745,-0.31157318,"('repellent', 'pleasant')",-0.35467952,-0.43657732,0.83451295,0.94315857,0.3340693,0.0650027,0.2690666
73,0.47150132,0.90041745,"('helpless', 'self-reliant')",-0.100422464,-0.16142705,-3.3895423,-2.9206164,-1.0061545,-0.7272086,-0.2789459
82,-0.43745783,-0.65450555,"('poor', 'rich')",-0.20253707,-0.07171615,6.558066,5.537758,1.9726903,1.6038454,0.3688449
26,-0.42203063,-0.09183682,"('hardhearted', 'benevolent')",0.6151633,0.68415064,1.6444519,1.7843751,0.6125282,0.7922297,-0.1797015
58,0.39955854,0.40342298,"('undiscriminating', 'discriminating')",0.2395339,0.1824249,-0.18478045,-0.14616615,0.1514373,0.1465606,0.0048767
27,-0.39645588,-0.627495,"('hardhearted', 'softhearted')",-0.5377984,-0.5637396,1.6589235,1.2046623,0.2415564,0.0044759,0.2370805
37,0.31947327,0.007031463,"('fake', 'genuine')",-0.31437692,-0.43002945,0.100188166,-0.19481649,0.0350948,-0.2059382,0.241033
9,-0.30078918,0.29482394,"('unaffectionate', 'caring')",-0.2744726,0.060008585,1.335836,0.91393715,0.2535248,0.4229232,-0.1693984
41,0.27670655,0.14241338,"('unforgiving', 'forgiving')",-0.052286755,0.026442057,-0.03674387,0.081829436,0.0625586,0.0835616,-0.021003
29,-0.24817565,-0.037765227,"('unfair', 'fair')",-1.1151897,-1.110844,-0.6421652,-0.48728117,-0.6685101,-0.5452968,-0.1232133
50,0.2214413,0.35054678,"('clumsy', 'skillful')",0.523109,0.60200465,0.10232941,0.038861766,0.2822933,0.3304711,-0.0481778
40,0.1803819,0.15652195,"('stingy', 'generous')",-0.1319736,-0.14680049,-1.9032238,-1.4332209,-0.6182718,-0.4744998,-0.143772
53,0.09817902,-0.10183756,"('uncreative', 'creative')",-0.538407,-0.36501533,0.3037468,0.14340281,-0.0454937,-0.1078167,0.062323
68,0.07387731,-0.12073076,"('dependent', 'independent')",-1.4007661,-1.4140091,-0.8931023,-0.9370817,-0.7399971,-0.8239405,0.0839434
49,0.018797915,-0.30232915,"('unable', 'able')",-0.8786577,-0.81066334,-0.50327915,-0.7937045,-0.4543796,-0.6355657,0.1811861
34,0.014409296,0.17711177,"('mean', 'honorable')",-0.0051803365,0.18843104,5.5624743,4.5538044,1.8572345,1.6397824,0.2174521
2,0.0030831434,0.19749153,"('unlikable', 'likable')",0.10705995,0.21047151,0.30896237,0.62540925,0.1397018,0.3444574,-0.2047556
