,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,male-female
46,-1.5840114,-1.8507261,"('uncompetitive', 'competitive')",-0.46840012,-0.52047336,-1.0262058,-1.1855998,0.159394
81,-1.5049402,-1.6522166,"('submissive', 'aggressive')",-0.7783197,-0.5768067,-1.1416299,-1.1145116,-0.0271183
3,-1.5008212,-1.7749356,"('repellent', 'pleasant')",0.3751024,0.4149887,-0.5628594,-0.6799735,0.1171141
73,1.4663692,1.4541403,"('helpless', 'self-reliant')",-3.4818444,-3.5290532,-1.0077376,-1.0374565,0.0297189
60,-1.4521472,-1.7128035,"('inefficient', 'efficient')",0.8025213,0.9523876,-0.324813,-0.380208,0.055395
65,-1.4171187,-1.5920936,"('insecure', 'secure')",0.36142957,0.5041689,-0.5278445,-0.5439624,0.0161179
41,-1.4160792,-1.4717176,"('unforgiving', 'forgiving')",0.2283701,0.050809372,-0.5938545,-0.7104541,0.1165996
11,-1.4148123,-1.6616124,"('unhelpful', 'helpful')",2.264346,2.3033054,0.4247668,0.3208465,0.1039203
24,-1.3304633,-1.5474629,"('dishonest', 'honest')",0.9191439,0.9272853,-0.2056597,-0.3100888,0.1044291
72,-1.3026376,-1.3557708,"('unambitious', 'ambitious')",-0.82019305,-0.863806,-1.0614153,-1.1097884,0.0483731
6,1.2420857,1.5169989,"('distant', 'open')",-0.7328962,-0.72492015,0.2545947,0.3960394,-0.1414447
30,-1.2213647,-1.3121686,"('intolerant', 'tolerant')",0.8100916,0.83295465,-0.2056366,-0.239607,0.0339704
23,-1.2204753,-1.5951704,"('insincere', 'sincere')",6.171283,6.07761,2.4754038,2.2412198,0.234184
63,-1.1831819,-1.3202014,"('unperceptive', 'insightful')",0.4687917,0.63381773,-0.3571951,-0.3431918,-0.0140033
82,-1.1715772,-1.3845388,"('poor', 'rich')",5.619556,5.4818935,2.2239895,2.0486774,0.1753121
33,1.1218632,1.2166005,"('wrong', 'right')",-0.8291751,-1.0793006,0.1463441,0.0686499,0.0776942
61,-1.1106961,-1.0860214,"('illogical', 'logical')",0.10921192,0.12805441,-0.5007421,-0.4789835,-0.0217586
79,1.1080166,1.3411385,"('wavering', 'unwavering')",-0.55067223,-0.54481775,0.2786722,0.3981604,-0.1194882
25,1.0914732,1.0838476,"('egoistic', 'altruistic')",0.8837828,0.8073028,0.987628,0.9455752,0.0420528
70,-1.0752287,-1.2567949,"('lethargic', 'energetic')",0.13985477,0.3382469,-0.467687,-0.459274,-0.008413
28,-1.0330076,-1.255659,"('disloyal', 'loyal')",0.86340296,0.6107151,-0.0848023,-0.3224719,0.2376696
88,-1.0291666,-0.962023,"('low', 'eminent')",-0.77326155,-0.7066486,-0.9012141,-0.8343358,-0.0668783
51,-0.9884795,-1.0373602,"('uneducated', 'educated')",0.4670375,0.61935973,-0.260721,-0.2090002,-0.0517208
5,0.9583119,1.3336564,"('distant', 'outgoing')",-0.7422532,-0.7602364,0.1080294,0.28671,-0.1786806
49,-0.94882834,-0.960023,"('unable', 'able')",-0.49906695,-0.61685777,-0.7239476,-0.7884403,0.0644927
50,0.9277389,0.8706251,"('clumsy', 'skillful')",-0.24092737,-0.21284091,0.3434058,0.3288921,0.0145137
7,-0.91876423,-1.0309297,"('insensitive', 'sensitive')",0.08030783,0.19224487,-0.4192282,-0.4193424,0.0001142
53,-0.9075745,-0.91858757,"('uncreative', 'creative')",0.7708701,0.72603524,-0.0683522,-0.0962762,0.027924
71,0.896096,1.0156946,"('diffident', 'self-confident')",0.23506391,0.17129493,0.56558,0.5934948,-0.0279148
58,-0.8935535,-0.9832437,"('undiscriminating', 'discriminating')",0.23095948,0.24213596,-0.331297,-0.3705539,0.0392569
13,-0.8868059,-1.0263042,"('impolite', 'polite')",0.26464742,0.3093853,-0.3110792,-0.3584595,0.0473803
12,-0.8794777,-0.87323034,"('unsupportive', 'supportive')",-1.9414312,-1.8678715,-1.4104544,-1.3705509,-0.0399035
43,-0.8487071,-1.2218115,"('irresponsible', 'responsible')",0.9624192,1.0999689,0.0568561,-0.0609213,0.1177774
32,-0.84334385,-0.83514637,"('unkind', 'kind')",0.8585155,0.9750083,0.0075858,0.069931,-0.0623452
36,0.8210851,1.0425551,"('hostile', 'amicable')",-0.45205593,-0.7172662,0.1845146,0.1626444,0.0218702
68,-0.8053913,-0.78108025,"('dependent', 'independent')",-1.1658202,-1.0875272,-0.9856058,-0.9343037,-0.0513021
31,0.7136919,1.1101582,"('evil', 'good')",-1.5665778,-1.5922909,-0.426443,-0.2410663,-0.1853767
38,-0.7061094,-0.82341707,"('untruthful', 'truthful')",0.19092764,0.08022113,-0.2575909,-0.371598,0.1140071
77,-0.6628245,-0.81973755,"('unmotivated', 'motivated')",-0.36620995,-0.47763842,-0.5145172,-0.648688,0.1341708
52,0.65830326,0.8045669,"('irrational', 'rational')",-0.48403293,-0.6783289,0.0871352,0.063119,0.0240162
19,0.6246401,0.7263868,"('inhospitable', 'hospitable')",-0.33364505,-0.29539803,0.1454975,0.2154944,-0.0699969
66,0.5867336,0.8284953,"('inactive', 'active')",-0.01032678,0.061004546,0.2882034,0.4447499,-0.1565465
4,0.5533663,0.7163091,"('disliked', 'liked')",-7.2052107,-7.195336,-3.3259223,-3.2395134,-0.0864089
84,0.5514886,0.62478805,"('inferior', 'superior')",1.058652,1.0046537,0.8050703,0.8147209,-0.0096506
26,-0.54736507,-0.404835,"('hardhearted', 'benevolent')",1.243721,1.2773057,0.348178,0.4362354,-0.0880574
8,-0.52338755,-0.6235821,"('unaffectionate', 'affectionate')",0.20206565,0.041571714,-0.160661,-0.2910052,0.1303442
1,-0.4658394,-0.4406526,"('unfriendly', 'friendly')",0.99223953,0.79453516,0.2632001,0.1769413,0.0862588
39,0.45836028,0.29613394,"('exploitative', 'cooperative')",0.903509,0.8389756,0.6809347,0.5675548,0.1133799
75,0.44009852,0.57904977,"('meek', 'impulsive')",-0.94963247,-0.9483387,-0.254767,-0.1846445,-0.0701225
9,-0.39252186,-0.50951463,"('unaffectionate', 'caring')",0.9976743,0.81380606,0.3025762,0.1521457,0.1504305
83,-0.38416937,-0.15825644,"('powerless', 'powerful')",-1.1354322,-1.00166,-0.7598008,-0.5799582,-0.1798426
17,-0.37457836,-0.041376464,"('nasty', 'nice')",-0.48591313,-0.31328014,-0.4302458,-0.1773283,-0.2529175
27,-0.36060596,-0.28904557,"('hardhearted', 'softhearted')",0.64266795,0.5680474,0.141031,0.1395009,0.0015301
20,-0.34643415,-0.32105863,"('rough', 'thoughtful')",0.7929432,0.9571301,0.2232545,0.3180357,-0.0947812
56,-0.32858413,-0.5217178,"('impractical', 'practical')",0.30957016,0.4729956,-0.009507,-0.0243611,0.0148541
40,0.2966099,0.32563055,"('stingy', 'generous')",-2.3072736,-2.3728328,-1.0053319,-1.0236011,0.0182692
34,-0.27403426,-0.31313688,"('mean', 'honorable')",5.704426,5.7179103,2.7151957,2.7023866,0.0128091
67,0.27227664,0.29847696,"('doubtful', 'determined')",-0.06811896,0.081399605,0.1020788,0.1899383,-0.0878595
16,0.20535755,0.2810769,"('unpopular', 'popular')",-0.052071877,-0.2873092,0.0766428,-0.0031161,0.0797589
80,-0.19449784,-0.29960114,"('dominated', 'dominating')",-0.46817982,-0.3062228,-0.3313388,-0.302912,-0.0284268
87,-0.18872002,-0.19136731,"('unsuccessful', 'successful')",0.42930084,0.34137782,0.1202904,0.0750053,0.0452851
74,0.1309338,-0.0003249268,"('undedicated', 'dedicated')",0.13091713,0.32012272,0.1309255,0.1598989,-0.0289734
64,0.12149109,0.16352087,"('shy', 'confident')",-5.683199,-5.4934464,-2.780854,-2.6649628,-0.1158912
37,0.11101436,0.009117443,"('fake', 'genuine')",0.27161872,0.33481926,0.1913165,0.1719684,0.0193481
44,0.09553695,0.03798211,"('prejudiced', 'unprejudiced')",-1.3643659,-1.4665511,-0.6344145,-0.7142845,0.07987
54,0.09204721,0.13783006,"('incapable', 'capable')",0.599094,0.509371,0.3455706,0.3236005,0.0219701
2,0.061528943,-0.072589874,"('unlikable', 'likable')",0.6983909,0.66689044,0.3799599,0.2971503,0.0828096
18,0.03544659,0.09471914,"('disagreeable', 'welcoming')",-1.0451684,-1.1582875,-0.5048609,-0.5317842,0.0269233
15,0.033889882,0.058824416,"('boring', 'funny')",0.58333224,0.49721193,0.3086111,0.2780182,0.0305929
42,0.032965347,-0.0030359402,"('unreliable', 'reliable')",-3.2712996,-2.9985821,-1.6191671,-1.5008091,-0.118358
78,0.018815044,0.0042863376,"('nonresilient', 'resilient')",0.51702833,0.44797456,0.2679217,0.2261305,0.0417912
29,-0.01878841,0.123197675,"('unfair', 'fair')",-0.78417575,-0.8032642,-0.4014821,-0.3400333,-0.0614488
47,0.018697608,-0.03337203,"('stupid', 'smart')",5.068611,5.1556063,2.5436544,2.5611172,-0.0174628
