,genzyme_male,genzyme_female,tuple,corp_male,corp_female,average_male,average_female,male-female
35,1.2342589,1.3576851,"('corrupt', 'incorrupt')",-0.35783818,-0.20625257,0.4382104,0.5757163,-0.1375059
38,-1.2130582,-0.9809583,"('untruthful', 'truthful')",-0.58221984,-0.23006573,-0.897639,-0.605512,-0.292127
5,1.1943041,1.1641768,"('distant', 'outgoing')",-0.48422402,-0.35892153,0.35504,0.4026276,-0.0475876
6,1.1795714,1.1032646,"('distant', 'open')",-0.033589926,-0.05797839,0.5729907,0.5226431,0.0503476
28,-1.1642576,-1.2211318,"('disloyal', 'loyal')",1.0103141,1.0730555,-0.0769718,-0.0740381,-0.0029337
22,-1.1368965,-1.0886414,"('untrustworthy', 'trustworthy')",-1.086336,-1.3349491,-1.1116163,-1.2117953,0.100179
30,-1.1298299,-1.0396513,"('intolerant', 'tolerant')",0.32921916,0.5245435,-0.4003054,-0.2575539,-0.1427515
41,-1.0901675,-1.1882416,"('unforgiving', 'forgiving')",-0.17096336,-0.48297182,-0.6305655,-0.8356067,0.2050412
55,-1.0539978,-1.0864006,"('incompetent', 'clever')",0.40951726,0.056313597,-0.3222402,-0.5150435,0.1928033
43,-1.0224363,-1.0753245,"('irresponsible', 'responsible')",0.34289578,0.34448853,-0.3397703,-0.365418,0.0256477
71,1.0177199,0.8348935,"('diffident', 'self-confident')",0.64625204,0.4654334,0.831986,0.6501635,0.1818225
70,-0.99882597,-1.0628821,"('lethargic', 'energetic')",0.15551083,-0.16523041,-0.4216576,-0.6140562,0.1923986
46,-0.96954495,-1.2484077,"('uncompetitive', 'competitive')",-1.142494,-1.2795305,-1.0560194,-1.2639692,0.2079498
53,-0.9572011,-1.1522672,"('uncreative', 'creative')",0.74448204,0.5497247,-0.1063595,-0.3012713,0.1949118
21,-0.95685136,-0.873537,"('immoral', 'moral')",-0.66955733,-0.7598158,-0.8132043,-0.8166764,0.0034721
81,-0.95424825,-0.7646245,"('submissive', 'aggressive')",-1.2433462,-1.0039312,-1.0987972,-0.8842778,-0.2145194
62,-0.9158198,-0.75851476,"('incompetent', 'brilliant')",0.1823354,0.32269642,-0.3667422,-0.2179092,-0.148833
78,0.9113034,0.5937656,"('nonresilient', 'resilient')",0.35311517,-0.09857907,0.6322093,0.2475933,0.384616
59,0.91113675,0.8454638,"('foolish', 'wise')",0.3403372,0.41330633,0.625737,0.6293851,-0.0036481
9,-0.9095067,-0.93280226,"('unaffectionate', 'caring')",1.4719496,1.3179557,0.2812214,0.1925767,0.0886447
51,-0.90575075,-0.88580245,"('uneducated', 'educated')",0.09311794,-0.26408112,-0.4063164,-0.5749418,0.1686254
33,0.8971387,0.62498546,"('wrong', 'right')",-0.57286584,-0.7253879,0.1621364,-0.0502012,0.2123376
73,0.8798486,0.974074,"('helpless', 'self-reliant')",-3.3470085,-3.3586566,-1.2335799,-1.1922913,-0.0412886
76,-0.83230484,-0.70614076,"('anxious', 'daring')",-0.3176238,-0.2541951,-0.5749643,-0.4801679,-0.0947964
63,-0.8033207,-0.90778714,"('unperceptive', 'insightful')",0.2543656,-0.12704083,-0.2744775,-0.517414,0.2429365
44,0.79067737,1.0820111,"('prejudiced', 'unprejudiced')",-1.2552156,-0.8756158,-0.2322691,0.1031977,-0.3354668
12,-0.7352003,-0.90469974,"('unsupportive', 'supportive')",-2.1471581,-2.4969244,-1.4411793,-1.7008121,0.2596328
82,-0.7337773,-0.4091039,"('poor', 'rich')",6.980569,7.282377,3.1233959,3.4366364,-0.3132405
60,-0.7316131,-0.5170364,"('inefficient', 'efficient')",-0.3209327,-0.24296914,-0.5262729,-0.3800028,-0.1462701
56,-0.71992505,-0.56888944,"('impractical', 'practical')",-0.90143025,-0.64662147,-0.8106776,-0.6077554,-0.2029222
25,0.6810409,0.66669834,"('egoistic', 'altruistic')",1.5537828,1.4693967,1.1174119,1.0680475,0.0493644
50,0.6346862,0.61327887,"('clumsy', 'skillful')",0.29701653,0.082694784,0.4658514,0.3479868,0.1178646
84,0.6029909,0.50235003,"('inferior', 'superior')",0.78978944,0.7379794,0.6963902,0.6201648,0.0762254
74,-0.5763045,-0.6520412,"('undedicated', 'dedicated')",-0.3368344,-0.59138805,-0.4565694,-0.6217146,0.1651452
79,0.5637072,0.4811112,"('wavering', 'unwavering')",-0.35337183,-0.30407584,0.1051677,0.0885177,0.01665
36,0.56050307,0.45287588,"('hostile', 'amicable')",0.20257933,0.16543186,0.3815412,0.3091539,0.0723873
31,0.5376857,0.24801125,"('evil', 'good')",-0.3820448,-0.6530335,0.0778205,-0.2025111,0.2803316
67,0.52946603,0.7371095,"('doubtful', 'determined')",-0.8761202,-0.6078949,-0.1733271,0.0646073,-0.2379344
66,-0.5085629,-0.6884464,"('inactive', 'active')",0.7020321,0.30311227,0.0967346,-0.1926671,0.2894017
52,0.4888243,0.3729573,"('irrational', 'rational')",0.50277823,0.4507393,0.4958013,0.4118483,0.083953
83,0.46947885,0.42783168,"('powerless', 'powerful')",-1.0323575,-1.049377,-0.2814393,-0.3107727,0.0293334
49,0.46665466,0.6212158,"('unable', 'able')",-0.22271763,-0.100537166,0.1219685,0.2603393,-0.1383708
34,-0.4423317,-0.28974903,"('mean', 'honorable')",5.723963,5.867057,2.6408155,2.7886539,-0.1478384
75,0.42498052,0.8654109,"('meek', 'impulsive')",-0.9068716,-0.5343654,-0.2409455,0.1655228,-0.4064683
61,-0.36724296,-0.4906388,"('illogical', 'logical')",0.82353365,0.40255818,0.2281453,-0.0440403,0.2721856
80,-0.36432257,-0.4849889,"('dominated', 'dominating')",-1.059008,-1.2391993,-0.7116653,-0.8620941,0.1504288
54,0.34018096,0.44378844,"('incapable', 'capable')",1.0248677,1.1913451,0.6825243,0.8175668,-0.1350425
17,-0.32101747,-0.31602105,"('nasty', 'nice')",-0.62517977,-0.63298136,-0.4730986,-0.4745012,0.0014026
15,0.3185284,0.29396197,"('boring', 'funny')",-0.16644634,-0.028770246,0.076041,0.1325959,-0.0565549
64,-0.3150006,-0.5532223,"('shy', 'confident')",-7.0558934,-7.094689,-3.685447,-3.8239555,0.1385085
37,-0.31141248,-0.50506175,"('fake', 'genuine')",0.28734994,0.012734529,-0.0120313,-0.2461636,0.2341323
29,-0.31009248,-0.47354493,"('unfair', 'fair')",-0.29898745,-0.5592394,-0.30454,-0.5163922,0.2118522
8,-0.3032073,-0.37069136,"('unaffectionate', 'affectionate')",0.9821904,0.82579815,0.3394915,0.2275534,0.1119381
27,-0.27472976,-0.5311074,"('hardhearted', 'softhearted')",1.6730155,1.0623782,0.6991429,0.2656354,0.4335075
16,0.25241664,0.18532455,"('unpopular', 'popular')",0.609093,0.5749811,0.4307548,0.3801528,0.050602
4,0.25125873,0.11416725,"('disliked', 'liked')",-7.745223,-7.835372,-3.7469821,-3.8606024,0.1136203
88,0.23924059,0.2568152,"('low', 'eminent')",-0.47403842,-0.5459097,-0.1173989,-0.1445473,0.0271484
68,-0.23830256,-0.4340602,"('dependent', 'independent')",-0.7796764,-1.024521,-0.5089895,-0.7292906,0.2203011
18,0.21993923,0.08970037,"('disagreeable', 'welcoming')",-0.2985778,-0.616082,-0.0393193,-0.2631908,0.2238715
77,-0.21860178,-0.3740653,"('unmotivated', 'motivated')",-1.2929206,-1.3336704,-0.7557612,-0.8538678,0.0981066
40,-0.2108282,-0.5596378,"('stingy', 'generous')",-1.79759,-2.4332082,-1.0042092,-1.496423,0.4922138
39,0.18507941,0.37502667,"('exploitative', 'cooperative')",0.4097539,0.5415169,0.2974167,0.4582718,-0.1608551
1,0.15454194,-0.14083785,"('unfriendly', 'friendly')",1.6213757,1.392619,0.8879588,0.6258906,0.2620682
19,-0.14440508,-0.11877392,"('inhospitable', 'hospitable')",-0.35846388,-0.40870586,-0.2514345,-0.2637399,0.0123054
87,0.1429426,0.1121883,"('unsuccessful', 'successful')",0.95060277,0.76042056,0.5467727,0.4363044,0.1104683
48,-0.09980665,-0.2791661,"('unintelligent', 'intelligent')",0.68468577,0.3888365,0.2924396,0.0548352,0.2376044
32,-0.08522432,0.050345957,"('unkind', 'kind')",0.72787285,0.6922146,0.3213243,0.3712803,-0.049956
42,-0.04533333,-0.18509433,"('unreliable', 'reliable')",-3.2726572,-3.4393268,-1.6589953,-1.8122106,0.1532153
2,-0.042030208,-0.029659051,"('unlikable', 'likable')",0.60922736,0.73536867,0.2835986,0.3528548,-0.0692562
20,0.030816572,-0.0304016,"('rough', 'thoughtful')",1.2681195,1.0051728,0.649468,0.4873856,0.1620824
26,0.022566125,-0.07983266,"('hardhearted', 'benevolent')",1.7208695,1.5260102,0.8717178,0.7230887,0.1486291
47,-0.0026188493,0.037378486,"('stupid', 'smart')",5.867928,5.9606433,2.9326546,2.9990108,-0.0663562
