,newmont_male,newmont_female,tuple,corp_male,corp_female,average_male,average_female,male-female
35,-0.6009158,-0.6968941,"('corrupt', 'incorrupt')",-0.6284971,-0.5922846,-0.6147065,-0.6445894,0.0298829
14,0.5984402,0.8337147,"('antisocial', 'social')",-0.14783216,-0.05247393,0.225304,0.3906204,-0.1653164
4,-0.5935819,-0.5410337,"('disliked', 'liked')",-6.841353,-7.0980916,-3.7174673,-3.8195627,0.1020954
70,0.5896481,0.75353676,"('lethargic', 'energetic')",0.27653927,0.34953615,0.4330937,0.5515364,-0.1184427
41,-0.5835726,-0.32499465,"('unforgiving', 'forgiving')",-0.17468402,-0.2532295,-0.3791283,-0.2891121,-0.0900162
45,-0.52565897,-0.4679203,"('incompetent', 'competent')",0.15059,0.1086507,-0.1875345,-0.1796348,-0.0078997
61,-0.524035,-0.4251685,"('illogical', 'logical')",0.64838076,0.71945775,0.0621729,0.1471446,-0.0849717
67,0.50181,0.5404316,"('doubtful', 'determined')",-0.4545972,-0.4197151,0.0236064,0.0603583,-0.0367519
18,-0.49031714,-0.31711975,"('disagreeable', 'welcoming')",-0.71182054,-0.67307574,-0.6010689,-0.4950978,-0.1059711
71,0.47712514,0.4553205,"('diffident', 'self-confident')",0.443871,0.47761,0.4604981,0.4664652,-0.0059671
74,-0.4606401,-0.17325655,"('undedicated', 'dedicated')",-0.47034082,-0.34664413,-0.4654905,-0.2599503,-0.2055402
63,-0.44283983,-0.25864556,"('unperceptive', 'insightful')",0.7455925,0.64587796,0.1513763,0.1936162,-0.0422399
60,0.44131902,0.55716556,"('inefficient', 'efficient')",0.036102302,0.117268816,0.2387107,0.3372172,-0.0985065
83,-0.41725928,-0.24930653,"('powerless', 'powerful')",-0.8218792,-0.83773047,-0.6195692,-0.5435185,-0.0760507
10,-0.38890797,-0.1829306,"('unsympathetic', 'sympathetic')",-0.4790254,-0.34485266,-0.4339667,-0.2638916,-0.1700751
39,0.379276,0.56561685,"('exploitative', 'cooperative')",0.040064827,0.19552195,0.2096704,0.3805694,-0.170899
72,-0.3780178,-0.24249524,"('unambitious', 'ambitious')",-0.30270275,-0.34541306,-0.3403603,-0.2939541,-0.0464062
17,-0.36729476,-0.38570645,"('nasty', 'nice')",-0.7425486,-0.78795975,-0.5549217,-0.5868331,0.0319114
87,0.36256817,0.36841068,"('unsuccessful', 'successful')",1.0701543,1.0975312,0.7163612,0.732971,-0.0166098
69,-0.35800728,-0.26102027,"('lazy', 'industrious')",-0.54948384,-0.50109845,-0.4537455,-0.3810593,-0.0726862
38,-0.34164062,-0.38186225,"('untruthful', 'truthful')",-0.12770817,-0.2676597,-0.2346744,-0.324761,0.0900866
62,0.33787772,0.4102278,"('incompetent', 'brilliant')",0.6680092,0.65441394,0.5029435,0.5323209,-0.0293774
29,-0.33358118,-0.39927658,"('unfair', 'fair')",-0.12745404,-0.2201137,-0.2305176,-0.3096951,0.0791775
84,0.32125467,0.38683492,"('inferior', 'superior')",0.9036588,0.87427473,0.6124567,0.6305548,-0.0180981
13,0.29890516,0.32862297,"('impolite', 'polite')",-0.8354578,-0.8047387,-0.2682763,-0.2380579,-0.0302184
50,0.2985412,0.43488476,"('clumsy', 'skillful')",0.2395963,0.21889481,0.2690687,0.3268898,-0.0578211
3,-0.2657149,-0.09247543,"('repellent', 'pleasant')",0.64169365,0.70013046,0.1879894,0.3038275,-0.1158381
5,-0.24320555,-0.29541796,"('distant', 'outgoing')",-0.23405674,-0.29440498,-0.2386311,-0.2949115,0.0562804
47,-0.23795922,-0.1847054,"('stupid', 'smart')",5.201676,5.382506,2.4818583,2.5989003,-0.117042
40,0.23441766,0.22389847,"('stingy', 'generous')",-1.7138479,-1.9503738,-0.7397151,-0.8632376,0.1235225
64,0.22321214,0.43109733,"('shy', 'confident')",-6.223231,-6.1195674,-3.0000093,-2.8442349,-0.1557744
23,0.21526189,0.1500108,"('insincere', 'sincere')",5.67357,5.652175,2.944416,2.9010928,0.0433232
2,-0.20881192,0.022424806,"('unlikable', 'likable')",0.6944044,0.89157295,0.2427962,0.4569989,-0.2142027
30,0.2028789,0.24806899,"('intolerant', 'tolerant')",0.67836845,0.74895716,0.4406237,0.4985131,-0.0578894
58,-0.17570108,-0.029054802,"('undiscriminating', 'discriminating')",0.25206044,0.12561853,0.0381797,0.0482819,-0.0101022
68,0.1730231,0.16392606,"('dependent', 'independent')",-0.8765786,-0.9795886,-0.3517778,-0.4078313,0.0560535
11,0.16706268,0.16305357,"('unhelpful', 'helpful')",1.5619724,1.539661,0.8645175,0.8513573,0.0131602
21,0.15428828,0.36293662,"('immoral', 'moral')",-0.44032472,-0.3333108,-0.1430182,0.0148129,-0.1578311
12,-0.14539392,0.039345678,"('unsupportive', 'supportive')",-1.9837042,-1.9407804,-1.0645491,-0.9507174,-0.1138317
66,-0.14232577,-0.06583743,"('inactive', 'active')",0.18490824,0.34230956,0.0212912,0.1382361,-0.1169449
22,0.13725206,0.25821996,"('untrustworthy', 'trustworthy')",-0.9537231,-0.8588964,-0.4082355,-0.3003382,-0.1078973
51,-0.13552862,-0.16090062,"('uneducated', 'educated')",-0.024058007,-0.038734913,-0.0797933,-0.0998178,0.0200245
33,-0.13385403,-0.23478462,"('wrong', 'right')",-0.60031044,-0.54263836,-0.3670822,-0.3887115,0.0216293
7,-0.10229701,0.12569967,"('insensitive', 'sensitive')",0.36402833,0.48990086,0.1308657,0.3078003,-0.1769346
20,0.10011946,0.113825604,"('rough', 'thoughtful')",0.94279236,0.9360638,0.5214559,0.5249447,-0.0034888
59,0.087049685,0.18469548,"('foolish', 'wise')",0.30652884,0.4176587,0.1967893,0.3011771,-0.1043878
43,-0.042662233,0.079562075,"('irresponsible', 'responsible')",0.17441535,0.31401107,0.0658766,0.1967866,-0.13091
65,0.0410381,0.11333593,"('insecure', 'secure')",-0.16714516,-0.11782699,-0.0630535,-0.0022455,-0.060808
55,-0.036315724,0.13402703,"('incompetent', 'clever')",0.2163823,0.2294355,0.0900333,0.1817313,-0.091698
75,0.025934547,0.0011676345,"('meek', 'impulsive')",-0.8444199,-0.9456096,-0.4092427,-0.472221,0.0629783
34,0.024599727,-0.0706747,"('mean', 'honorable')",5.598195,5.512374,2.8113973,2.7208495,0.0905478
82,0.01636877,0.0008166991,"('poor', 'rich')",6.2088585,6.192812,3.1126137,3.0968144,0.0157993
46,0.013261352,0.19410288,"('uncompetitive', 'competitive')",-1.0380177,-0.9671327,-0.5123782,-0.3865149,-0.1258633
24,-0.0030111223,0.0045228116,"('dishonest', 'honest')",0.47501415,0.58219665,0.2360015,0.2933597,-0.0573582
