,mattel_male,mattel_female,tuple,inc_male,inc_female,average_male,average_female,male-female
19,-0.2573381,-0.1213651,"('inhospitable', 'hospitable')",0.09708681,0.11993966,-0.0801256,-0.0007127,-0.0794129
44,-0.24824816,-0.7531668,"('prejudiced', 'unprejudiced')",-1.5767195,-1.5989709,-0.9124838,-1.1760688,0.263585
35,0.24344195,0.51400787,"('corrupt', 'incorrupt')",-0.49998444,-0.49938515,-0.1282713,0.0073114,-0.1355827
62,0.22798689,0.012415669,"('incompetent', 'brilliant')",0.9276442,0.94801426,0.5778155,0.480215,0.0976005
32,-0.21646044,-0.27758047,"('unkind', 'kind')",0.49017483,0.49919057,0.1368572,0.110805,0.0260522
13,-0.20168695,-0.20251712,"('impolite', 'polite')",0.026586015,0.119233474,-0.0875505,-0.0416418,-0.0459087
77,-0.17731614,-0.45979866,"('unmotivated', 'motivated')",-0.5213581,-0.5667357,-0.3493371,-0.5132672,0.1639301
15,-0.16259888,-0.09183768,"('boring', 'funny')",0.13282093,0.13748473,-0.014889,0.0228235,-0.0377125
53,0.16093831,0.26557684,"('uncreative', 'creative')",0.4783213,0.6660402,0.3196298,0.4658085,-0.1461787
43,-0.15801895,-0.42852825,"('irresponsible', 'responsible')",0.68344015,0.60541344,0.2627106,0.0884426,0.174268
59,-0.14257136,0.19472001,"('foolish', 'wise')",0.05704306,0.09390305,-0.0427641,0.1443115,-0.1870756
23,-0.14087531,-0.2406453,"('insincere', 'sincere')",6.2329307,5.8830066,3.0460277,2.8211806,0.2248471
38,-0.13621807,0.042108506,"('untruthful', 'truthful')",0.5452289,0.45574903,0.2045054,0.2489288,-0.0444234
80,0.12777075,-0.18234691,"('dominated', 'dominating')",-0.91217893,-0.99619573,-0.3922041,-0.5892713,0.1970672
58,-0.12171791,0.064768076,"('undiscriminating', 'discriminating')",-0.031670604,0.17269574,-0.0766943,0.1187319,-0.1954262
63,-0.119848385,-0.099534065,"('unperceptive', 'insightful')",1.3122174,1.4732814,0.5961845,0.6868737,-0.0906892
55,-0.119699724,-0.44142425,"('incompetent', 'clever')",0.2767377,0.29330242,0.078519,-0.0740609,0.1525799
34,0.11484433,-0.019256,"('mean', 'honorable')",6.5651903,6.2221255,3.3400173,3.1014347,0.2385826
82,-0.10165082,-0.31825054,"('poor', 'rich')",6.466385,6.039415,3.1823671,2.8605821,0.321785
78,0.10162158,-0.14614992,"('nonresilient', 'resilient')",1.0842482,1.100533,0.5929349,0.4771915,0.1157434
30,0.0868082,0.08236129,"('intolerant', 'tolerant')",1.2432424,1.2841567,0.6650253,0.683259,-0.0182337
74,-0.07135231,0.13515742,"('undedicated', 'dedicated')",-0.24441865,-0.08927873,-0.1578855,0.0229393,-0.1808248
33,0.05323331,0.3222915,"('wrong', 'right')",-0.9685873,-0.8065984,-0.457677,-0.2421535,-0.2155235
81,-0.024445824,-0.19829585,"('submissive', 'aggressive')",-0.16614547,-0.31149,-0.0952957,-0.2548929,0.1595972
46,-0.022920482,-0.36757886,"('uncompetitive', 'competitive')",-0.01755389,-0.041592628,-0.0202372,-0.2045857,0.1843485
21,0.022796158,-0.31576005,"('immoral', 'moral')",-0.2726093,-0.48601267,-0.1249066,-0.4008864,0.2759798
