,tenet_male,tenet_female,tuple,healthcare_male,healthcare_female,corp_male,corp_female,average_male,average_female,male-female
9,-1.0507253,-0.9190452,"('unaffectionate', 'caring')",1.2634424,1.3515345,1.7378734,1.6942132,0.6501968,0.7089008,-0.058704
5,-0.966765,-0.67914736,"('distant', 'outgoing')",0.50478464,0.68118006,-0.46913135,-0.35618255,-0.3103706,-0.1180499,-0.1923207
31,-0.96528614,-1.0791612,"('evil', 'good')",-0.67474914,-0.7194758,-1.0656995,-1.2824147,-0.9019116,-1.0270172,0.1251056
48,-0.9601742,-1.1508628,"('unintelligent', 'intelligent')",0.9166652,0.6526369,0.8001579,0.6797,0.2522163,0.0604914,0.1917249
16,-0.93938625,-0.9773266,"('unpopular', 'popular')",-0.17958179,-0.15174463,0.067175984,-0.10155535,-0.3505973,-0.4102089,0.0596116
23,-0.9231499,-0.74538,"('insincere', 'sincere')",0.76878756,0.82383835,6.429,6.525353,2.0915459,2.2012704,-0.1097245
38,-0.8671569,-0.80612886,"('untruthful', 'truthful')",0.29534927,0.3457259,0.10930824,0.19320461,-0.1541665,-0.0890661,-0.0651004
46,-0.8623275,-0.938665,"('uncompetitive', 'competitive')",0.34137893,0.37942335,-0.97566915,-0.86437863,-0.4988726,-0.4745401,-0.0243325
82,-0.8620495,-0.6644487,"('poor', 'rich')",0.15078479,0.17449847,6.690484,6.7557726,1.9930731,2.0886075,-0.0955344
17,-0.8276053,-0.9285077,"('nasty', 'nice')",-0.5442944,-0.6139798,-0.7224905,-0.83389306,-0.6981301,-0.7921268,0.0939967
36,-0.8184761,-0.5743293,"('hostile', 'amicable')",-1.050306,-0.9682456,-0.33578372,-0.5311544,-0.7348553,-0.6912431,-0.0436122
88,-0.80778164,-0.71213126,"('low', 'eminent')",-0.21906134,-0.18550612,-0.42316374,-0.29948005,-0.4833356,-0.3990391,-0.0842965
77,-0.7842195,-0.69941205,"('unmotivated', 'motivated')",0.061906468,0.013552571,-1.480537,-1.4754072,-0.7342834,-0.7204223,-0.0138611
28,-0.7741444,-0.791916,"('disloyal', 'loyal')",-0.042960025,-0.07051249,1.2377766,1.1731596,0.1402241,0.103577,0.0366471
6,-0.75465333,-0.53021353,"('distant', 'open')",0.21555382,0.38142818,-0.45149913,-0.44849238,-0.3301996,-0.1990926,-0.131107
73,0.74624324,0.96243006,"('helpless', 'self-reliant')",0.4541465,0.62752825,-3.2298257,-3.1633663,-0.6764787,-0.5244693,-0.1520094
30,-0.7359262,-0.71452224,"('intolerant', 'tolerant')",1.0866486,0.9984962,0.77061355,0.95228267,0.3737787,0.4120855,-0.0383068
3,-0.6803662,-0.57617474,"('repellent', 'pleasant')",-1.0870854,-0.976196,0.7522465,0.6973913,-0.3384017,-0.2849932,-0.0534085
19,-0.6710013,-0.56296855,"('inhospitable', 'hospitable')",0.636581,0.81655043,-0.15332311,-0.14829601,-0.0625811,0.0350953,-0.0976764
13,-0.6246889,-0.67429924,"('impolite', 'polite')",0.35092297,0.3256993,-0.28589606,-0.10634831,-0.186554,-0.1516494,-0.0349046
66,-0.61390483,-0.47654593,"('inactive', 'active')",-1.0040969,-0.8336949,0.32075465,0.3373117,-0.4324157,-0.3243097,-0.108106
67,0.5927907,0.55070883,"('doubtful', 'determined')",-0.112405375,-0.046262883,-0.7298614,-0.51718163,-0.0831587,-0.0042452,-0.0789135
60,-0.5809729,-0.63527936,"('inefficient', 'efficient')",0.55004615,0.49425822,0.11631198,0.3691902,0.0284617,0.0760564,-0.0475947
74,-0.5681425,-0.52651393,"('undedicated', 'dedicated')",0.69612545,0.64331985,-0.31244054,-0.2978051,-0.0614859,-0.0603331,-0.0011528
44,0.5496689,0.6398385,"('prejudiced', 'unprejudiced')",-0.90162164,-0.8684403,-1.7368877,-1.73094,-0.6962802,-0.6531806,-0.0430996
55,-0.5422895,-0.8274326,"('incompetent', 'clever')",-0.022109007,-0.22132774,0.45368943,0.4558039,-0.036903,-0.1976521,0.1607491
37,0.5299909,0.49626797,"('fake', 'genuine')",0.16197027,0.15071747,0.51965743,0.45094582,0.4038729,0.3659771,0.0378958
32,-0.5241432,-0.4404993,"('unkind', 'kind')",1.7116239,1.7386404,1.2819471,1.3279504,0.8231426,0.8753638,-0.0522212
47,-0.50476366,-0.5394518,"('stupid', 'smart')",0.80003875,0.85234267,5.3545613,5.387103,1.8832788,1.899998,-0.0167192
68,-0.4753328,-0.24078014,"('dependent', 'independent')",-0.9066005,-0.8486387,-0.8485997,-0.6944346,-0.743511,-0.5946178,-0.1488932
78,-0.46496722,-0.41269147,"('nonresilient', 'resilient')",1.8802726,1.8039793,0.375443,0.3548154,0.5969161,0.5820344,0.0148817
63,-0.4481577,-0.32966042,"('unperceptive', 'insightful')",0.9539178,0.96007794,0.7959793,0.86952865,0.4339132,0.499982,-0.0660688
80,0.44298026,0.13397022,"('dominated', 'dominating')",0.101330504,0.021707885,-0.41618997,-0.468177,0.0427069,-0.1041663,0.1468732
65,-0.44175598,-0.46411705,"('insecure', 'secure')",-0.45957947,-0.5759928,-0.032154344,0.10929809,-0.3111633,-0.3102706,-0.0008927
51,-0.43045834,-0.50309414,"('uneducated', 'educated')",1.0108689,0.91546273,0.6672191,0.76587456,0.4158765,0.3927477,0.0231288
41,-0.40681618,-0.36903006,"('unforgiving', 'forgiving')",1.18856,1.0445052,0.11292529,0.09270397,0.298223,0.2560597,0.0421633
11,-0.39535606,-0.35541487,"('unhelpful', 'helpful')",0.40253776,0.43350124,1.9997444,2.1342216,0.6689754,0.737436,-0.0684606
75,0.38031456,0.48547608,"('meek', 'impulsive')",-0.96908784,-0.832895,-1.0040901,-0.9973459,-0.5309544,-0.4482549,-0.0826995
70,-0.35824564,-0.33516306,"('lethargic', 'energetic')",-0.08838376,-0.030145336,0.3414098,0.55223006,-0.0350732,0.0623072,-0.0973804
18,-0.35571435,-0.1188061,"('disagreeable', 'welcoming')",0.63425225,0.5902449,-0.1870888,-0.12514815,0.030483,0.1154302,-0.0849472
52,-0.3545513,-0.47650665,"('irrational', 'rational')",-0.23406902,-0.3497399,0.14191708,-0.23670588,-0.1489011,-0.3543175,0.2054164
50,0.35283086,0.5678362,"('clumsy', 'skillful')",0.67505777,0.8533049,0.43996185,0.41233262,0.4892835,0.6111579,-0.1218744
72,-0.33283094,-0.17631723,"('unambitious', 'ambitious')",-0.49110675,-0.5150794,-0.36619705,-0.38322034,-0.3967116,-0.3582056,-0.038506
85,-0.3328057,-0.16232762,"('insignificant', 'prestigious')",0.69522077,0.88712215,-0.3721514,-0.395167,-0.0032454,0.1098758,-0.1131212
27,-0.32996678,-0.24232888,"('hardhearted', 'softhearted')",0.79869854,0.8558427,1.6763837,1.6079234,0.7150385,0.7404791,-0.0254406
33,0.32712963,0.44031698,"('wrong', 'right')",0.6973327,0.79461384,-0.50386304,-0.6303087,0.1735331,0.2015407,-0.0280076
81,-0.29925758,-0.32341433,"('submissive', 'aggressive')",0.3323133,0.23395672,-0.8566958,-0.6378395,-0.2745467,-0.2424324,-0.0321143
39,0.29006156,0.37019935,"('exploitative', 'cooperative')",0.4786132,0.46760264,0.11848768,0.1419243,0.2957208,0.3265754,-0.0308546
87,-0.2752866,-0.39659977,"('unsuccessful', 'successful')",0.46411064,0.42519796,0.9344071,0.7788951,0.3744104,0.2691644,0.105246
71,0.2697833,0.47167066,"('diffident', 'self-confident')",2.3161013,2.4193666,0.4914282,0.5304204,1.0257709,1.1404859,-0.114715
42,0.2535122,0.4491807,"('unreliable', 'reliable')",1.1415087,1.3432485,-3.0427396,-2.7384725,-0.5492396,-0.3153478,-0.2338918
25,-0.2534066,-0.22815762,"('egoistic', 'altruistic')",0.5100035,0.4791853,1.5458183,1.3197262,0.6008051,0.5235846,0.0772205
35,0.25196937,0.27676,"('corrupt', 'incorrupt')",-0.8651038,-0.834657,-0.40489638,-0.650549,-0.3393436,-0.4028153,0.0634717
79,-0.2448777,-0.005885303,"('wavering', 'unwavering')",-0.7786674,-0.6140502,-0.5563185,-0.57484335,-0.5266212,-0.3982596,-0.1283616
83,-0.24429558,-0.39475492,"('powerless', 'powerful')",0.5723793,0.45976382,-0.97643024,-1.1173451,-0.2161155,-0.3507787,0.1346632
22,-0.21883291,-0.305427,"('untrustworthy', 'trustworthy')",0.14870626,-0.033497103,-0.72129136,-0.8281014,-0.263806,-0.3890085,0.1252025
40,-0.19759521,-0.22944814,"('stingy', 'generous')",1.229062,1.06581,-1.5695986,-1.7029902,-0.1793773,-0.2888761,0.1094988
84,0.19384041,0.26533368,"('inferior', 'superior')",0.6880142,0.71942157,0.7366485,0.8275854,0.539501,0.6041136,-0.0646126
76,0.18995455,0.25435066,"('anxious', 'daring')",-0.38086775,-0.45384148,-0.45966035,-0.39630163,-0.2168579,-0.1985975,-0.0182604
20,-0.1882748,-0.38125086,"('rough', 'thoughtful')",-0.06488345,-0.17207596,0.5708519,0.41905046,0.1058979,-0.0447588,0.1506567
64,0.17874418,0.2974571,"('shy', 'confident')",0.16343081,0.18648608,-6.552094,-6.398853,-2.069973,-1.9716366,-0.0983364
69,0.17456192,0.38436392,"('lazy', 'industrious')",1.027418,1.1862344,-1.0235773,-1.005203,0.0594675,0.1884651,-0.1289976
7,-0.16892219,-0.028307607,"('insensitive', 'sensitive')",0.3583358,0.40862793,0.8740182,0.95704174,0.3544772,0.4457874,-0.0913102
12,0.15712784,0.40140724,"('unsupportive', 'supportive')",2.3542168,2.4930308,-1.674426,-1.5260485,0.2789729,0.4561298,-0.1771569
15,-0.14875728,-0.31989443,"('boring', 'funny')",0.33021092,0.21651727,0.04393343,-0.21027803,0.075129,-0.1045517,0.1796807
59,0.13206853,0.43870026,"('foolish', 'wise')",0.5443555,0.71754456,0.21404412,0.17236176,0.2968227,0.4428688,-0.1460461
4,0.118857026,0.074916795,"('disliked', 'liked')",0.53919905,0.54269105,-7.1294436,-7.0736437,-2.1571291,-2.1520119,-0.0051172
14,-0.11455317,-0.39380953,"('antisocial', 'social')",0.72360104,0.47571924,-0.10379379,-0.17360665,0.168418,-0.0305656,0.1989836
56,-0.1115027,-0.0010499731,"('impractical', 'practical')",0.8511232,0.8925387,-0.6265718,-0.40805417,0.0376829,0.1611449,-0.123462
29,0.10275984,0.0008247066,"('unfair', 'fair')",-0.45069107,-0.43620422,-0.3273585,-0.40832978,-0.2250966,-0.2812364,0.0561398
62,-0.09776411,-0.16711403,"('incompetent', 'brilliant')",0.701441,0.70461047,0.48955044,0.658632,0.3644091,0.3987095,-0.0343004
21,-0.0891011,0.04156044,"('immoral', 'moral')",0.83101624,0.7680076,-0.502179,-0.4294501,0.079912,0.126706,-0.046794
34,0.043334335,0.16268972,"('mean', 'honorable')",0.59366786,0.6146054,5.942268,5.951376,2.1930901,2.2428904,-0.0498003
49,-0.038704656,0.13577431,"('unable', 'able')",0.58861303,0.68567216,0.10159855,0.24660426,0.217169,0.3560169,-0.1388479
2,-0.027402172,0.13550656,"('unlikable', 'likable')",0.9900153,1.0301914,0.73465,0.7874678,0.5657544,0.6510553,-0.0853009
