,amerisourcebergen_male,amerisourcebergen_female,tuple,corp_male,corp_female,average_male,average_female,male-female
82,-0.31688824,-0.24297512,"('poor', 'rich')",6.564987,6.545773,3.1240494,3.1513989,-0.0273495
40,-0.29058555,-0.39519647,"('stingy', 'generous')",-1.9608519,-2.1048265,-1.1257187,-1.2500114,0.1242927
29,-0.26052153,-0.3173214,"('unfair', 'fair')",-0.27488372,-0.42059228,-0.2677026,-0.3689568,0.1012542
87,-0.19756278,-0.1295287,"('unsuccessful', 'successful')",0.54154396,0.5759742,0.1719906,0.2232228,-0.0512322
34,0.19295561,0.13400993,"('mean', 'honorable')",5.754948,5.667276,2.9739518,2.9006429,0.0733089
65,0.18364991,0.16101307,"('insecure', 'secure')",-0.16969043,-0.083963215,0.0069797,0.0385249,-0.0315452
49,-0.18305561,-0.1579714,"('unable', 'able')",-0.39091057,-0.33610713,-0.2869831,-0.2470393,-0.0399438
62,-0.1710949,0.05839553,"('incompetent', 'brilliant')",0.17151117,0.35492155,0.0002081,0.2066585,-0.2064504
75,0.16583267,0.18379192,"('meek', 'impulsive')",-0.92015636,-0.8214546,-0.3771619,-0.3188313,-0.0583306
13,-0.12908173,0.08508676,"('impolite', 'polite')",-0.9141164,-0.8141339,-0.5215991,-0.3645236,-0.1570755
81,-0.12840198,-0.03337246,"('submissive', 'aggressive')",-1.2024714,-1.0110941,-0.6654367,-0.5222332,-0.1432035
30,-0.12548316,-0.06916429,"('intolerant', 'tolerant')",0.7233765,0.7795273,0.2989467,0.3551815,-0.0562348
84,0.11650161,0.027077895,"('inferior', 'superior')",0.79449517,0.6880413,0.4554984,0.3575596,0.0979388
22,-0.10514143,0.013309658,"('untrustworthy', 'trustworthy')",-0.97813857,-0.89780706,-0.54164,-0.4422487,-0.0993913
33,0.101192445,0.15730417,"('wrong', 'right')",-0.53301543,-0.5549444,-0.2159115,-0.1988201,-0.0170914
14,-0.09140499,0.043900784,"('antisocial', 'social')",-0.29381022,-0.19431196,-0.1926076,-0.0752056,-0.117402
56,0.09064352,0.3705787,"('impractical', 'practical')",-0.9108919,-0.70372987,-0.4101242,-0.1665756,-0.2435486
68,-0.08845656,0.00012018904,"('dependent', 'independent')",-1.1100297,-1.1195846,-0.5992431,-0.5597322,-0.0395109
59,-0.08109179,-0.18723829,"('foolish', 'wise')",0.47302386,0.41434765,0.195966,0.1135547,0.0824113
25,-0.07517234,-0.11376124,"('egoistic', 'altruistic')",1.5517104,1.5734776,0.738269,0.7298582,0.0084108
17,-0.025712153,0.012103251,"('nasty', 'nice')",-0.61738914,-0.5395613,-0.3215506,-0.263729,-0.0578216
47,0.015702374,-0.030317154,"('stupid', 'smart')",5.6840873,5.708864,2.8498948,2.8392735,0.0106213
66,0.005575355,-0.12227459,"('inactive', 'active')",0.119217545,-0.08786503,0.0623965,-0.1050698,0.1674663
