,citigroup_male,citigroup_female,tuple,inc_male,inc_female,average_male,average_female,male-female
58,0.54466736,0.5404548,"('undiscriminating', 'discriminating')",0.16458848,0.048872583,0.3546279,0.2946637,0.0599642
40,0.5410559,0.55766666,"('stingy', 'generous')",-1.4901164,-1.7325823,-0.4745302,-0.5874578,0.1129276
14,0.5406374,0.67621034,"('antisocial', 'social')",-0.9326174,-0.8256633,-0.19599,-0.0747265,-0.1212635
1,-0.5227215,-0.7244504,"('unfriendly', 'friendly')",1.461581,1.2205485,0.4694297,0.2480491,0.2213806
27,0.5225493,0.40789723,"('hardhearted', 'softhearted')",1.287206,1.1280792,0.9048777,0.7679882,0.1368895
43,-0.49915466,-0.2165611,"('irresponsible', 'responsible')",0.79956603,0.99825865,0.1502057,0.3908488,-0.2406431
68,-0.48652455,-0.7197588,"('dependent', 'independent')",-0.33621246,-0.33581305,-0.4113685,-0.5277859,0.1164174
18,-0.47883737,-0.32889885,"('disagreeable', 'welcoming')",-0.6170088,-0.5147286,-0.5479231,-0.4218137,-0.1261094
72,-0.4735816,-0.26887795,"('unambitious', 'ambitious')",-0.4776971,-0.38149646,-0.4756393,-0.3251872,-0.1504521
38,-0.47115207,-0.40179574,"('untruthful', 'truthful')",0.42825627,0.66343564,-0.0214479,0.1308199,-0.1522678
33,0.46963215,0.5138855,"('wrong', 'right')",-0.81969726,-0.81794417,-0.1750326,-0.1520293,-0.0230033
88,-0.43799782,-0.2419298,"('low', 'eminent')",0.23795035,0.23116137,-0.1000237,-0.0053842,-0.0946395
24,-0.43506357,-0.44681895,"('dishonest', 'honest')",1.1584477,1.3147919,0.3616921,0.4339865,-0.0722944
30,0.42263466,0.38666776,"('intolerant', 'tolerant')",1.1813492,1.3388511,0.8019919,0.8627594,-0.0607675
76,0.39138,0.7750907,"('anxious', 'daring')",0.49083352,0.6653347,0.4411068,0.7202127,-0.2791059
71,0.38266787,0.24389529,"('diffident', 'self-confident')",0.44686648,0.24030215,0.4147672,0.2420987,0.1726685
78,-0.3763872,-0.2863197,"('nonresilient', 'resilient')",-0.027228802,-0.02544718,-0.201808,-0.1558834,-0.0459246
17,0.35662073,0.43451276,"('nasty', 'nice')",-0.65471673,-0.67551994,-0.149048,-0.1205036,-0.0285444
0,-0.34471664,-0.26929414,"('unsociable', 'sociable')",-0.42805126,-0.45243865,-0.386384,-0.3608664,-0.0255176
48,-0.34219617,-0.5254765,"('unintelligent', 'intelligent')",0.86711496,0.64318424,0.2624594,0.0588539,0.2036055
15,0.34189886,0.37207362,"('boring', 'funny')",0.4640934,0.4128485,0.4029961,0.3924611,0.010535
65,-0.3289268,-0.50938827,"('insecure', 'secure')",-0.027907223,0.035083767,-0.178417,-0.2371522,0.0587352
9,-0.2961742,-0.4347508,"('unaffectionate', 'caring')",1.1827533,0.9697745,0.4432896,0.2675118,0.1757778
75,0.28404534,0.5344054,"('meek', 'impulsive')",-0.33105755,-0.23753153,-0.0235061,0.1484369,-0.171943
5,0.26100722,0.4313585,"('distant', 'outgoing')",-0.4463854,-0.4381542,-0.0926891,-0.0033979,-0.0892912
80,0.24831215,0.14933403,"('dominated', 'dominating')",-0.8913485,-0.87451077,-0.3215182,-0.3625884,0.0410702
32,-0.24578544,-0.1744557,"('unkind', 'kind')",1.0718613,1.0800803,0.4130379,0.4528123,-0.0397744
54,-0.24444279,0.048236545,"('incapable', 'capable')",1.1881071,1.3772987,0.4718322,0.7127676,-0.2409354
64,0.24298613,0.27540797,"('shy', 'confident')",-6.3779707,-6.286336,-3.0674922,-3.0054641,-0.0620281
59,0.23513912,0.2208019,"('foolish', 'wise')",0.29280746,0.2842433,0.2639733,0.2525226,0.0114507
4,0.22895771,0.25273788,"('disliked', 'liked')",-6.425457,-6.5627184,-3.0982497,-3.1549902,0.0567405
22,-0.21766813,-0.29910505,"('untrustworthy', 'trustworthy')",-1.0399544,-1.1123921,-0.6288113,-0.7057486,0.0769373
21,-0.21170014,-0.20503122,"('immoral', 'moral')",-0.73209286,-0.6964118,-0.4718965,-0.4507215,-0.021175
81,0.20136769,0.14669718,"('submissive', 'aggressive')",-0.08251363,0.10343898,0.059427,0.1250681,-0.0656411
56,0.19931704,0.28325266,"('impractical', 'practical')",0.68119854,0.6739383,0.4402578,0.4785955,-0.0383377
63,0.17828962,-0.06992282,"('unperceptive', 'insightful')",1.6166893,1.4178766,0.8974895,0.6739769,0.2235126
6,-0.17274903,-0.17701077,"('distant', 'open')",0.107127726,0.017943285,-0.0328107,-0.0795337,0.046723
11,-0.1706396,-0.38426995,"('unhelpful', 'helpful')",2.567984,2.535172,1.1986723,1.075451,0.1232213
35,0.1675291,0.33924127,"('corrupt', 'incorrupt')",-0.6391001,-0.59059435,-0.2357855,-0.1256765,-0.110109
41,0.15394473,0.2888119,"('unforgiving', 'forgiving')",0.13040994,0.042323604,0.1421773,0.1655678,-0.0233905
16,-0.15050752,0.10021539,"('unpopular', 'popular')",0.27069494,0.12831154,0.0600937,0.1142635,-0.0541698
74,0.1325643,0.21994759,"('undedicated', 'dedicated')",0.46961993,0.3961016,0.3010921,0.3080246,-0.0069325
29,0.1246825,0.15357575,"('unfair', 'fair')",-0.7051117,-0.6265879,-0.2902146,-0.2365061,-0.0537085
12,0.122024134,0.22773091,"('unsupportive', 'supportive')",-1.3831253,-1.5084916,-0.6305506,-0.6403804,0.0098298
25,0.12129417,0.21936823,"('egoistic', 'altruistic')",1.1259866,1.0851837,0.6236404,0.652276,-0.0286356
34,0.115806505,0.18818426,"('mean', 'honorable')",6.6174626,6.754751,3.3666346,3.4714677,-0.1048331
31,-0.11308722,-0.17882724,"('evil', 'good')",-1.5931658,-1.7321119,-0.8531265,-0.9554696,0.1023431
36,-0.11103067,0.058087498,"('hostile', 'amicable')",-0.34247983,-0.41997254,-0.2267552,-0.1809425,-0.0458127
47,-0.099760614,0.0949481,"('stupid', 'smart')",5.766679,5.84144,2.8334591,2.9681942,-0.1347351
77,0.09642735,0.010612806,"('unmotivated', 'motivated')",-1.0702311,-0.9974375,-0.4869019,-0.4934123,0.0065104
61,-0.09641375,-0.26956195,"('illogical', 'logical')",0.18171185,0.100543275,0.0426491,-0.0845093,0.1271584
37,-0.09397393,-0.074437216,"('fake', 'genuine')",0.4976184,0.526804,0.2018222,0.2261834,-0.0243612
50,0.0495429,0.29790193,"('clumsy', 'skillful')",0.21646003,0.101012506,0.1330015,0.1994572,-0.0664557
52,-0.013587303,-0.22305712,"('irrational', 'rational')",-0.44022915,-0.58532,-0.2269082,-0.4041886,0.1772804
70,0.0035005147,-0.009479711,"('lethargic', 'energetic')",1.2119977,1.1792115,0.6077491,0.5848659,0.0228832
