,cameron_male,cameron_female,tuple,international_male,international_female,corp_male,corp_female,average_male,average_female,male-female
55,0.99029845,0.98884106,"('incompetent', 'clever')",-1.0643216,-1.1313047,0.006052876,0.34788325,-0.0226568,0.0684732,-0.09113
61,0.97639126,0.9911942,"('illogical', 'logical')",-0.55984104,-0.593419,0.42324135,0.46379358,0.2799305,0.2871896,-0.0072591
70,0.9604426,1.0698526,"('lethargic', 'energetic')",0.28790814,0.57221055,0.11422062,0.6129076,0.4541905,0.7516569,-0.2974664
54,0.948842,0.56690836,"('incapable', 'capable')",0.39430305,0.39790913,0.7371911,0.8083494,0.6934454,0.5910556,0.1023898
23,0.86822814,0.6372525,"('insincere', 'sincere')",-0.38358212,-0.24921787,5.516758,5.9220147,2.0004679,2.1033498,-0.1028819
58,0.8557986,0.6597835,"('undiscriminating', 'discriminating')",0.36181557,0.23979153,0.23554975,0.10303212,0.484388,0.3342024,0.1501856
27,0.83573353,0.7013721,"('hardhearted', 'softhearted')",-0.44979715,-0.38843372,0.6446676,0.5759616,0.3435347,0.2963,0.0472347
72,0.8348388,0.8201971,"('unambitious', 'ambitious')",-0.5748325,-0.40606576,-0.37476712,-0.10641218,-0.0382536,0.1025731,-0.1408267
35,-0.8128925,-0.9300709,"('corrupt', 'incorrupt')",-0.11237192,-0.313118,-0.5247348,-1.0484872,-0.4833331,-0.763892,0.2805589
26,0.76814437,0.8715807,"('hardhearted', 'benevolent')",1.4503771,1.5665112,1.5307373,1.3598952,1.249753,1.2659957,-0.0162427
68,-0.7541806,-0.719918,"('dependent', 'independent')",-0.3861192,-0.45958143,-1.2851783,-1.3643062,-0.8084927,-0.8479352,0.0394425
47,-0.75338393,-0.778309,"('stupid', 'smart')",-0.5437151,-0.447579,4.990372,5.2478585,1.231091,1.3406569,-0.1095659
21,0.74176025,0.81801844,"('immoral', 'moral')",-0.096561104,-0.1883075,-0.88778806,-0.47752208,-0.080863,0.0507296,-0.1315926
76,0.7318256,0.5901296,"('anxious', 'daring')",0.5907051,0.7941055,-0.012814615,0.44532806,0.436572,0.6098544,-0.1732824
88,-0.7112416,-0.9149349,"('low', 'eminent')",-0.4524872,-0.48996565,-0.6975093,-0.6681333,-0.6204127,-0.6910113,0.0705986
41,0.70658785,0.78625697,"('unforgiving', 'forgiving')",-0.15751354,-0.3161127,-0.18494628,-0.38030094,0.121376,0.0299478,0.0914282
46,0.69621325,0.6939796,"('uncompetitive', 'competitive')",0.06705332,0.03003183,-0.8566768,-0.6036633,-0.0311368,0.040116,-0.0712528
17,-0.67494196,-0.68816674,"('nasty', 'nice')",-1.4421548,-1.5226364,-0.83090603,-0.82387614,-0.9826676,-1.0115597,0.0288921
87,0.6338081,0.5653578,"('unsuccessful', 'successful')",1.0528923,1.1958754,1.0918357,1.3656164,0.9261787,1.0422832,-0.1161045
1,0.6244161,0.2037035,"('unfriendly', 'friendly')",0.087117285,-0.09201302,1.1843415,0.82062876,0.6319583,0.3107731,0.3211852
14,0.61111903,1.0437808,"('antisocial', 'social')",0.45833966,0.60885096,-0.097465724,0.14944276,0.3239977,0.6006915,-0.2766938
4,-0.58752877,-0.44673643,"('disliked', 'liked')",0.05712818,-0.07828994,-6.655225,-7.1374927,-2.3952085,-2.554173,0.1589645
52,-0.57375765,-0.9115412,"('irrational', 'rational')",-0.55432713,-0.78145194,-0.043897957,-0.41919738,-0.3906609,-0.7040635,0.3134026
34,-0.55435336,-0.76666576,"('mean', 'honorable')",0.11591299,0.11331706,5.3042364,5.318393,1.621932,1.5550149,0.0669171
78,0.5412026,0.5104517,"('nonresilient', 'resilient')",0.4827624,0.4329183,0.31215462,0.44608817,0.4453732,0.4631527,-0.0177795
79,0.53569597,0.42342067,"('wavering', 'unwavering')",-0.19206893,-0.2143035,-0.16799363,-0.36583507,0.0585445,-0.0522393,0.1107838
11,0.53473604,0.31211457,"('unhelpful', 'helpful')",-0.032668933,0.027068887,1.791074,1.9169024,0.7643804,0.7520286,0.0123518
31,-0.52954966,-0.5219073,"('evil', 'good')",-0.13658012,-0.3529179,-0.87809783,-1.3915645,-0.5147425,-0.7554633,0.2407208
37,0.5272625,0.5162872,"('fake', 'genuine')",-0.6195695,-0.5862157,-0.17500414,-0.034897484,-0.0891037,-0.034942,-0.0541617
83,0.514609,0.323188,"('powerless', 'powerful')",0.0027225912,0.011379451,-0.7076716,-0.7356928,-0.0634467,-0.1337084,0.0702617
81,-0.51309437,-0.6221002,"('submissive', 'aggressive')",0.14608496,0.18468297,-0.3818736,-0.12192855,-0.2496277,-0.1864486,-0.0631791
45,0.49033162,0.752075,"('incompetent', 'competent')",-0.26745787,-0.2422146,-0.20089427,0.017799422,0.0073265,0.1758866,-0.1685601
77,0.48637152,0.3922085,"('unmotivated', 'motivated')",0.049505554,-0.16014898,-0.7591219,-0.58577746,-0.0744149,-0.117906,0.0434911
64,0.47976184,0.37497175,"('shy', 'confident')",0.025452401,-0.045947462,-6.022033,-6.0437493,-1.8389397,-1.9049083,0.0659686
67,-0.466703,-0.5170527,"('doubtful', 'determined')",0.25521362,0.38818273,-0.42336223,-0.50714403,-0.2116172,-0.2120047,0.0003875
29,-0.460121,-0.38849396,"('unfair', 'fair')",-0.6502454,-0.6696075,-0.57016563,-0.6625429,-0.5601774,-0.5735481,0.0133707
40,0.41120616,0.124696605,"('stingy', 'generous')",-0.082198106,-0.3001689,-1.8219924,-2.1500995,-0.4976614,-0.7751906,0.2775292
82,-0.39026797,-0.3385783,"('poor', 'rich')",-1.0303067,-0.9313048,5.90718,6.2196913,1.4955351,1.649936,-0.1544009
6,-0.38445765,-0.69703794,"('distant', 'open')",0.45443222,0.2855783,-0.36930197,-0.78461057,-0.0997758,-0.3986901,0.2989143
80,0.37877762,0.5443629,"('dominated', 'dominating')",-0.07434659,0.020124974,-0.52495533,-0.13491549,-0.0735081,0.1431908,-0.2166989
48,0.37848544,0.17258136,"('unintelligent', 'intelligent')",-0.6208644,-0.6906008,0.2788414,0.47231483,0.0121542,-0.0152349,0.0273891
66,0.36933234,0.056686014,"('inactive', 'active')",1.1938665,1.163793,0.7054039,0.48939335,0.7562009,0.5699575,0.1862434
10,0.35983858,0.3433325,"('unsympathetic', 'sympathetic')",-1.3447369,-1.3660496,-0.78881425,-0.36280555,-0.5912375,-0.4618409,-0.1293966
36,-0.3518287,-0.70811486,"('hostile', 'amicable')",0.5955031,0.30824834,-0.16607465,-0.6327995,0.0258666,-0.344222,0.3700886
32,0.3439808,0.45640042,"('unkind', 'kind')",-0.9106834,-0.69173265,0.052097626,0.36336884,-0.171535,0.0426789,-0.2142139
22,0.33707556,0.49358985,"('untrustworthy', 'trustworthy')",-0.48876083,-0.3514804,-1.3182693,-0.8676507,-0.4899848,-0.2418471,-0.2481377
69,0.32860565,0.07819913,"('lazy', 'industrious')",2.0980232,1.9388318,-0.2048203,-0.7538591,0.7406028,0.4210573,0.3195455
19,0.31927028,0.19621366,"('inhospitable', 'hospitable')",-0.80054396,-0.8345615,-0.758818,-0.95892924,-0.4133639,-0.5324257,0.1190618
18,-0.2994449,-0.39330423,"('disagreeable', 'welcoming')",0.8685413,0.77826774,-0.6797374,-0.928398,-0.0368803,-0.1811448,0.1442645
51,0.27899414,0.52167755,"('uneducated', 'educated')",0.12625468,0.12308021,-0.026998736,0.14743203,0.1260834,0.2640633,-0.1379799
49,-0.25274396,-0.18861744,"('unable', 'able')",-0.7001716,-0.5053955,-0.6714096,-0.32808867,-0.5414417,-0.3407005,-0.2007412
86,0.23075628,0.029272959,"('uninfluential', 'influential')",-0.59922475,-0.87156457,-0.7107444,-0.6771534,-0.3597376,-0.5064816,0.146744
13,0.22351348,0.40206042,"('impolite', 'polite')",0.50328153,0.63752747,-0.72053915,-0.3956868,0.0020853,0.2146337,-0.2125484
5,-0.22258358,-0.4844305,"('distant', 'outgoing')",0.6378668,0.45635545,-0.28318828,-0.7218521,0.0440316,-0.2499757,0.2940073
75,0.19035885,0.24920826,"('meek', 'impulsive')",0.4960252,0.589109,-0.39541885,-0.5050327,0.0969884,0.1110949,-0.0141065
25,0.1866161,-0.14697772,"('egoistic', 'altruistic')",0.5100999,0.33955324,1.3787493,1.0873638,0.6918217,0.4266465,0.2651752
3,-0.17434265,-0.014441359,"('repellent', 'pleasant')",-0.6028529,-0.7182144,0.6037058,0.81667733,-0.0578299,0.0280072,-0.0858371
60,-0.121007174,0.094036885,"('inefficient', 'efficient')",0.11117997,0.20997202,-0.20928429,0.15912293,-0.0730372,0.1543773,-0.2274145
53,0.09140209,-0.11437725,"('uncreative', 'creative')",-0.6049632,-0.7795179,0.3654986,0.2869175,-0.0493542,-0.2023259,0.1529717
65,-0.083802715,0.049176127,"('insecure', 'secure')",-0.5478767,-0.4318206,-0.3200349,0.16412327,-0.3172381,-0.0728404,-0.2443977
20,0.08149137,0.22535278,"('rough', 'thoughtful')",-0.276294,-0.10199657,0.590116,0.8314383,0.1317711,0.3182648,-0.1864937
50,-0.055523038,-0.29955986,"('clumsy', 'skillful')",-0.258217,-0.1727387,-0.028167356,0.04675726,-0.1139691,-0.1418471,0.027878
15,-0.04553172,-0.11907241,"('boring', 'funny')",0.26356235,0.4073943,-0.10209944,-0.087238364,0.0386437,0.0670278,-0.0283841
57,-0.025776345,-0.12104848,"('unimaginative', 'imaginative')",-0.83694696,-0.8859866,-3.1369214,-2.9989882,-1.3332149,-1.3353411,0.0021262
