,exelon_male,exelon_female,tuple,corp_male,corp_female,average_male,average_female,male-female
39,0.1835458,0.46112043,"('exploitative', 'cooperative')",0.0061433706,0.1852659,0.0948446,0.3231932,-0.2283486
33,-0.17998196,0.376146,"('wrong', 'right')",-0.924167,-1.0297123,-0.5520745,-0.3267832,-0.2252913
54,-0.13167574,-0.33673725,"('incapable', 'capable')",1.0571406,0.5797036,0.4627324,0.1214832,0.3412492
34,-0.109933384,0.10970526,"('mean', 'honorable')",5.8537326,5.4005,2.8718996,2.7551026,0.116797
72,-0.08216041,-0.1663419,"('unambitious', 'ambitious')",-0.08563102,-0.5357662,-0.0838957,-0.351054,0.2671583
16,0.04482753,-0.30173334,"('unpopular', 'popular')",0.14410022,-0.07193334,0.0944639,-0.1868333,0.2812972
20,0.041127663,-0.05554791,"('rough', 'thoughtful')",0.7323923,0.8149798,0.38676,0.3797159,0.0070441
79,-0.040794954,0.009452203,"('wavering', 'unwavering')",-0.40851948,-0.82318044,-0.2246572,-0.4068641,0.1822069
36,0.03963135,-0.00769319,"('hostile', 'amicable')",-0.5045378,-0.8380405,-0.2324532,-0.4228668,0.1904136
81,0.034813315,-0.06844003,"('submissive', 'aggressive')",-0.018047303,0.007330872,0.008383,-0.0305546,0.0389376
4,-0.03282471,-0.2781319,"('disliked', 'liked')",-6.673662,-5.9656453,-3.3532434,-3.1218886,-0.2313548
17,-0.024895523,-0.23761158,"('nasty', 'nice')",-0.55749154,-0.60834813,-0.2911935,-0.4229799,0.1317864
5,-0.021726089,0.27925128,"('distant', 'outgoing')",-0.565298,-0.7485882,-0.293512,-0.2346685,-0.0588435
62,-0.002549814,-0.25219983,"('incompetent', 'brilliant')",1.0245374,0.90930027,0.5109938,0.3285502,0.1824436
